model,anchor_day,n,pred_fail_rate,actual_fail_rate
M1,395,3,0.6666666666666666,0.6666666666666666
M1,396,3,0.6666666666666666,0.6666666666666666
M1,397,14,0.42857142857142855,0.5714285714285714
M1,398,3,0.0,0.6666666666666666
M1,399,1,1.0,0.0
M1,400,2,0.0,1.0
M1,401,4,0.0,0.75
M1,402,7,0.14285714285714285,0.5714285714285714
M1,403,15,0.4666666666666667,0.8
M1,404,16,0.5625,0.625
M1,405,7,0.2857142857142857,1.0
M1,406,2,0.5,1.0
M1,407,3,1.0,0.6666666666666666
M1,409,1,1.0,1.0
M1,413,2,1.0,0.5
M1,414,1,1.0,1.0
M1,415,5,0.6,0.8
M1,416,4,1.0,0.75
M1,417,12,0.25,0.5833333333333334
M1,418,3,0.3333333333333333,1.0
M1,420,1,1.0,1.0
M1,421,8,0.625,0.75
M1,422,6,0.8333333333333334,0.8333333333333334
M1,423,22,0.6363636363636364,0.6818181818181818
M1,424,1,0.0,0.0
M1,425,1,0.0,1.0
M1,426,3,0.3333333333333333,1.0
M1,427,7,0.2857142857142857,0.5714285714285714
M1,428,7,0.5714285714285714,0.8571428571428571
M1,429,4,0.0,0.75
M1,430,6,0.3333333333333333,0.5
M1,431,11,0.6363636363636364,0.8181818181818182
M1,432,3,1.0,0.6666666666666666
M1,433,6,0.3333333333333333,0.8333333333333334
M1,434,10,0.8,0.8
M1,435,5,0.6,0.4
M1,436,10,0.6,0.3
M1,437,7,0.42857142857142855,0.14285714285714285
M1,438,24,0.6666666666666666,0.5
M1,439,48,0.6041666666666666,0.5833333333333334
M1,440,16,0.375,0.6875
M1,441,6,0.3333333333333333,0.6666666666666666
M1,442,16,0.25,0.75
M1,443,4,0.0,0.25
M1,444,2,0.5,1.0
M1,445,10,0.8,0.8
M1,446,5,0.2,0.0
M1,447,4,0.5,0.75
M1,448,9,0.2222222222222222,0.7777777777777778
M1,451,1,0.0,0.0
M1,453,2,1.0,0.5
M1,455,1,1.0,1.0
M1,463,1,1.0,0.0
M1,467,1,0.0,0.0
M1,476,2,0.5,0.0
M1,479,1,0.0,1.0
M1,480,4,0.25,0.75
M1,481,4,0.25,0.5
M1,482,1,1.0,1.0
M1,486,3,0.6666666666666666,0.6666666666666666
M1,487,7,0.14285714285714285,0.8571428571428571
M1,488,3,0.0,0.3333333333333333
M1,489,7,0.5714285714285714,0.8571428571428571
M1,490,8,0.25,0.75
M1,491,8,0.25,0.75
M1,493,3,0.3333333333333333,0.0
M1,494,2,0.5,0.5
M1,495,6,0.5,0.6666666666666666
M1,496,3,0.3333333333333333,0.3333333333333333
M1,497,6,0.3333333333333333,0.6666666666666666
M1,498,10,0.4,0.3
M1,499,15,0.2,0.4666666666666667
M1,500,12,0.3333333333333333,0.8333333333333334
M1,501,26,0.38461538461538464,0.5769230769230769
M1,502,21,0.38095238095238093,0.5714285714285714
M1,503,36,0.3888888888888889,0.6388888888888888
M1,504,34,0.4117647058823529,0.8235294117647058
M1,505,11,0.6363636363636364,0.8181818181818182
M1,506,24,0.25,0.7083333333333334
M1,507,9,0.3333333333333333,0.7777777777777778
M1,508,5,0.2,1.0
M1,509,34,0.3235294117647059,0.7352941176470589
M1,510,29,0.27586206896551724,0.8275862068965517
M1,511,3,0.0,1.0
M1,512,1,1.0,1.0
M1,513,1,0.0,0.0
M1,514,3,0.3333333333333333,0.6666666666666666
M1,515,1,0.0,1.0
M1,516,14,0.35714285714285715,0.7857142857142857
M1,518,11,0.2727272727272727,0.5454545454545454
M1,519,1,1.0,1.0
M1,520,2,0.5,1.0
M1,522,3,0.0,1.0
M1,523,8,0.5,0.875
M1,524,12,0.5833333333333334,0.6666666666666666
M1,525,41,0.2926829268292683,0.8292682926829268
M1,526,76,0.4473684210526316,0.75
M1,527,214,0.4485981308411215,0.794392523364486
M1,529,7,0.42857142857142855,0.8571428571428571
M1,530,4,0.75,0.75
M1,531,151,0.4105960264900662,0.7880794701986755
M1,532,97,0.29896907216494845,0.7938144329896907
M1,537,1,1.0,1.0
M1,539,1,1.0,1.0
M1,540,7,0.8571428571428571,0.42857142857142855
M1,541,6,0.3333333333333333,0.5
M1,542,4,0.5,0.75
M1,543,4,0.5,0.25
M1,544,2,0.5,0.5
M1,545,6,0.5,0.8333333333333334
M1,546,16,0.375,0.875
M1,547,41,0.4146341463414634,0.7317073170731707
M1,548,137,0.3357664233576642,0.7372262773722628
M1,549,52,0.38461538461538464,0.7115384615384616
M1,550,24,0.3333333333333333,0.5416666666666666
M1,551,13,0.23076923076923078,0.46153846153846156
M1,552,64,0.359375,0.65625
M1,553,58,0.4827586206896552,0.7758620689655172
M1,554,4,0.5,0.75
M1,555,11,0.5454545454545454,0.8181818181818182
M1,556,94,0.5106382978723404,0.7446808510638298
M1,557,124,0.3709677419354839,0.6129032258064516
M1,558,474,0.3227848101265823,0.5485232067510548
M1,559,313,0.2268370607028754,0.4472843450479233
M1,560,209,0.10047846889952153,0.35406698564593303
M1,561,13,0.0,0.46153846153846156
M1,562,3,0.0,0.0
M1,563,1,1.0,0.0
M1,564,4,0.75,0.75
M1,565,5,0.2,0.4
M1,566,1,0.0,1.0
M1,567,2,0.5,1.0
M1,568,1,1.0,1.0
M1,569,1,1.0,1.0
M1,570,1,1.0,1.0
M1,571,1,0.0,1.0
M1,572,1,0.0,0.0
M1,576,1,0.0,1.0
M1,579,1,0.0,0.0
M1,580,1,1.0,1.0
M1,581,2,0.0,1.0
M1,586,1,1.0,1.0
M1,589,1,1.0,1.0
M1,599,1,0.0,1.0
M1,602,1,1.0,1.0
M1,606,2,1.0,0.5
M1,608,1,0.0,1.0
M1,613,1,0.0,1.0
M1,625,6,0.3333333333333333,1.0
M1,627,2,0.0,1.0
M1,629,1,0.0,0.0
M1,639,1,0.0,1.0
M1,640,2,0.5,0.5
M1,641,3,1.0,1.0
M1,642,2,0.5,1.0
M1,643,2,0.5,1.0
M1,644,4,0.25,0.5
M1,645,3,0.0,0.6666666666666666
M1,646,3,0.3333333333333333,0.6666666666666666
M1,647,7,0.42857142857142855,0.8571428571428571
M1,648,1,0.0,1.0
M1,649,3,0.6666666666666666,1.0
M1,650,6,0.3333333333333333,1.0
M1,652,2,1.0,1.0
M1,653,4,0.25,0.75
M1,654,3,0.6666666666666666,1.0
M1,655,5,0.6,1.0
M1,656,26,0.2692307692307692,0.8846153846153846
M1,657,17,0.8235294117647058,0.9411764705882353
M1,658,30,0.7,0.7333333333333333
M1,659,1,0.0,1.0
M1,660,10,0.8,0.5
M1,661,4,0.75,0.5
M1,662,40,0.175,0.65
M1,663,38,0.5789473684210527,0.7105263157894737
M1,664,4,0.5,1.0
M1,665,26,0.38461538461538464,0.8461538461538461
M1,666,37,0.2972972972972973,0.6486486486486487
M1,667,64,0.375,0.65625
M1,668,169,0.46745562130177515,0.5857988165680473
M1,669,58,0.5172413793103449,0.5689655172413793
M1,670,32,0.15625,0.5625
M1,671,1,0.0,0.0
M1,673,1,0.0,1.0
M1,674,1,0.0,1.0
M1,675,2,1.0,1.0
M1,676,7,0.2857142857142857,0.42857142857142855
M1,677,2,0.0,0.5
M1,678,12,0.5,0.5
M1,679,21,0.5714285714285714,0.5238095238095238
M1,680,5,0.2,0.8
M1,681,5,0.0,0.4
M1,682,57,0.5263157894736842,0.5789473684210527
M1,683,49,0.5306122448979592,0.5918367346938775
M1,684,4,0.25,0.25
M1,685,1,0.0,0.0
M1,689,1,0.0,1.0
M1,696,1,1.0,1.0
M1,697,2,0.5,1.0
M1,698,1,1.0,1.0
M1,700,2,0.5,1.0
M1,701,1,1.0,1.0
M1,703,4,0.25,0.5
M1,705,1,1.0,1.0
M1,708,1,1.0,1.0
M1,709,1,0.0,0.0
M1,712,1,0.0,1.0
M1,713,2,1.0,0.5
M1,715,1,0.0,0.0
M1,717,2,0.5,0.5
M1,718,4,0.25,0.5
M1,719,4,0.5,0.5
M1,720,7,0.7142857142857143,0.42857142857142855
M1,721,16,0.5625,0.6875
M1,722,15,0.5333333333333333,0.4
M1,724,2,0.5,0.5
M1,725,1,0.0,1.0
M1,726,2,1.0,0.0
M1,727,2,0.5,1.0
M1,730,1,1.0,1.0
M1,734,1,1.0,0.0
M1,736,2,0.0,0.5
M1,737,1,0.0,0.0
M1,740,2,1.0,1.0
M1,741,1,1.0,1.0
M1,743,1,1.0,1.0
M1,748,1,1.0,1.0
M1,754,1,0.0,1.0
M1,755,1,1.0,0.0
M1,756,3,1.0,0.3333333333333333
M1,765,1,0.0,1.0
M1,766,1,0.0,1.0
M1,771,1,1.0,1.0
M1,772,1,1.0,1.0
M1,773,4,0.5,0.75
M1,775,3,1.0,1.0
M1,776,11,0.7272727272727273,0.9090909090909091
M1,777,12,0.5,0.8333333333333334
M1,778,1,1.0,1.0
M1,780,1,1.0,1.0
M1,781,2,0.5,1.0
M1,782,2,1.0,1.0
M1,783,1,1.0,1.0
M1,784,3,0.6666666666666666,1.0
M1,785,3,0.6666666666666666,1.0
M1,786,1,0.0,1.0
M1,787,1,1.0,1.0
M1,788,7,0.8571428571428571,0.5714285714285714
M1,789,5,0.6,1.0
M1,790,1,0.0,0.0
M1,791,3,1.0,0.6666666666666666
M1,792,2,1.0,0.5
M1,793,2,1.0,1.0
M1,794,6,0.6666666666666666,0.8333333333333334
M1,795,1,1.0,1.0
M1,796,1,0.0,1.0
M1,797,5,1.0,1.0
M1,798,7,0.7142857142857143,0.8571428571428571
M1,799,28,0.7857142857142857,0.8928571428571429
M1,800,37,0.6756756756756757,0.918918918918919
M1,801,45,0.8222222222222222,0.9333333333333333
M1,802,113,0.6814159292035398,0.8495575221238938
M1,803,28,0.4642857142857143,0.8928571428571429
M1,804,7,0.8571428571428571,0.7142857142857143
M1,805,22,0.6363636363636364,0.9090909090909091
M1,806,18,0.7777777777777778,0.8888888888888888
M1,807,22,0.7272727272727273,0.9090909090909091
M1,808,5,0.8,0.8
M1,809,22,0.7272727272727273,0.9545454545454546
M1,810,7,0.7142857142857143,0.8571428571428571
M1,811,4,0.25,1.0
M1,812,9,0.8888888888888888,0.8888888888888888
M1,813,6,0.6666666666666666,0.8333333333333334
M1,814,1,0.0,1.0
M1,815,4,1.0,1.0
M1,816,4,1.0,1.0
M1,817,8,0.75,1.0
M1,818,3,1.0,1.0
M1,820,6,0.6666666666666666,1.0
M1,821,13,0.9230769230769231,0.7692307692307693
M1,822,8,1.0,0.875
M1,823,9,0.8888888888888888,1.0
M1,824,19,0.7894736842105263,0.7894736842105263
M1,825,10,0.7,1.0
M1,826,6,0.6666666666666666,0.8333333333333334
M1,827,2,1.0,1.0
M1,828,1,1.0,1.0
M1,829,7,0.8571428571428571,0.8571428571428571
M1,830,6,1.0,1.0
M1,831,15,0.8666666666666667,1.0
M1,832,10,0.8,1.0
M1,833,7,1.0,1.0
M1,834,3,0.6666666666666666,1.0
M1,835,2,1.0,1.0
M1,836,4,0.5,1.0
M1,838,2,0.5,1.0
M1,839,5,0.8,0.6
M1,840,15,0.9333333333333333,0.9333333333333333
M1,841,27,0.9629629629629629,0.9629629629629629
M1,842,2,0.5,0.5
M1,843,6,0.8333333333333334,1.0
M1,844,1,1.0,1.0
M1,845,3,0.6666666666666666,1.0
M1,847,1,1.0,1.0
M1,849,1,1.0,1.0
M1,850,1,0.0,1.0
M1,851,1,0.0,0.0
M1,854,2,0.5,1.0
M1,855,1,1.0,1.0
M1,856,6,0.8333333333333334,1.0
M1,857,1,1.0,1.0
M1,858,3,1.0,0.6666666666666666
M1,859,2,0.0,1.0
M1,860,5,0.6,0.8
M1,862,1,1.0,1.0
M1,863,1,1.0,1.0
M1,864,2,0.5,1.0
M1,865,2,1.0,1.0
M1,866,5,0.2,0.8
M1,867,1,0.0,1.0
M1,868,2,1.0,1.0
M1,871,5,0.6,1.0
M1,874,2,1.0,0.5
M1,875,6,0.5,1.0
M1,876,4,1.0,1.0
M1,877,7,0.5714285714285714,0.8571428571428571
M1,878,12,0.6666666666666666,0.75
M1,879,8,0.875,1.0
M1,880,6,1.0,1.0
M1,881,13,0.7692307692307693,0.5384615384615384
M1,882,20,0.7,0.75
M1,883,10,0.7,0.9
M1,884,8,0.625,0.625
M1,885,37,0.7567567567567568,0.6216216216216216
M1,886,14,0.0,0.5
M1,887,7,0.42857142857142855,0.8571428571428571
M1,889,2,0.0,1.0
M1,890,2,0.0,1.0
M1,891,1,1.0,1.0
M1,892,2,0.5,1.0
M1,893,1,1.0,1.0
M1,894,2,1.0,1.0
M1,895,10,1.0,1.0
M1,896,2,0.0,0.5
M1,897,1,1.0,1.0
M1,898,3,1.0,0.6666666666666666
M1,899,7,0.7142857142857143,0.7142857142857143
M1,900,5,0.8,0.4
M1,901,4,1.0,1.0
M1,902,7,0.8571428571428571,1.0
M1,903,9,0.7777777777777778,0.6666666666666666
M1,904,10,0.9,0.9
M1,905,1,1.0,0.0
M1,906,6,0.8333333333333334,1.0
M1,907,1,1.0,1.0
M1,910,7,0.7142857142857143,0.7142857142857143
M1,911,6,0.8333333333333334,0.8333333333333334
M1,912,2,1.0,1.0
M1,913,1,0.0,1.0
M1,914,7,0.7142857142857143,1.0
M1,915,10,0.9,0.7
M1,916,14,0.7142857142857143,0.8571428571428571
M1,917,29,0.8620689655172413,0.7241379310344828
M1,918,12,0.8333333333333334,0.6666666666666666
M1,919,29,0.8620689655172413,0.5517241379310345
M1,920,109,0.7981651376146789,0.6972477064220184
M1,921,6,0.5,0.3333333333333333
M1,922,8,0.75,0.75
M1,923,16,0.5625,0.5625
M1,924,7,0.7142857142857143,0.2857142857142857
M1,925,1,1.0,1.0
M1,928,3,1.0,1.0
M1,934,4,0.75,0.75
M1,939,2,1.0,1.0
M1,942,1,1.0,1.0
M1,945,2,1.0,1.0
M1,946,2,1.0,0.5
M1,947,1,1.0,1.0
M1,948,4,0.75,1.0
M1,949,3,0.3333333333333333,0.3333333333333333
M1,950,2,0.5,1.0
M1,951,2,1.0,1.0
M1,952,4,0.75,0.75
M1,953,5,0.6,0.8
M1,954,1,0.0,0.0
M1,955,13,0.38461538461538464,0.6153846153846154
M1,956,3,0.6666666666666666,1.0
M1,957,1,1.0,1.0
M1,958,2,0.0,0.5
M1,959,3,0.6666666666666666,0.6666666666666666
M1,960,23,0.5652173913043478,0.5652173913043478
M1,961,12,0.3333333333333333,0.6666666666666666
M1,962,3,1.0,1.0
M1,963,9,0.6666666666666666,0.6666666666666666
M1,965,8,0.625,0.5
M1,966,12,0.6666666666666666,0.75
M1,967,9,0.4444444444444444,0.5555555555555556
M1,968,3,0.3333333333333333,1.0
M1,971,4,0.75,0.75
M1,972,4,0.25,0.5
M1,973,4,0.25,0.5
M1,974,14,0.35714285714285715,0.5
M1,975,21,0.2857142857142857,0.42857142857142855
M1,976,24,0.25,0.5
M1,977,2,1.0,0.5
M1,978,4,0.5,0.5
M1,979,6,0.3333333333333333,0.8333333333333334
M1,980,23,0.21739130434782608,0.34782608695652173
M1,981,32,0.3125,0.46875
M1,982,149,0.33557046979865773,0.4966442953020134
M1,983,6,0.16666666666666666,0.16666666666666666
M1,984,466,0.26394849785407726,0.4184549356223176
M1,985,135,0.21481481481481482,0.45925925925925926
M1,986,96,0.22916666666666666,0.4375
M1,987,5,0.6,0.6
M1,988,3,0.0,0.6666666666666666
M1,989,25,0.2,0.36
M1,990,102,0.24509803921568626,0.4803921568627451
M1,991,536,0.24067164179104478,0.4701492537313433
M1,992,423,0.22695035460992907,0.4444444444444444
M1,993,715,0.2097902097902098,0.4027972027972028
M1,994,562,0.20284697508896798,0.3612099644128114
M1,995,221,0.1493212669683258,0.3076923076923077
M1,996,18,0.05555555555555555,0.2222222222222222
M1,997,10,0.0,0.2
M1,1032,1,0.0,1.0
M1,1033,2,0.0,0.0
M1,1035,1,0.0,1.0
M1,1036,13,0.07692307692307693,0.6923076923076923
M1,1037,116,0.31896551724137934,0.6982758620689655
M1,1038,11,0.18181818181818182,0.5454545454545454
M1,1039,1,0.0,1.0
M1,1040,6,0.3333333333333333,1.0
M1,1041,11,0.36363636363636365,0.6363636363636364
M1,1042,2,0.5,1.0
M1,1043,7,0.14285714285714285,0.42857142857142855
M1,1044,3,0.3333333333333333,1.0
M1,1045,1,0.0,1.0
M1,1047,2,0.0,1.0
M1,1049,2,0.5,1.0
M1,1050,4,0.0,0.75
M1,1051,4,0.75,1.0
M1,1052,2,0.0,1.0
M1,1053,4,0.25,1.0
M1,1054,1,1.0,1.0
M1,1055,2,0.0,0.5
M1,1057,3,1.0,0.6666666666666666
M1,1058,3,0.6666666666666666,1.0
M1,1059,2,1.0,1.0
M1,1061,1,0.0,0.0
M1,1062,3,0.3333333333333333,1.0
M1,1063,13,0.46153846153846156,0.7692307692307693
M1,1064,4,0.75,1.0
M1,1065,3,0.6666666666666666,0.6666666666666666
M1,1066,7,0.42857142857142855,0.7142857142857143
M1,1067,1,0.0,1.0
M1,1068,11,0.45454545454545453,1.0
M1,1069,32,0.4375,0.75
M1,1070,16,0.4375,0.6875
M1,1071,119,0.4369747899159664,0.8403361344537815
M1,1072,5,0.4,1.0
M1,1073,12,0.6666666666666666,0.8333333333333334
M1,1074,1,0.0,1.0
M1,1076,7,0.42857142857142855,1.0
M1,1077,3,0.3333333333333333,1.0
M1,1078,1,1.0,1.0
M1,1079,3,0.3333333333333333,0.3333333333333333
M1,1080,15,0.6,0.9333333333333333
M1,1081,10,0.6,0.9
M1,1082,65,0.3230769230769231,0.8923076923076924
M1,1083,40,0.6,0.925
M1,1084,9,0.6666666666666666,0.8888888888888888
M1,1085,2,0.0,1.0
M1,1086,10,0.5,1.0
M1,1087,10,0.3,0.9
M1,1088,10,0.4,0.9
M1,1089,9,0.6666666666666666,1.0
M1,1090,36,0.5277777777777778,0.9166666666666666
M1,1091,34,0.6176470588235294,0.9411764705882353
M1,1092,43,0.5116279069767442,0.9767441860465116
M1,1093,82,0.6097560975609756,0.9146341463414634
M1,1094,17,0.5882352941176471,1.0
M1,1095,6,0.8333333333333334,1.0
M1,1096,1,1.0,1.0
M1,1097,10,0.3,1.0
M1,1098,6,0.8333333333333334,1.0
M1,1099,11,0.8181818181818182,0.9090909090909091
M1,1100,43,0.5813953488372093,0.9069767441860465
M1,1101,1,0.0,1.0
M1,1102,7,0.7142857142857143,1.0
M1,1103,19,0.5263157894736842,1.0
M1,1104,69,0.7536231884057971,0.9420289855072463
M1,1105,55,0.6727272727272727,0.9454545454545454
M1,1106,4,1.0,1.0
M1,1107,7,0.7142857142857143,1.0
M1,1108,9,0.8888888888888888,1.0
M1,1109,3,1.0,1.0
M1,1112,9,0.3333333333333333,1.0
M1,1113,1,1.0,1.0
M1,1114,1,1.0,1.0
M1,1115,10,0.9,0.7
M1,1116,2,0.5,1.0
M1,1117,8,0.5,1.0
M1,1118,4,0.75,0.75
M1,1119,2,0.5,1.0
M1,1120,10,0.7,0.9
M1,1121,7,0.7142857142857143,0.7142857142857143
M1,1122,11,0.8181818181818182,0.9090909090909091
M1,1123,36,0.7222222222222222,0.8611111111111112
M1,1124,17,0.8823529411764706,0.8235294117647058
M1,1125,30,0.8666666666666667,0.9
M1,1126,31,0.7741935483870968,1.0
M1,1127,23,0.6956521739130435,0.9565217391304348
M1,1128,24,0.7916666666666666,0.9583333333333334
M1,1129,22,0.8636363636363636,0.8636363636363636
M1,1130,11,0.6363636363636364,1.0
M1,1131,5,1.0,0.8
M1,1132,1,0.0,0.0
M1,1133,3,1.0,1.0
M1,1134,3,0.6666666666666666,1.0
M1,1136,17,0.6470588235294118,0.8235294117647058
M1,1137,19,0.8947368421052632,0.7368421052631579
M1,1138,17,1.0,0.7058823529411765
M1,1139,9,0.5555555555555556,0.5555555555555556
M1,1140,1,0.0,0.0
M1,1141,13,0.9230769230769231,0.6153846153846154
M1,1142,39,0.8717948717948718,0.6666666666666666
M1,1143,1,1.0,0.0
M1,1144,6,0.6666666666666666,0.8333333333333334
M1,1145,3,0.6666666666666666,1.0
M1,1146,1,0.0,0.0
