ts_code,entry_date,match,frozen_exit,v2a_exit,frozen_type,v2a_type,frozen_ret,v2a_ret,ok
600030.SH,2022-09-19,MATCH,2022-11-11,2022-11-11,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.29,3.2914258355483077,True
600030.SH,2025-01-02,MATCH,2025-02-07,2025-02-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-0.03,-0.029241512213777625,True
600031.SH,2021-03-10,MATCH,2021-06-01,2021-06-01,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.03,2.027751640672817,True
600031.SH,2021-06-15,MATCH,2021-08-03,2021-08-03,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,4.43,4.433342850860986,True
600036.SH,2020-03-20,MATCH,2020-04-27,2020-04-27,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,10.68,10.683448687695108,True
600036.SH,2020-10-09,MATCH,2020-10-16,2020-10-16,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.19,8.189846606772502,True
600036.SH,2021-07-09,MATCH,2021-08-18,2021-08-18,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.74,8.736132867824947,True
600036.SH,2021-11-29,MATCH,2021-12-09,2021-12-09,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.78,7.780249533285357,True
600036.SH,2021-12-30,MATCH,2022-01-20,2022-01-20,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,5.52,5.516341863497587,True
600036.SH,2022-03-08,MATCH,2022-06-15,2022-06-15,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-6.25,-6.245523329299984,True
600036.SH,2022-07-14,MATCH,2022-08-31,2022-08-31,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-1.57,-1.5651520516643562,True
600036.SH,2022-10-11,MATCH,2022-11-11,2022-11-11,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,4.75,4.74708231806275,True
600036.SH,2023-04-28,MATCH,2023-07-25,2023-07-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-0.63,-0.6278320762058595,True
600036.SH,2024-09-10,MATCH,2024-09-25,2024-09-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,12.65,12.650986424212693,True
600036.SH,2025-04-08,MATCH,2025-05-08,2025-05-08,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,5.57,5.565919809741665,True
600050.SH,2025-03-20,MATCH,2025-05-07,2025-05-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-4.1,-4.102896566069308,True
600089.SH,2021-10-11,MATCH,2021-10-27,2021-10-27,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,21.76,21.757208672823793,True
600111.SH,2021-09-30,MATCH,2021-10-25,2021-10-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,22.28,22.277893313169177,True
600111.SH,2021-12-27,MATCH,2022-02-16,2022-02-16,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,10.93,10.927469701064592,True
600150.SH,2024-09-20,MATCH,2024-12-18,2024-12-18,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,4.47,4.47320430931633,True
600276.SH,2020-09-18,MATCH,2020-10-12,2020-10-12,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.96,7.964121567403469,True
600276.SH,2021-04-16,MATCH,2021-05-17,2021-05-17,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.98,2.9762113310555116,True
600276.SH,2022-01-14,MATCH,2022-06-07,2022-06-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-29.56,-29.55698724716474,True
600276.SH,2023-08-01,MATCH,2023-08-28,2023-08-28,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.24,2.244966610480217,True
600276.SH,2024-09-23,MATCH,2024-09-26,2024-09-26,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.09,7.0921102706178285,True
600276.SH,2026-08-21,MATCH,2026-08-25,2026-08-25,FINAL_SETTLE,FINAL_SETTLE,-2.44,-2.438053366642191,True
600309.SH,2025-04-16,MATCH,2025-05-15,2025-05-15,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.85,2.8522101436284233,True
600418.SH,2024-11-28,MATCH,2025-01-22,2025-01-22,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,19.32,19.31501930377224,True
600438.SH,2021-03-08,MATCH,2021-04-20,2021-04-20,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-2.08,-2.082117681436346,True
600487.SH,2026-07-07,MATCH,2026-08-18,2026-08-18,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-17.71,-17.707576907721744,True
600519.SH,2020-03-19,MATCH,2020-06-01,2020-06-01,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,39.55,39.54846152311298,True
600519.SH,2021-05-07,MATCH,2021-05-25,2021-05-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,12.31,12.309433820124724,True
600519.SH,2021-07-27,MATCH,2021-09-24,2021-09-24,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.09,2.091334708861519,True
600519.SH,2022-01-10,MATCH,2022-04-14,2022-04-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.0,0.9984159395398549,True
600519.SH,2022-09-06,MATCH,2022-12-01,2022-12-01,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-5.86,-5.861614932184937,True
600519.SH,2023-03-09,MATCH,2023-03-31,2023-03-31,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.36,3.358107895598216,True
600519.SH,2023-04-13,MATCH,2023-06-16,2023-06-16,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.51,6.514893856808776,True
600519.SH,2023-10-16,MATCH,2023-12-29,2023-12-29,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.89,1.893988027016628,True
600519.SH,2024-01-18,MATCH,2024-02-06,2024-02-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,5.91,5.907729356690894,True
600519.SH,2024-04-09,MATCH,2024-05-06,2024-05-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,5.2,5.19682233937109,True
600519.SH,2024-06-12,MATCH,2024-07-19,2024-07-19,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,0.52,0.5216824393800606,True
600519.SH,2024-07-31,MATCH,2024-08-30,2024-08-30,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,4.98,4.979956385509713,True
600519.SH,2024-09-10,MATCH,2024-09-26,2024-09-26,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,13.07,13.065449104192647,True
600519.SH,2025-01-06,MATCH,2025-02-28,2025-02-28,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,4.56,4.558943908999476,True
600519.SH,2025-06-16,MATCH,2025-07-10,2025-07-10,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.57,1.571155348492451,True
600522.SH,2022-11-02,MATCH,2023-01-03,2023-01-03,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-5.68,-5.676303523410963,True
600570.SH,2023-07-12,MATCH,2023-08-04,2023-08-04,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,12.94,12.935015317595871,True
600584.SH,2026-07-21,MATCH,2026-08-25,2026-08-25,FINAL_SETTLE,FINAL_SETTLE,-3.75,-3.746170199653699,True
600703.SH,2020-06-16,MATCH,2020-07-06,2020-07-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,15.53,15.534542524394753,True
600703.SH,2022-09-21,MATCH,2022-11-03,2022-11-03,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.44,1.4365619204532005,True
600745.SH,2020-09-09,MATCH,2020-12-07,2020-12-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.42,1.4169185149017833,True
600809.SH,2023-05-23,MATCH,2023-07-25,2023-07-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,9.67,9.67465728119054,True
600809.SH,2024-08-29,MATCH,2024-09-26,2024-09-26,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,10.27,10.265232797714383,True
600887.SH,2022-10-21,MATCH,2022-12-01,2022-12-01,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.71,6.706648715667189,True
600900.SH,2024-09-12,MATCH,2024-09-30,2024-09-30,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.23,8.228584541518643,True
600919.SH,2024-04-29,MATCH,2024-07-02,2024-07-02,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-3.22,-3.22433989136676,True
600989.SH,2025-03-31,MATCH,2025-04-29,2025-04-29,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.91,6.913448021154776,True
601012.SH,2020-11-16,MATCH,2020-12-09,2020-12-09,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,11.57,11.570904483395198,True
601012.SH,2021-03-05,MATCH,2021-04-06,2021-04-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.82,2.8151228530517156,True
601012.SH,2021-12-02,MATCH,2022-03-01,2022-03-01,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.47,6.472325573333965,True
601012.SH,2022-03-30,MATCH,2022-06-06,2022-06-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-12.75,-12.752364240157288,True
601012.SH,2022-08-04,MATCH,2022-10-27,2022-10-27,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-1.57,-1.5712301907594528,True
601012.SH,2022-12-23,MATCH,2023-01-18,2023-01-18,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,11.35,11.348570853081775,True
601012.SH,2023-03-17,MATCH,2023-06-29,2023-06-29,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-17.85,-17.84953964554572,True
601012.SH,2023-08-22,MATCH,2023-12-28,2023-12-28,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-11.76,-11.755699669774852,True
601012.SH,2024-01-30,MATCH,2024-03-12,2024-03-12,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,15.27,15.268422377533785,True
601012.SH,2024-06-07,MATCH,2024-08-05,2024-08-05,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-12.18,-12.181185272863992,True
601127.SH,2024-08-29,MATCH,2024-09-25,2024-09-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,11.86,11.860904824260553,True
601138.SH,2023-10-25,MATCH,2024-02-06,2024-02-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,11.05,11.050900506142318,True
601138.SH,2024-06-03,MATCH,2024-06-14,2024-06-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,17.24,17.235953981802986,True
601138.SH,2024-07-19,MATCH,2024-09-24,2024-09-24,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-2.55,-2.550959931032771,True
601138.SH,2025-11-25,MATCH,2025-12-25,2025-12-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,19.32,19.316165850131622,True
601138.SH,2026-01-30,MATCH,2026-04-08,2026-04-08,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.82,3.823418044659373,True
601166.SH,2021-04-16,MATCH,2021-05-12,2021-05-12,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,10.16,10.16039399503804,True
601166.SH,2022-08-30,MATCH,2022-11-14,2022-11-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.99,2.990941980494697,True
601318.SH,2020-03-02,MATCH,2020-04-17,2020-04-17,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-1.35,-1.3453625770562572,True
601318.SH,2021-01-29,MATCH,2021-02-25,2021-02-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,9.42,9.42474089385644,True
601318.SH,2021-03-19,MATCH,2021-10-21,2021-10-21,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-28.12,-28.116081051784203,True
601318.SH,2022-03-16,MATCH,2022-06-09,2022-06-09,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-0.39,-0.3864474449981416,True
601318.SH,2022-10-25,MATCH,2022-11-14,2022-11-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,11.54,11.54058817209945,True
601318.SH,2023-11-10,MATCH,2024-01-25,2024-01-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-2.31,-2.3138721028580727,True
601318.SH,2024-03-25,MATCH,2024-04-29,2024-04-29,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.1,8.104543046068015,True
601318.SH,2025-04-08,MATCH,2025-05-08,2025-05-08,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.93,6.926822925723594,True
601658.SH,2025-03-31,MATCH,2025-05-14,2025-05-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.74,3.737034722718007,True
601888.SH,2021-11-03,MATCH,2022-02-10,2022-02-10,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.8,7.8045788936873635,True
601888.SH,2022-03-15,MATCH,2022-04-14,2022-04-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.81,7.812849493656972,True
601888.SH,2022-08-09,MATCH,2022-09-26,2022-09-26,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.19,7.1858432781792185,True
601899.SH,2021-03-25,MATCH,2021-04-20,2021-04-20,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,13.67,13.67315267261283,True
601899.SH,2022-09-27,MATCH,2022-10-28,2022-10-28,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.92,6.916188828671841,True
601899.SH,2023-05-15,MATCH,2023-06-09,2023-06-09,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.73,6.727401168026937,True
601899.SH,2024-07-24,MATCH,2024-09-25,2024-09-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,11.3,11.302372099604602,True
601899.SH,2025-04-08,MATCH,2025-05-21,2025-05-21,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,18.75,18.75276321406046,True
601899.SH,2026-03-17,MATCH,2026-04-15,2026-04-15,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,9.12,9.119263883295172,True
601919.SH,2021-07-26,MATCH,2021-08-30,2021-08-30,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,21.94,21.9399821535198,True
601919.SH,2021-09-29,MATCH,2021-11-30,2021-11-30,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.04,3.0377221934720415,True
601919.SH,2024-07-09,MATCH,2024-09-20,2024-09-20,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.73,1.7285541339282333,True
603019.SH,2023-08-10,MATCH,2023-11-07,2023-11-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.1,2.102020516340531,True
603019.SH,2024-03-28,MATCH,2024-07-17,2024-07-17,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-3.17,-3.1650656694684725,True
603019.SH,2025-01-03,MATCH,2025-02-05,2025-02-05,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.2,7.198386187683706,True
603259.SH,2021-11-05,MATCH,2021-11-26,2021-11-26,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,10.33,10.333997515607747,True
603259.SH,2021-12-21,MATCH,2022-03-17,2022-03-17,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,12.25,12.254494786218984,True
603259.SH,2022-07-28,MATCH,2022-10-17,2022-10-17,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-6.55,-6.553924195303395,True
603259.SH,2022-11-29,MATCH,2022-12-29,2022-12-29,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.74,6.738265986701266,True
603259.SH,2024-01-31,MATCH,2024-03-04,2024-03-04,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,16.54,16.5357317467109,True
603259.SH,2025-04-09,MATCH,2025-05-23,2025-05-23,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,27.37,27.365745385479556,True
603799.SH,2022-09-30,MATCH,2022-11-07,2022-11-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.9,1.9036214562895246,True
603986.SH,2026-04-01,MATCH,2026-04-21,2026-04-21,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,19.75,19.7457903723054,True
688008.SH,2026-07-17,MATCH,2026-08-25,2026-08-25,FINAL_SETTLE,FINAL_SETTLE,-3.66,-3.6609369962131426,True
688012.SH,2024-08-26,MATCH,2024-09-27,2024-09-27,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.98,8.980679975166685,True
688256.SH,2024-09-06,MATCH,2024-09-30,2024-09-30,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,22.25,22.25002533076108,True
688256.SH,2025-01-17,MATCH,2025-02-21,2025-02-21,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,19.16,19.16467811575612,True
688256.SH,2025-03-26,MATCH,2025-04-21,2025-04-21,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.92,8.922494348994318,True
688256.SH,2025-05-28,MATCH,2025-06-26,2025-06-26,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.45,2.4520211429184493,True
688256.SH,2026-02-04,MATCH,2026-04-08,2026-04-08,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,12.4,12.397855616133041,True
688256.SH,2026-07-17,MATCH,2026-08-25,2026-08-25,FINAL_SETTLE,FINAL_SETTLE,-7.31,-7.309240157764709,True
688525.SH,2026-07-16,MATCH,2026-08-25,2026-08-25,FINAL_SETTLE,FINAL_SETTLE,-19.37,-19.368418251981645,True
688599.SH,2022-08-22,MATCH,2022-10-27,2022-10-27,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,4.9,4.900961296612725,True
688981.SH,2020-12-17,MATCH,2021-01-11,2021-01-11,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,16.52,16.521188858697652,True
688981.SH,2023-05-10,MATCH,2023-08-01,2023-08-01,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-1.99,-1.9912914951639942,True
688981.SH,2025-04-02,MATCH,2025-06-23,2025-06-23,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-0.34,-0.3367121465143475,True
