date,expanding_rank01,panic80,breadth_pct,prior_trading_days
2022-04-14,0.41916167664670656,0,0.0034184138559708,551
2022-04-15,0.8924302788844621,1,0.0298541476754785,552
2022-04-18,0.7157057654075547,0,0.0107110300820419,553
2022-04-19,0.3115079365079365,0,0.0020510483135824,554
2022-04-20,0.6534653465346535,0,0.0081985880209519,555
2022-04-21,0.958498023715415,1,0.0591850671522877,556
2022-04-22,0.8560157790927022,1,0.0238962221210741,557
2022-04-25,0.9862204724409449,1,0.1053949465058046,558
2022-04-26,0.962671905697446,1,0.0619307832422586,559
2022-04-27,0.7803921568627451,0,0.0150273224043715,560
2022-04-28,0.7299412915851272,0,0.0116252564394802,561
2022-04-29,0.0625,0,0.0004561003420752,562
2022-05-05,0.15789473684210525,0,0.0009172208209126,563
2022-05-06,0.4182879377431907,0,0.0034364261168384,564
2022-05-09,0.31650485436893205,0,0.0020613834173156,565
2022-05-11,0.0,0,0.0002286759661559,567
2022-05-16,0.06576402321083172,0,0.0004570383912248,570
2022-05-17,0.06563706563706563,0,0.0004567252797442,571
2022-05-24,0.2254335260115607,0,0.0013670539986329,576
2022-05-26,0.16153846153846155,0,0.0009086778736937,578
2022-05-27,0.06333973128598848,0,0.0004545454545454,579
2022-05-30,0.06321839080459771,0,0.0004539264639128,580
2022-05-31,0.12619502868068833,0,0.0006801178871004,581
2022-06-01,0.0,0,0.0002266545784224,582
2022-06-02,0.3180952380952381,0,0.0020394289598912,583
2022-06-06,0.26045627376425856,0,0.001583352182764,584
2022-06-07,0.127134724857685,0,0.0006779661016949,585
2022-06-08,0.1268939393939394,0,0.000677812923633,586
2022-06-09,0.6767485822306238,0,0.0088095775920487,587
2022-06-10,0.2320754716981132,0,0.0013534852244529,588
2022-06-13,0.4538606403013183,0,0.0038305543037404,589
2022-06-14,0.40789473684210525,0,0.0029285875197116,590
2022-06-15,0.2926829268292683,0,0.0018005851901868,591
2022-06-16,0.16853932584269662,0,0.0009009009009009,592
2022-06-17,0.0,0,0.0002253267237494,593
2022-06-20,0.35261194029850745,0,0.0022507314877335,594
2022-06-21,0.35195530726256985,0,0.0022497187851518,595
2022-06-22,0.8085501858736059,1,0.0168728908886389,596
2022-06-23,0.29313543599257885,0,0.0017989655947829,597
2022-06-24,0.06481481481481481,0,0.0004498425551057,598
