seed,veto_count,final_equity,ret_pct,delta_c0
2924,17,2697698.951813177,-3.157084537930266,-87945.13886868535
2925,9,3131284.0964355725,12.4079026071527,345640.00575370993
2926,17,2237810.9481359483,-19.666300672740178,-547833.1425459143
2927,19,2811730.041642408,0.936442349107125,26085.950960545335
2928,23,2648868.7239492266,-4.910008683096212,-136775.366732636
2929,14,2741491.4903660426,-1.5850050788438041,-44152.60031581996
2930,8,2946087.775991838,5.759662041775848,160443.6853099754
2931,20,2684677.979185072,-3.6245158466053917,-100966.11149679078
2932,16,2456491.421789038,-11.81603457505066,-329152.66889282456
2933,15,2933903.067839463,5.322251239974807,148258.97715760022
2934,17,2543271.740487843,-8.700765148166955,-242372.35019401973
2935,14,2783894.102291883,-0.06282167904483327,-1749.9883899795823
2936,12,2449708.059247708,-12.05954603310163,-335936.0314341546
2937,15,2807049.660772992,0.7684244431200637,21405.57009112928
2938,14,2339860.723239178,-16.002883101034172,-445783.3674426847
2939,16,2974135.3958002077,6.766525047074734,188491.3051183452
2940,11,2596509.804441747,-6.789607002300857,-189134.28624011576
2941,14,3373329.3475227025,21.096925440212576,587685.25684084
2942,10,2763027.303110017,-0.8119051406279776,-22616.787571845576
2943,11,2792926.606229828,0.26143022263058757,7282.515547965653
2944,11,2595787.933705007,-6.815520963784816,-189856.15697685536
2945,10,2423259.539086514,-13.00900401481816,-362384.5515953484
2946,9,2893511.246379913,3.8722518809517714,107867.15569805028
2947,15,3063557.2355968524,9.976620697691608,277913.1449149898
2948,15,3078782.7886474235,10.523192784969426,293138.69796556095
2949,13,2800854.4028631975,0.5460249653648885,15210.312181334943
2950,12,2381312.638023508,-14.514828150906512,-404331.45265835477
2951,15,2642347.5547907487,-5.144107833820155,-143296.5358911138
2952,8,2875975.684253623,3.242754301381301,90331.59357176023
2953,11,2376100.3965015626,-14.701938971681516,-409543.6941803
2954,18,3011449.756548218,8.106048673686939,225805.6658663554
2955,12,2522380.299800552,-9.450733198901574,-263263.7908813106
2956,16,2652018.556018723,-4.796934939037056,-133625.53466313938
2957,17,2528081.4894876434,-9.246069950421187,-257562.6011942192
2958,13,2883633.921314649,3.5176723028102375,97989.83063278627
2959,11,2572970.8331486387,-7.634617008132083,-212673.25753322383
2960,10,2797691.804905858,0.4324929471175354,12047.71422399534
2961,16,2727576.958713732,-2.084513673601307,-58067.13196813036
2962,6,2620301.9210435324,-5.935509499989933,-165342.16963833012
2963,18,2637500.1356086587,-5.318122138027393,-148143.9550732039
2964,7,2819462.872896637,1.2140381582808724,33818.782214774285
2965,20,2990348.7499741884,7.348557555398938,204704.65929232584
2966,9,3021126.563552844,8.453429986216964,235482.47287098132
2967,16,2643099.909028022,-5.117099565255256,-142544.18165384047
2968,15,3249922.207147942,16.6668138984128,464278.1164660794
2969,16,3045506.890796714,9.32864327442644,259862.80011485144
2970,9,2886909.6529083075,3.6352656308529907,101265.56222644495
2971,16,2936224.898873443,5.405601120950143,150580.80819158023
2972,19,2302805.3317034375,-17.333110162692645,-482838.75897842506
2973,11,2549586.7148179216,-8.474068049596362,-236057.37586394092
2974,17,2776724.3335020975,-0.3202044801632109,-8919.75717976503
2975,15,2793883.5762848933,0.2957838594884521,8239.485603030771
2976,10,2728502.760321927,-2.0512789322611913,-57141.33035993576
2977,16,2334821.1697959173,-16.183794706365163,-450822.9208859452
2978,17,3329594.2328744433,19.526907404004866,543950.1421925807
2979,15,3069698.198452973,10.197071073124064,284054.10777111026
2980,7,2421403.241446697,-13.075642019508937,-364240.8492351654
2981,10,3078069.0805094386,10.497571847234699,292424.9898275761
2982,9,2849043.264427863,2.2759251247520984,63399.17374600051
2983,14,2716683.320271473,-2.475577215376057,-68960.77041038964
2984,12,2846395.862624697,2.1808877934569093,60751.77194283437
2985,20,2681274.555130612,-3.7466931220816235,-104369.53555125045
2986,14,3009266.3804232916,8.027669094176758,223622.28974142903
2987,12,2820887.7447821517,1.2651886943555013,35243.6541002891
2988,19,2710660.1307094474,-2.6917997249986336,-74983.95997241512
2989,10,2704118.238466178,-2.9266428000760403,-81525.85221568448
2990,9,2864203.7689042324,2.8201620761660218,78559.67822236987
2991,18,2170117.268167493,-22.096391444023368,-615526.8225143696
2992,9,2382159.1016869573,-14.484441510119161,-403484.98899490526
2993,13,2953568.6504130373,6.028213018773365,167924.55973117473
2994,16,2867342.2021891535,2.9328266227755195,81698.11150729097
2995,12,2703467.755709066,-2.949994051561755,-82176.3349727965
2996,18,2463129.6205460927,-11.577734255951755,-322514.4701357698
2997,10,2739570.2121780217,-1.6539757773780472,-46073.87850384088
2998,14,3003786.0430460526,7.830934077109397,218141.95236419002
2999,13,2778440.6759586176,-0.2585906342931876,-7203.414723244961
3000,22,3232136.607288586,16.028340379169983,446492.5166067234
3001,13,2902734.0139514003,4.203333931323461,117089.92326953774
3002,23,3386123.063181919,21.556198600843967,600478.9725000565
3003,10,2800994.3997854344,0.5510506225443246,15350.30910357181
3004,13,2582623.442120663,-7.288104364815129,-203020.64856119966
3005,15,2572611.375735963,-7.647520932717356,-213032.71494589932
3006,17,2823280.690293884,1.351091467065646,37636.59961202135
3007,12,2880924.3946644883,3.4204047926059022,95280.30398262572
3008,19,3168009.0488511175,13.726267452769259,382364.95816925494
3009,15,2711319.4327063477,-2.668131877440305,-74324.65797551489
3010,8,2211662.514629937,-20.604986041537998,-573981.5760519258
3011,13,2536858.280673572,-8.930997712180577,-248785.8100082907
3012,13,2874950.692273348,3.205958790292751,89306.60159148555
3013,18,2683703.249839857,-3.659507012507568,-101940.84084200533
3014,24,2857072.192556528,2.564150320336922,71428.10187466536
3015,16,2578626.3947473825,-7.431591732302268,-207017.69593448006
3016,14,2778528.606190327,-0.2554340848975323,-7115.484491535462
3017,14,2740351.1246402776,-1.6259423159294628,-45292.966041584965
3018,12,2490140.571086573,-10.608085956988035,-295503.5195952896
3019,8,2632334.545269472,-5.503558258760322,-153309.5454123905
3020,14,2844044.7166315983,2.096485554098204,58400.62594973575
3021,12,2537121.6232208638,-8.921544151757232,-248522.4674609988
3022,14,2591907.7478495724,-6.954813196716303,-193736.3428322901
3023,17,2948039.1993458383,5.829714901742,162395.10866397573
3024,11,2632553.7098061377,-5.495690615603799,-153090.38087572483
3025,21,2899312.0101156626,4.0804896725330275,113667.91943380004
