ts_code,category,years_with_data,min_rows_per_year
688443.SH,mid_year_IPO_or_delisted,2,131
688448.SH,mid_year_IPO_or_delisted,3,68
688449.SH,mid_year_IPO_or_delisted,1,23
688450.SH,mid_year_IPO_or_delisted,2,109
688455.SH,mid_year_IPO_or_delisted,3,72
688456.SH,mid_year_IPO_or_delisted,4,196
688458.SH,mid_year_IPO_or_delisted,2,152
688459.SH,mid_year_IPO_or_delisted,3,58
688466.SH,suspended_or_missing_days,5,162
688468.SH,mid_year_IPO_or_delisted,4,180
688469.SH,mid_year_IPO_or_delisted,2,160
688472.SH,mid_year_IPO_or_delisted,2,138
688475.SH,mid_year_IPO_or_delisted,3,3
688478.SH,mid_year_IPO_or_delisted,2,169
688479.SH,mid_year_IPO_or_delisted,2,159
688480.SH,mid_year_IPO_or_delisted,3,26
688484.SH,mid_year_IPO_or_delisted,2,180
688485.SH,mid_year_IPO_or_delisted,2,231
688486.SH,mid_year_IPO_or_delisted,2,212
688488.SH,suspended_or_missing_days,5,113
688489.SH,mid_year_IPO_or_delisted,3,21
688496.SH,mid_year_IPO_or_delisted,3,3
688498.SH,mid_year_IPO_or_delisted,3,8
688499.SH,mid_year_IPO_or_delisted,4,125
688500.SH,suspended_or_missing_days,5,115
688501.SH,mid_year_IPO_or_delisted,4,114
688502.SH,mid_year_IPO_or_delisted,2,200
688503.SH,mid_year_IPO_or_delisted,3,16
688505.SH,suspended_or_missing_days,5,132
688506.SH,mid_year_IPO_or_delisted,2,239
688507.SH,mid_year_IPO_or_delisted,2,173
688508.SH,suspended_or_missing_days,5,111
688509.SH,mid_year_IPO_or_delisted,4,104
688510.SH,suspended_or_missing_days,5,12
688511.SH,mid_year_IPO_or_delisted,4,104
688512.SH,mid_year_IPO_or_delisted,2,156
688513.SH,suspended_or_missing_days,5,81
688515.SH,mid_year_IPO_or_delisted,2,219
688516.SH,suspended_or_missing_days,5,153
688517.SH,mid_year_IPO_or_delisted,4,134
688518.SH,suspended_or_missing_days,5,131
688519.SH,suspended_or_missing_days,5,92
688520.SH,suspended_or_missing_days,5,131
688521.SH,suspended_or_missing_days,5,92
688522.SH,mid_year_IPO_or_delisted,2,206
688523.SH,mid_year_IPO_or_delisted,2,143
688525.SH,mid_year_IPO_or_delisted,3,1
688526.SH,suspended_or_missing_days,5,67
688528.SH,suspended_or_missing_days,5,126
688529.SH,suspended_or_missing_days,5,39
688530.SH,mid_year_IPO_or_delisted,1,161
688531.SH,mid_year_IPO_or_delisted,2,184
688533.SH,mid_year_IPO_or_delisted,4,174
688535.SH,mid_year_IPO_or_delisted,2,182
688536.SH,suspended_or_missing_days,5,68
688538.SH,mid_year_IPO_or_delisted,4,148
688539.SH,mid_year_IPO_or_delisted,2,173
688543.SH,mid_year_IPO_or_delisted,2,130
688548.SH,mid_year_IPO_or_delisted,2,93
688549.SH,mid_year_IPO_or_delisted,2,75
688550.SH,suspended_or_missing_days,5,81
688551.SH,suspended_or_missing_days,5,75
688552.SH,mid_year_IPO_or_delisted,2,154
688553.SH,mid_year_IPO_or_delisted,4,49
688555.SH,mid_year_IPO_or_delisted,4,85
688556.SH,suspended_or_missing_days,5,99
688557.SH,suspended_or_missing_days,5,22
688558.SH,suspended_or_missing_days,5,127
688559.SH,suspended_or_missing_days,5,76
688560.SH,suspended_or_missing_days,5,6
688561.SH,suspended_or_missing_days,5,111
688562.SH,mid_year_IPO_or_delisted,2,150
688563.SH,mid_year_IPO_or_delisted,2,112
688565.SH,mid_year_IPO_or_delisted,4,159
688566.SH,suspended_or_missing_days,5,156
688567.SH,suspended_or_missing_days,5,114
688568.SH,suspended_or_missing_days,5,121
688569.SH,suspended_or_missing_days,5,83
688570.SH,mid_year_IPO_or_delisted,2,142
688571.SH,suspended_or_missing_days,5,15
688573.SH,mid_year_IPO_or_delisted,2,91
688575.SH,mid_year_IPO_or_delisted,4,157
688576.SH,mid_year_IPO_or_delisted,2,141
688577.SH,suspended_or_missing_days,5,71
688578.SH,suspended_or_missing_days,5,22
688579.SH,suspended_or_missing_days,5,114
688580.SH,suspended_or_missing_days,5,112
688581.SH,mid_year_IPO_or_delisted,2,153
688582.SH,mid_year_IPO_or_delisted,2,125
688584.SH,mid_year_IPO_or_delisted,1,215
688585.SH,suspended_or_missing_days,5,63
688586.SH,suspended_or_missing_days,5,104
688588.SH,suspended_or_missing_days,5,161
688589.SH,suspended_or_missing_days,5,111
688590.SH,suspended_or_missing_days,5,19
688591.SH,mid_year_IPO_or_delisted,2,85
688592.SH,mid_year_IPO_or_delisted,2,92
688593.SH,mid_year_IPO_or_delisted,2,144
688595.SH,suspended_or_missing_days,5,63
688596.SH,suspended_or_missing_days,5,90
688597.SH,mid_year_IPO_or_delisted,4,135
688598.SH,suspended_or_missing_days,5,156
688599.SH,suspended_or_missing_days,5,139
688600.SH,suspended_or_missing_days,5,124
688601.SH,mid_year_IPO_or_delisted,4,128
688602.SH,mid_year_IPO_or_delisted,2,111
688603.SH,mid_year_IPO_or_delisted,2,119
688605.SH,mid_year_IPO_or_delisted,1,14
688606.SH,mid_year_IPO_or_delisted,4,190
688607.SH,mid_year_IPO_or_delisted,4,223
688608.SH,suspended_or_missing_days,5,12
688609.SH,mid_year_IPO_or_delisted,4,192
688610.SH,mid_year_IPO_or_delisted,2,112
688611.SH,mid_year_IPO_or_delisted,4,179
688612.SH,mid_year_IPO_or_delisted,2,107
688616.SH,mid_year_IPO_or_delisted,4,195
688617.SH,mid_year_IPO_or_delisted,4,240
688618.SH,suspended_or_missing_days,5,2
688619.SH,mid_year_IPO_or_delisted,4,212
688620.SH,mid_year_IPO_or_delisted,2,128
688621.SH,mid_year_IPO_or_delisted,4,133
688622.SH,mid_year_IPO_or_delisted,4,73
688623.SH,mid_year_IPO_or_delisted,2,139
688625.SH,mid_year_IPO_or_delisted,4,142
688626.SH,mid_year_IPO_or_delisted,4,186
688627.SH,mid_year_IPO_or_delisted,2,113
688628.SH,mid_year_IPO_or_delisted,4,223
688629.SH,mid_year_IPO_or_delisted,2,128
688630.SH,mid_year_IPO_or_delisted,4,185
688631.SH,mid_year_IPO_or_delisted,2,127
688633.SH,mid_year_IPO_or_delisted,4,191
688636.SH,mid_year_IPO_or_delisted,4,181
688638.SH,mid_year_IPO_or_delisted,2,117
688639.SH,mid_year_IPO_or_delisted,4,171
688646.SH,mid_year_IPO_or_delisted,2,105
688648.SH,mid_year_IPO_or_delisted,2,35
688651.SH,mid_year_IPO_or_delisted,2,107
688652.SH,mid_year_IPO_or_delisted,2,23
688653.SH,mid_year_IPO_or_delisted,2,31
688655.SH,mid_year_IPO_or_delisted,4,161
688656.SH,mid_year_IPO_or_delisted,4,234
688657.SH,mid_year_IPO_or_delisted,2,59
688658.SH,suspended_or_missing_days,5,6
688659.SH,mid_year_IPO_or_delisted,4,186
688660.SH,mid_year_IPO_or_delisted,4,155
688661.SH,mid_year_IPO_or_delisted,4,188
688662.SH,mid_year_IPO_or_delisted,4,185
688663.SH,mid_year_IPO_or_delisted,4,178
688665.SH,mid_year_IPO_or_delisted,4,217
688667.SH,mid_year_IPO_or_delisted,4,199
688668.SH,suspended_or_missing_days,5,9
688669.SH,mid_year_IPO_or_delisted,4,228
688670.SH,mid_year_IPO_or_delisted,4,103
688671.SH,mid_year_IPO_or_delisted,2,97
688676.SH,mid_year_IPO_or_delisted,4,202
688677.SH,mid_year_IPO_or_delisted,4,209
688678.SH,suspended_or_missing_days,5,7
688679.SH,suspended_or_missing_days,5,5
688680.SH,mid_year_IPO_or_delisted,4,229
688681.SH,mid_year_IPO_or_delisted,4,136
688682.SH,mid_year_IPO_or_delisted,4,173
688683.SH,mid_year_IPO_or_delisted,4,179
688685.SH,mid_year_IPO_or_delisted,4,159
688686.SH,suspended_or_missing_days,5,1
688687.SH,mid_year_IPO_or_delisted,4,218
688689.SH,mid_year_IPO_or_delisted,4,226
688690.SH,mid_year_IPO_or_delisted,4,131
688691.SH,mid_year_IPO_or_delisted,1,178
688692.SH,mid_year_IPO_or_delisted,1,138
688693.SH,mid_year_IPO_or_delisted,2,90
688695.SH,mid_year_IPO_or_delisted,1,197
688696.SH,mid_year_IPO_or_delisted,4,206
688697.SH,mid_year_IPO_or_delisted,4,69
688698.SH,suspended_or_missing_days,5,3
688699.SH,suspended_or_missing_days,5,10
688700.SH,mid_year_IPO_or_delisted,4,137
688701.SH,mid_year_IPO_or_delisted,4,70
688702.SH,mid_year_IPO_or_delisted,2,71
688707.SH,mid_year_IPO_or_delisted,4,72
688708.SH,mid_year_IPO_or_delisted,1,19
688709.SH,mid_year_IPO_or_delisted,1,216
688710.SH,mid_year_IPO_or_delisted,1,79
688711.SH,mid_year_IPO_or_delisted,4,81
688716.SH,mid_year_IPO_or_delisted,2,67
688717.SH,mid_year_IPO_or_delisted,1,241
688718.SH,mid_year_IPO_or_delisted,4,106
688719.SH,mid_year_IPO_or_delisted,2,61
688720.SH,mid_year_IPO_or_delisted,2,18
688721.SH,mid_year_IPO_or_delisted,1,99
688722.SH,mid_year_IPO_or_delisted,4,54
688726.SH,mid_year_IPO_or_delisted,1,46
688728.SH,mid_year_IPO_or_delisted,4,91
688733.SH,mid_year_IPO_or_delisted,4,92
688737.SH,mid_year_IPO_or_delisted,4,51
688739.SH,mid_year_IPO_or_delisted,4,47
688750.SH,mid_year_IPO_or_delisted,1,30
688766.SH,mid_year_IPO_or_delisted,4,88
688767.SH,mid_year_IPO_or_delisted,4,76
688768.SH,mid_year_IPO_or_delisted,4,108
688772.SH,mid_year_IPO_or_delisted,4,56
688776.SH,mid_year_IPO_or_delisted,4,82
688777.SH,suspended_or_missing_days,5,28
688778.SH,mid_year_IPO_or_delisted,4,100
688779.SH,mid_year_IPO_or_delisted,4,96
688786.SH,mid_year_IPO_or_delisted,4,85
688787.SH,mid_year_IPO_or_delisted,4,94
688788.SH,suspended_or_missing_days,5,51
688789.SH,mid_year_IPO_or_delisted,4,120
688793.SH,mid_year_IPO_or_delisted,4,115
688798.SH,mid_year_IPO_or_delisted,4,93
688799.SH,mid_year_IPO_or_delisted,4,117
688800.SH,mid_year_IPO_or_delisted,4,110
688819.SH,mid_year_IPO_or_delisted,4,233
688981.SH,suspended_or_missing_days,5,115
689009.SH,suspended_or_missing_days,5,46
