date,equity,cash,stock_val,etf_val
2021-06-10,1304377.2103445975,571567.2103445975,732810.0,0.0
2021-06-11,1289623.2103445975,571567.2103445975,718056.0,0.0
2021-06-15,1273707.7261845975,373499.7261845975,900208.0,0.0
2021-06-16,1250378.9176674932,174046.5818465975,1076332.3358208956,0.0
2021-06-17,1247951.1665884482,94174.15837949302,1153777.0082089552,0.0
2021-06-18,1273370.52924378,94174.15837949302,1179196.370864287,0.0
2021-06-21,1254995.0779884618,94174.15837949302,1160820.9196089688,0.0
2021-06-22,1278733.254087604,94174.15837949302,1184559.0957081108,0.0
2021-06-23,1296123.2692138955,94174.15837949302,1201949.1108344025,0.0
2021-06-24,1277811.481472456,94174.15837949302,1183637.3230929628,0.0
2021-06-25,1300633.1101531475,94174.15837949302,1206458.9517736544,0.0
2021-06-28,1306551.3787288212,94174.15837949302,1212377.2203493281,0.0
2021-06-29,1273123.1486214392,94174.15837949302,1178948.9902419462,0.0
2021-06-30,1288501.6109196767,94174.15837949302,1194327.4525401837,0.0
2021-07-01,1264222.6759868746,94174.15837949302,1170048.5176073816,0.0
2021-07-02,1252639.0712011314,94174.15837949302,1158464.9128216384,0.0
2021-07-05,1263197.6623607182,94174.15837949302,1169023.5039812252,0.0
2021-07-06,1278355.5656359037,724461.0820538143,553894.4835820894,0.0
2021-07-07,1284674.9638960531,545731.1243438143,738943.8395522388,0.0
2021-07-08,1293413.7952393368,545731.1243438143,747682.6708955223,0.0
2021-07-09,1304040.103350292,153522.50260402332,1150517.6007462686,0.0
2021-07-12,1311341.4470070084,153522.50260402332,1157818.944402985,0.0
2021-07-13,1313830.6048428293,153522.50260402332,1160308.102238806,0.0
2021-07-14,1318667.227230889,153522.50260402332,1165144.7246268657,0.0
2021-07-15,1324953.7070816352,153522.50260402332,1171431.204477612,0.0
2021-07-16,1296837.663798053,153522.50260402332,1143315.1611940297,0.0
2021-07-19,1345277.6426468892,687756.9180200234,657520.7246268657,0.0
2021-07-20,1358814.7385424115,687756.9180200234,671057.820522388,0.0
2021-07-21,1354057.2586916653,687756.9180200234,666300.3406716418,0.0
2021-07-22,1386740.1810797248,687756.9180200234,698983.2630597014,0.0
2021-07-23,1379958.8744464114,488035.4039240234,891923.470522388,0.0
2021-07-26,1349433.8404911875,488035.4039240234,861398.4365671641,0.0
2021-07-27,1291355.8504286204,290186.37654802337,1001169.4738805969,0.0
2021-07-28,1299548.6832644413,290186.37654802337,1009362.3067164179,0.0
