date,round,ts_code,action,level,open,high,low,close,bb_lower,bb_upper,price,shares,amount,avg_cost,hold_days,ret_pct,tp_price
2023-10-17,60,300750.SZ,INITIAL_ENTRY,1,185.51,189.3,184.57,185.44,183.32,223.916,185.696,1000,185695.51,185.744,0,,
2023-10-18,60,600519.SH,ADD_POSITION,2,1718.8,1742.0,1717.18,1728.0,1718.578,1866.967,1720.519,100,172051.88,1737.076,2,,
2023-11-06,60,300014.SZ,TAKE_PROFIT_DYN,5,45.75,48.34,45.75,48.02,41.743,47.997,47.942,14700,704747.55,67.065,172,-28.57,
2023-11-10,61,601318.SH,INITIAL_ENTRY,1,42.9,42.9,42.03,42.35,43.197,47.224,42.943,4600,197537.34,42.954,0,,
2023-11-14,61,601318.SH,ADD_POSITION,2,42.55,42.81,42.39,42.61,42.441,47.148,42.593,4600,195925.73,42.779,2,,
2023-11-28,61,300750.SZ,ADD_POSITION,2,170.03,171.97,168.87,171.92,169.538,197.693,170.2,1100,187220.03,177.625,30,,
2023-12-06,61,600519.SH,ADD_POSITION,3,1702.63,1719.47,1701.13,1703.0,1717.734,1812.653,1704.333,100,170433.26,1726.31,37,,
2023-12-06,61,601318.SH,ADD_POSITION,3,39.5,39.75,39.29,39.53,39.533,44.417,39.54,1500,59309.25,42.326,18,,
2023-12-29,61,600519.SH,TAKE_PROFIT_DYN,3,1720.0,1749.58,1720.0,1726.0,1612.306,1735.0,1736.192,300,520857.62,1726.31,54,0.5,
2024-01-04,62,002230.SZ,INITIAL_ENTRY,1,43.0,43.1,41.54,41.7,42.643,50.869,43.043,4600,197997.8,43.054,0,,
2024-01-08,62,002230.SZ,ADD_POSITION,2,40.82,40.98,39.96,40.01,40.481,51.573,40.861,4800,196131.94,41.94,2,,
2024-01-25,62,601318.SH,TAKE_PROFIT_DYN,3,40.15,41.51,40.0,41.15,37.303,40.861,40.709,10700,435588.98,42.326,53,-3.89,
2024-01-30,63,300750.SZ,ADD_POSITION,3,145.5,147.44,140.4,140.75,144.595,159.698,145.645,1300,189339.15,165.412,74,,
2024-01-30,63,601012.SH,INITIAL_ENTRY,1,20.27,20.68,20.18,20.23,20.606,23.105,20.29,9800,198844.65,20.296,0,,
2024-02-01,63,601012.SH,ADD_POSITION,2,19.09,20.09,19.09,19.59,19.69,23.478,19.109,9200,175803.63,19.723,2,,
2024-02-08,63,300750.SZ,TAKE_PROFIT_DYN,3,159.5,165.0,158.88,162.84,143.057,162.96,162.847,3400,553679.77,165.412,81,-1.63,
2024-02-08,64,002230.SZ,TAKE_PROFIT_DYN,2,42.52,43.88,42.2,43.55,37.761,43.527,43.476,9400,408678.91,41.94,25,3.59,
2024-03-12,65,601012.SH,TAKE_PROFIT_DYN,2,22.22,22.56,22.06,22.32,19.388,22.37,22.368,19000,424984.59,19.723,24,13.32,
2024-03-25,66,601318.SH,INITIAL_ENTRY,1,40.45,40.88,40.35,40.44,40.831,44.081,40.49,4900,198403.2,40.501,0,,
2024-03-28,66,603019.SH,INITIAL_ENTRY,1,47.3,49.92,47.12,48.87,48.314,56.36,47.347,4200,198858.66,47.36,0,,
2024-04-01,66,000628.SZ,INITIAL_ENTRY,1,76.33,77.38,75.15,76.5,76.377,92.904,76.406,2600,198656.46,76.426,0,,
2024-04-03,66,000628.SZ,ADD_POSITION,2,72.69,74.9,72.25,73.0,72.618,93.374,72.763,2700,196459.26,74.57,2,,
2024-04-11,66,000628.SZ,ADD_POSITION,3,57.9,59.26,56.51,56.58,58.707,97.864,57.958,3400,197056.86,68.084,6,,
2024-04-15,66,601318.SH,ADD_POSITION,2,37.78,38.5,37.68,38.36,38.038,43.186,37.818,5200,196652.46,39.125,13,,
2024-04-29,66,601318.SH,TAKE_PROFIT_DYN,2,41.5,42.88,41.41,42.08,37.656,42.296,42.328,10100,427509.06,39.125,23,8.1,
2024-05-07,67,000625.SZ,INITIAL_ENTRY,1,14.95,14.96,14.26,14.46,14.506,19.006,14.965,13300,199033.83,14.969,0,,
2024-05-21,67,000628.SZ,TAKE_PROFIT_DYN,3,52.82,55.44,51.0,52.14,39.272,52.836,53.017,8700,461247.29,68.084,31,-22.19,
2024-05-27,68,603019.SH,ADD_POSITION,2,41.39,42.17,40.71,42.17,41.176,48.388,41.431,4800,198870.67,44.204,37,,
2024-05-29,68,000977.SZ,INITIAL_ENTRY,1,36.93,37.09,36.28,36.63,36.693,41.593,36.967,5400,199621.42,36.977,0,,
2024-06-07,68,000625.SZ,ADD_POSITION,2,13.25,13.54,13.15,13.31,13.147,14.548,13.263,15000,198948.75,14.067,23,,
2024-07-09,68,000977.SZ,TAKE_PROFIT_DYN,1,37.1,39.33,36.3,39.1,34.818,38.805,38.661,5400,208771.02,36.977,28,4.48,
2024-07-10,69,000625.SZ,TAKE_PROFIT_DYN,2,13.8,14.41,13.74,14.16,13.121,14.295,14.326,28300,405416.18,14.067,45,1.76,
2024-07-15,70,601919.SH,INITIAL_ENTRY,1,13.43,13.79,13.36,13.48,13.565,16.696,13.443,14800,198962.76,13.447,0,,
2024-07-17,70,603019.SH,TAKE_PROFIT_DYN,2,42.06,43.29,41.78,41.85,38.469,42.651,42.837,9000,385534.08,44.204,73,-3.17,
2024-07-19,71,601138.SH,INITIAL_ENTRY,1,24.97,25.3,24.55,24.66,25.053,29.331,24.995,8000,199959.76,25.001,0,,
2024-07-24,71,601899.SH,INITIAL_ENTRY,1,16.45,16.75,16.4,16.53,16.57,19.589,16.466,12100,199244.04,16.471,0,,
2024-07-26,71,601138.SH,ADD_POSITION,2,23.2,23.66,22.95,23.5,22.895,29.996,23.223,8600,199719.52,24.083,5,,
2024-07-26,71,601899.SH,ADD_POSITION,2,15.55,16.09,15.51,15.85,15.835,20.005,15.566,12800,199239.04,16.007,2,,
2024-08-09,71,601919.SH,ADD_POSITION,2,12.47,12.53,12.3,12.31,12.405,13.629,12.482,16000,199719.52,12.948,19,,
2024-09-05,71,601138.SH,ADD_POSITION,3,18.86,19.21,18.71,18.88,18.803,21.409,18.879,4900,92506.41,22.898,34,,
2024-09-05,71,601899.SH,ADD_POSITION,3,14.75,14.97,14.53,14.68,14.789,16.635,14.765,100,1476.47,16.003,31,,
2024-09-20,71,601919.SH,TAKE_PROFIT_DYN,2,12.69,13.03,12.6,12.98,11.433,12.965,12.947,30800,398768.83,12.948,47,-0.08,
2024-09-23,72,600150.SH,INITIAL_ENTRY,1,33.31,34.35,33.29,33.9,34.41,41.608,33.343,5900,196725.53,33.352,0,,
2024-09-24,72,601138.SH,TAKE_PROFIT_DYN,3,18.9,20.58,18.88,20.58,17.966,20.476,20.42,21500,439020.54,22.898,45,-10.89,
2024-09-25,73,601899.SH,TAKE_PROFIT_DYN,3,16.92,17.32,16.9,16.92,13.648,16.958,16.963,25000,424075.5,16.003,43,5.92,
2024-11-25,74,600150.SH,ADD_POSITION,2,35.16,35.78,34.81,35.11,35.066,39.161,35.195,5600,197092.9,34.254,40,,
2024-11-28,74,600418.SH,INITIAL_ENTRY,1,34.56,35.13,33.2,33.7,34.063,46.547,34.595,5700,197188.99,34.604,0,,
2024-12-18,74,600150.SH,TAKE_PROFIT_DYN,2,36.19,37.05,35.87,36.07,34.676,36.429,36.503,11500,419789.79,34.254,57,6.49,
2025-01-02,75,600030.SH,INITIAL_ENTRY,1,28.98,29.0,27.17,27.45,28.529,31.924,29.009,6800,197261.06,29.017,0,,
2025-01-03,75,300059.SZ,INITIAL_ENTRY,1,23.92,23.99,22.86,22.86,23.735,28.814,23.944,8300,198734.54,23.95,0,,
2025-01-06,75,600030.SH,ADD_POSITION,2,26.8,27.11,26.52,27.06,27.305,32.386,26.827,7400,198518.32,27.879,2,,
2025-01-07,75,300059.SZ,ADD_POSITION,2,22.62,23.05,22.41,23.01,22.659,28.907,22.643,8800,199255.06,23.28,2,,
2025-01-22,75,600418.SH,TAKE_PROFIT_DYN,1,39.7,41.5,39.5,40.99,33.802,41.259,41.319,5700,235516.25,34.604,38,19.32,
2025-02-06,76,300308.SZ,INITIAL_ENTRY,1,100.79,101.28,98.03,101.0,100.838,136.231,100.891,1900,191692.5,100.917,0,,
2025-02-07,76,600030.SH,TAKE_PROFIT_DYN,2,27.35,28.67,27.23,28.14,26.43,27.979,27.892,14200,396067.54,27.879,20,-0.03,
2025-02-07,77,300059.SZ,TAKE_PROFIT_DYN,2,23.54,25.08,23.51,24.28,21.891,24.531,24.595,17100,420581.0,23.28,19,5.57,
2025-03-03,78,300502.SZ,INITIAL_ENTRY,1,96.09,96.5,90.28,91.8,94.701,130.557,96.186,2000,192372.18,96.211,0,,
2025-03-04,78,000063.SZ,INITIAL_ENTRY,1,35.89,37.5,35.55,37.01,36.708,45.18,35.926,5500,197592.39,35.935,0,,
2025-03-31,78,300308.SZ,ADD_POSITION,2,97.0,98.98,96.69,98.64,97.603,107.698,97.097,2000,194194.0,98.971,37,,
2025-04-07,78,300308.SZ,ADD_POSITION,3,80.1,82.5,75.1,75.1,86.828,113.875,80.18,2400,192432.24,91.82,41,,
2025-04-09,78,300308.SZ,ADD_POSITION,4,69.98,73.54,67.2,71.99,75.469,119.245,70.05,2800,196139.94,85.127,43,,
2025-04-09,78,300502.SZ,ADD_POSITION,2,67.88,71.35,65.64,70.41,73.803,112.224,67.948,2600,176664.49,80.246,26,,
2025-04-09,78,000063.SZ,ADD_POSITION,2,29.51,31.2,28.67,30.96,30.517,39.492,29.54,100,2953.95,35.822,25,,
2025-05-07,78,000063.SZ,TAKE_PROFIT_DYN,2,33.33,33.49,32.41,32.68,30.08,33.044,33.297,5600,186461.35,35.822,42,-7.12,
2025-05-08,79,300308.SZ,TAKE_PROFIT_DYN,4,88.86,98.0,88.13,96.49,70.683,92.089,90.05,9100,819453.73,85.127,61,5.7,
2025-05-08,80,300502.SZ,TAKE_PROFIT_DYN,2,96.5,109.6,96.5,107.95,64.719,104.043,102.407,4600,471074.45,80.246,44,27.52,
2025-05-12,81,688981.SH,INITIAL_ENTRY,1,85.9,86.32,84.16,86.32,86.167,93.564,85.986,2300,197767.57,86.008,0,,
2025-05-16,81,688981.SH,ADD_POSITION,2,84.16,84.78,83.88,84.7,83.846,93.331,84.244,2300,193761.57,85.137,4,,
2025-05-28,81,688256.SH,INITIAL_ENTRY,1,616.6,620.0,604.5,609.99,617.721,736.303,617.217,300,185164.98,617.377,0,,
2025-06-16,81,600519.SH,INITIAL_ENTRY,1,1401.2,1425.04,1401.18,1422.29,1419.311,1618.755,1402.601,100,140260.12,1402.966,0,,
2025-06-23,81,688981.SH,TAKE_PROFIT_DYN,2,81.03,85.3,80.9,84.25,80.955,84.888,84.995,4600,390976.63,85.137,29,-0.24,
2025-06-26,82,688256.SH,TAKE_PROFIT_DYN,1,611.0,636.3,607.01,610.5,569.228,629.024,632.996,300,189898.91,617.377,20,2.45,
2025-07-10,83,600519.SH,TAKE_PROFIT_DYN,1,1418.97,1436.18,1410.4,1426.5,1388.683,1427.253,1426.092,100,142609.25,1402.966,18,1.57,
2025-10-15,84,300308.SZ,INITIAL_ENTRY,1,345.0,357.0,337.0,354.12,355.738,454.95,345.345,500,172672.5,345.435,0,,
2025-10-24,84,300308.SZ,TAKE_PROFIT_DYN,1,450.0,495.65,437.1,494.0,338.748,480.452,474.685,500,237342.42,345.435,7,37.31,
2025-11-24,85,300750.SZ,INITIAL_ENTRY,1,373.8,374.9,367.18,370.55,367.613,410.5,374.174,500,187086.9,374.271,0,,
2025-11-25,85,601138.SH,INITIAL_ENTRY,1,56.36,58.34,56.16,56.61,55.331,82.427,56.416,3500,197457.26,56.431,0,,
2025-11-25,85,002460.SZ,INITIAL_ENTRY,1,59.02,61.58,58.02,60.9,60.831,76.085,59.079,3300,194960.77,59.094,0,,
2025-12-22,85,002460.SZ,TAKE_PROFIT_DYN,1,64.85,66.0,64.2,65.27,58.756,64.991,64.825,3300,213922.86,59.094,19,9.61,
2025-12-25,86,601138.SH,TAKE_PROFIT_DYN,1,65.4,68.15,65.4,66.72,56.525,67.261,67.383,3500,235838.92,56.431,22,19.32,
2026-01-09,87,002475.SZ,INITIAL_ENTRY,1,54.85,56.3,54.0,55.65,55.353,60.424,54.905,3600,197657.46,54.919,0,,
2026-01-13,87,300502.SZ,INITIAL_ENTRY,1,385.26,402.89,381.38,383.2,383.897,473.77,385.645,500,192822.63,385.746,0,,
2026-01-14,87,300750.SZ,ADD_POSITION,2,360.03,361.22,351.71,353.98,357.305,384.913,360.39,500,180195.01,367.377,35,,
2026-01-14,87,002475.SZ,ADD_POSITION,2,54.2,54.8,53.46,53.58,53.966,60.571,54.254,3600,195315.12,54.594,3,,
2026-01-16,87,300750.SZ,ADD_POSITION,3,357.99,361.72,351.51,352.32,352.432,384.21,358.348,500,179174.0,364.399,37,,
2026-01-20,87,300750.SZ,ADD_POSITION,4,350.0,356.91,347.9,349.6,346.652,385.24,350.35,500,175175.0,360.909,39,,
2026-01-30,87,002475.SZ,ADD_POSITION,3,51.61,52.5,51.02,51.69,51.315,60.098,51.662,3800,196314.12,53.585,15,,
2026-02-02,87,300502.SZ,TAKE_PROFIT_DYN,1,457.24,472.0,435.39,439.0,370.299,430.48,456.783,500,228391.38,385.746,14,18.33,
2026-02-04,88,688256.SH,INITIAL_ENTRY,1,1100.0,1108.6,1063.97,1068.0,1111.025,1565.813,1101.1,100,110110.0,1101.386,0,,
2026-02-06,88,688256.SH,ADD_POSITION,2,1042.55,1062.68,1015.56,1036.99,1026.839,1566.031,1043.593,100,104359.25,1072.625,2,,
2026-02-06,88,300750.SZ,TAKE_PROFIT_DYN,4,359.32,372.88,358.01,369.11,334.637,368.277,367.612,2000,735224.04,360.909,52,1.78,
2026-02-09,89,300308.SZ,INITIAL_ENTRY,1,561.0,573.99,550.12,565.99,541.565,648.847,561.561,300,168468.3,561.707,0,,
2026-03-03,89,002475.SZ,ADD_POSITION,4,49.16,49.74,47.2,47.39,48.55,53.846,49.209,4000,196836.64,52.422,31,,
2026-03-05,89,002475.SZ,ADD_POSITION,5,47.0,47.76,46.88,47.0,47.066,53.991,47.047,4200,197597.4,51.249,33,,
2026-03-18,89,300308.SZ,TAKE_PROFIT_DYN,1,553.86,582.05,550.0,580.0,516.654,581.517,581.458,300,174437.39,561.707,21,3.44,
2026-03-20,90,601899.SH,INITIAL_ENTRY,1,32.2,32.85,31.43,31.65,32.171,41.813,32.232,6200,199839.64,32.241,0,,
2026-03-24,90,688256.SH,ADD_POSITION,3,985.0,1037.8,970.02,1028.5,986.67,1219.263,985.985,200,197197.0,1029.433,28,,
2026-03-24,90,601899.SH,ADD_POSITION,2,31.25,32.38,30.91,32.2,30.505,42.047,31.281,2000,62562.5,32.009,2,,
2026-04-08,90,002475.SZ,TAKE_PROFIT_DYN,5,49.56,52.57,49.56,52.27,46.447,52.16,52.078,19200,999895.1,51.249,56,1.54,
2026-04-08,91,688256.SH,TAKE_PROFIT_DYN,3,1159.1,1168.98,1138.0,1164.0,953.595,1149.537,1157.941,400,463176.36,1029.433,38,12.4,
2026-04-15,92,601899.SH,TAKE_PROFIT_DYN,2,35.75,36.0,34.81,34.91,30.809,35.511,35.714,8200,292856.85,32.009,17,11.49,
2026-07-02,93,300274.SZ,INITIAL_ENTRY,1,135.2,135.24,127.18,127.84,133.861,166.896,135.335,1400,189469.28,135.37,0,,
2026-07-06,93,300274.SZ,ADD_POSITION,2,126.0,131.9,126.0,128.18,126.849,167.532,126.126,1500,189189.0,130.606,2,,
2026-07-07,93,600487.SH,INITIAL_ENTRY,1,84.6,85.24,78.55,80.89,81.883,127.611,84.685,2300,194774.58,84.707,0,,
2026-07-09,93,600487.SH,ADD_POSITION,2,78.18,80.58,74.0,80.06,74.068,129.988,78.258,2500,195645.45,81.359,2,,
2026-07-16,93,688525.SH,INITIAL_ENTRY,1,300.0,316.66,293.29,300.25,294.611,533.154,300.3,600,180180.0,300.378,0,,
2026-07-20,93,688525.SH,ADD_POSITION,2,266.0,268.03,227.03,244.0,242.044,556.156,266.266,700,186386.2,282.047,2,,
2026-08-11,93,300274.SZ,TAKE_PROFIT_DYN,2,113.82,122.21,113.08,120.07,97.886,119.944,119.78,2900,347362.29,130.606,28,-8.36,
2026-08-18,94,600487.SH,TAKE_PROFIT_DYN,2,65.07,67.56,64.53,65.41,44.18,66.65,67.003,4800,321614.06,81.359,30,-17.71,
2026-08-21,95,600276.SH,INITIAL_ENTRY,1,48.51,48.8,47.55,47.74,49.591,56.532,48.559,4100,199089.89,48.571,0,,
2026-08-25,95,600276.SH,ADD_POSITION,2,46.53,46.88,46.22,46.49,47.138,57.621,46.577,4200,195621.43,47.568,2,,
2026-08-25,95,688256.SH,INITIAL_ENTRY,1,970.0,1029.24,953.0,1010.48,966.862,1215.082,970.97,200,194194.0,971.222,0,,
