round_id,ts_code,name,direction,date,raw_price,adj_factor,adj_price,shares,amount,commission,transfer_fee,stamp,total_fee,level,action
300750.SZ|2021-12-21,300750.SZ,宁德时代,卖出,2022-06-02,442.947,1.004,444.7188,1000,442947.0,110.74,4.43,442.95,558.11,3.0,TAKE_PROFIT_DYN
002415.SZ|2022-05-09,002415.SZ,海康威视,卖出,2022-06-06,34.735,21.915,761.2175,17800,618283.0,154.57,6.18,618.28,779.04,3.0,TAKE_PROFIT_DYN
002241.SZ|2022-06-24,002241.SZ,歌尔股份,买入,2022-06-24,32.192,23.227,747.7236,6200,199590.4,49.9,2.0,0.0,51.89,1.0,INITIAL_ENTRY
002594.SZ|2022-07-13,002594.SZ,比亚迪,买入,2022-07-13,309.309,1.02,315.4952,600,185585.4,46.4,1.86,0.0,48.25,1.0,INITIAL_ENTRY
600036.SH|2022-07-14,600036.SH,招商银行,买入,2022-07-14,37.207,5.189,193.0671,5300,197197.1,49.3,1.97,0.0,51.27,1.0,INITIAL_ENTRY
600036.SH|2022-07-14,600036.SH,招商银行,买入,2022-07-18,35.185,5.4146,190.5127,5600,197036.0,49.26,1.97,0.0,51.23,2.0,ADD_POSITION
600036.SH|2022-07-14,600036.SH,招商银行,买入,2022-08-04,33.363,5.4146,180.6473,5900,196841.7,49.21,1.97,0.0,51.18,3.0,ADD_POSITION
002241.SZ|2022-06-24,002241.SZ,歌尔股份,卖出,2022-08-05,33.157,23.227,770.1376,6200,205573.4,51.39,2.06,205.57,259.02,1.0,TAKE_PROFIT_DYN
601888.SH|2022-08-09,601888.SH,中国中免,买入,2022-08-09,190.711,2.2018,419.9075,1000,190711.0,47.68,1.91,0.0,49.58,1.0,INITIAL_ENTRY
002594.SZ|2022-07-13,002594.SZ,比亚迪,买入,2022-08-11,311.741,1.0203,318.0693,600,187044.6,46.76,1.87,0.0,48.63,2.0,ADD_POSITION
600036.SH|2022-07-14,600036.SH,招商银行,卖出,2022-08-31,34.685,5.4146,187.8054,16800,582708.0,145.68,5.83,582.71,734.21,3.0,TAKE_PROFIT_DYN
002594.SZ|2022-07-13,002594.SZ,比亚迪,买入,2022-09-01,285.285,1.0203,291.0763,700,199699.5,49.92,2.0,0.0,51.92,3.0,ADD_POSITION
300274.SZ|2022-09-01,300274.SZ,阳光电源,买入,2022-09-01,112.182,6.7919,761.9289,1700,190709.4,47.68,1.91,0.0,49.58,1.0,INITIAL_ENTRY
002594.SZ|2022-07-13,002594.SZ,比亚迪,买入,2022-09-05,269.269,1.0203,274.7352,700,188488.3,47.12,1.88,0.0,49.01,4.0,ADD_POSITION
601888.SH|2022-08-09,601888.SH,中国中免,买入,2022-09-05,179.179,2.2018,394.5163,1100,197096.9,49.27,1.97,0.0,51.25,2.0,ADD_POSITION
300274.SZ|2022-09-01,300274.SZ,阳光电源,买入,2022-09-05,108.278,6.7919,735.4133,1100,119105.8,29.78,1.19,0.0,30.97,2.0,ADD_POSITION
601888.SH|2022-08-09,601888.SH,中国中免,卖出,2022-09-26,198.242,2.2018,436.4892,2100,416308.2,104.08,4.16,416.31,524.55,2.0,TAKE_PROFIT_DYN
