stop_pct,sample,year,n,mean,median,win_rate,pf,p5,trig_rate,net_stop_value
-20.0,SECONDARY,2024,13576,2.260259567109902,3.289630569918259,60.93105480259281,0.7068546613542049,-15.840816267362628,27.224513847967003,-352719861.9140754
-20.0,SECONDARY,2025,14728,6.784395116967861,6.244011848577075,82.9033134166214,3.2222019771977424,-11.195913564194974,8.473655621944594,-102046817.56597795
-20.0,SECONDARY,2026,10246,0.7173182801880641,1.682726965805178,55.95354284598868,0.5609789281048564,-18.197526477274355,33.48623853211009,-98587769.71446396
-22.5,PRIMARY,2020,33,5.405620163521981,5.218510332201447,84.84848484848484,1.9590414053678173,-16.923440505774384,12.121212121212121,-279849.62384558993
-22.5,PRIMARY,2021,58,3.6419814793568794,4.566813476511519,68.96551724137932,0.803471183886023,-14.215392164122811,25.862068965517242,-235951.5086987788
-22.5,PRIMARY,2022,59,1.581672514090652,2.990941980494697,62.71186440677966,0.5689855408628903,-16.74961110634028,30.508474576271187,-1566734.674264121
-22.5,PRIMARY,2023,45,-0.11675445092715506,2.808164916171326,57.77777777777777,0.4940823715262695,-14.868729198860695,28.888888888888886,-678575.6470035452
-22.5,PRIMARY,2024,50,5.149276387097175,5.624223507192558,76.0,1.8057518459351551,-13.23189814541671,14.000000000000002,-419614.8782697228
-22.5,PRIMARY,2025,34,5.5976721335681034,4.860867341853121,76.47058823529412,2.0400892935233976,-12.243678813911119,14.705882352941178,-417205.66508970514
-22.5,PRIMARY,2026,20,0.14087790331241815,1.4133863710598358,55.00000000000001,0.8952512096034748,-19.49176952883776,25.0,-73382.1739538089
-22.5,SECONDARY,2020,8963,3.4477272697502683,4.368737065951603,72.95548365502623,1.0024840164151563,-15.313404361899547,15.184647997322326,-64341021.540695675
-22.5,SECONDARY,2021,10532,5.285622091310411,5.559658839042541,79.36764147360425,1.968787923799755,-13.061458916402925,9.475883023167489,-31929713.908022337
