con_code,industry_code,industry_name,in_date,out_date,in_dt,out_dt
002913.SZ,801080.SI,电子,20171208,,2017-12-08,
002916.SZ,801080.SI,电子,20171220,,2017-12-20,
002922.SZ,801080.SI,电子,20180108,,2018-01-08,
002925.SZ,801080.SI,电子,20180122,,2018-01-22,
002937.SZ,801080.SI,电子,20181010,20240730,2018-10-10,2024-07-30
002938.SZ,801080.SI,电子,20180926,,2018-09-26,
002947.SZ,801080.SI,电子,20190215,,2019-02-15,
002952.SZ,801080.SI,电子,20190404,,2019-04-04,
002955.SZ,801080.SI,电子,20190530,,2019-05-30,
002962.SZ,801080.SI,电子,20190924,,2019-09-24,
002970.SZ,801080.SI,电子,20191224,20210203,2019-12-24,2021-02-03
002976.SZ,801080.SI,电子,20200313,20220704,2020-03-13,2022-07-04
002981.SZ,801080.SI,电子,20200424,,2020-04-24,
002983.SZ,801080.SI,电子,20200508,,2020-05-08,
002992.SZ,801080.SI,电子,20200810,,2020-08-10,
002993.SZ,801080.SI,电子,20200824,,2020-08-24,
003015.SZ,801080.SI,电子,20201028,,2020-10-28,
003019.SZ,801080.SI,电子,20201124,,2020-11-24,
003026.SZ,801080.SI,电子,20201225,,2020-12-25,
003028.SZ,801080.SI,电子,20210105,20240730,2021-01-05,2024-07-30
003043.SZ,801080.SI,电子,20211213,,2021-12-13,
300014.SZ,801080.SI,电子,20091109,20200724,2009-11-09,2020-07-24
300032.SZ,801080.SI,电子,20140702,,2014-07-02,
300046.SZ,801080.SI,电子,20100128,,2010-01-28,
300053.SZ,801080.SI,电子,20100226,20220729,2010-02-26,2022-07-29
300053.SZ,801080.SI,电子,20240731,,2024-07-31,
300054.SZ,801080.SI,电子,20211213,,2021-12-13,
300076.SZ,801080.SI,电子,20100511,,2010-05-11,
300077.SZ,801080.SI,电子,20100511,,2010-05-11,
300078.SZ,801080.SI,电子,20111010,20200907,2011-10-10,2020-09-07
300083.SZ,801080.SI,电子,20100528,20211210,2010-05-28,2021-12-10
300088.SZ,801080.SI,电子,20100603,,2010-06-03,
300102.SZ,801080.SI,电子,20100820,,2010-08-20,
300111.SZ,801080.SI,电子,20100906,20110930,2010-09-06,2011-09-30
300115.SZ,801080.SI,电子,20100910,,2010-09-10,
300116.SZ,801080.SI,电子,20170703,20180713,2017-07-03,2018-07-13
300120.SZ,801080.SI,电子,20190708,,2019-07-08,
300128.SZ,801080.SI,电子,20101021,20240730,2010-10-21,2024-07-30
300128.SZ,801080.SI,电子,20260702,,2026-07-02,
300131.SZ,801080.SI,电子,20101027,,2010-10-27,
300136.SZ,801080.SI,电子,20140702,,2014-07-02,
300139.SZ,801080.SI,电子,20101122,20211210,2010-11-22,2021-12-10
300162.SZ,801080.SI,电子,20110121,,2011-01-21,
300183.SZ,801080.SI,电子,20110302,20180713,2011-03-02,2018-07-13
300184.SZ,801080.SI,电子,20110302,,2011-03-02,
300207.SZ,801080.SI,电子,20110428,20211210,2011-04-28,2021-12-10
300219.SZ,801080.SI,电子,20110524,,2011-05-24,
300220.SZ,801080.SI,电子,20110601,20211210,2011-06-01,2021-12-10
300223.SZ,801080.SI,电子,20110608,,2011-06-08,
300227.SZ,801080.SI,电子,20110615,20211210,2011-06-15,2021-12-10
300232.SZ,801080.SI,电子,20110629,,2011-06-29,
300236.SZ,801080.SI,电子,20211213,,2021-12-13,
300241.SZ,801080.SI,电子,20110719,,2011-07-19,
300256.SZ,801080.SI,电子,20110826,20220830,2011-08-26,2022-08-30
300256.SZ,801080.SI,电子,20220901,,2022-09-01,
300269.SZ,801080.SI,电子,20111019,20170630,2011-10-19,2017-06-30
300269.SZ,801080.SI,电子,20220801,,2022-08-01,
300279.SZ,801080.SI,电子,20120109,20240730,2012-01-09,2024-07-30
300282.SZ,801080.SI,电子,20120109,20190705,2012-01-09,2019-07-05
300285.SZ,801080.SI,电子,20220801,,2022-08-01,
300296.SZ,801080.SI,电子,20120322,,2012-03-22,
300301.SZ,801080.SI,电子,20120328,,2012-03-28,
300303.SZ,801080.SI,电子,20120326,,2012-03-26,
300317.SZ,801080.SI,电子,20120518,20170630,2012-05-18,2017-06-30
300319.SZ,801080.SI,电子,20120530,,2012-05-30,
300322.SZ,801080.SI,电子,20140702,,2014-07-02,
300323.SZ,801080.SI,电子,20120608,,2012-06-08,
300327.SZ,801080.SI,电子,20120620,,2012-06-20,
300328.SZ,801080.SI,电子,20130701,20180713,2013-07-01,2018-07-13
300331.SZ,801080.SI,电子,20120705,,2012-07-05,
300340.SZ,801080.SI,电子,20120802,20211210,2012-08-02,2021-12-10
300346.SZ,801080.SI,电子,20120813,,2012-08-13,
300373.SZ,801080.SI,电子,20140207,,2014-02-07,
300389.SZ,801080.SI,电子,20140808,,2014-08-08,
300390.SZ,801080.SI,电子,20140807,20220729,2014-08-07,2022-07-29
300394.SZ,801080.SI,电子,20150303,20180713,2015-03-03,2018-07-13
300398.SZ,801080.SI,电子,20211213,,2021-12-13,
300408.SZ,801080.SI,电子,20141210,,2014-12-10,
300410.SZ,801080.SI,电子,20150109,20180713,2015-01-09,2018-07-13
300429.SZ,801080.SI,电子,20211213,,2021-12-13,
300433.SZ,801080.SI,电子,20150325,,2015-03-25,
300438.SZ,801080.SI,电子,20150504,20210224,2015-05-04,2021-02-24
300446.SZ,801080.SI,电子,20150430,20170630,2015-04-30,2017-06-30
300446.SZ,801080.SI,电子,20211213,20240730,2021-12-13,2024-07-30
300456.SZ,801080.SI,电子,20200803,,2020-08-03,
300458.SZ,801080.SI,电子,20150522,,2015-05-22,
300460.SZ,801080.SI,电子,20150522,,2015-05-22,
300475.SZ,801080.SI,电子,20220524,,2022-05-24,
300476.SZ,801080.SI,电子,20150618,,2015-06-18,
300481.SZ,801080.SI,电子,20211213,,2021-12-13,
300489.SZ,801080.SI,电子,20240604,,2024-06-04,
300493.SZ,801080.SI,电子,20151217,,2015-12-17,
300502.SZ,801080.SI,电子,20160310,20180713,2016-03-10,2018-07-13
300516.SZ,801080.SI,电子,20160613,,2016-06-13,
300537.SZ,801080.SI,电子,20211213,,2021-12-13,
300543.SZ,801080.SI,电子,20160919,20240730,2016-09-19,2024-07-30
300545.SZ,801080.SI,电子,20161013,,2016-10-13,
300566.SZ,801080.SI,电子,20161122,,2016-11-22,
300576.SZ,801080.SI,电子,20211213,,2021-12-13,
300582.SZ,801080.SI,电子,20170105,,2017-01-05,
300602.SZ,801080.SI,电子,20170209,,2017-02-09,
300604.SZ,801080.SI,电子,20170424,20170630,2017-04-24,2017-06-30
300604.SZ,801080.SI,电子,20211213,,2021-12-13,
300613.SZ,801080.SI,电子,20170227,,2017-02-27,
300623.SZ,801080.SI,电子,20170406,20170406,2017-04-06,2017-04-06
300623.SZ,801080.SI,电子,20170413,,2017-04-13,
300625.SZ,801080.SI,电子,20170406,20170406,2017-04-06,2017-04-06
300625.SZ,801080.SI,电子,20170413,20211210,2017-04-13,2021-12-10
300632.SZ,801080.SI,电子,20170413,,2017-04-13,
300637.SZ,801080.SI,电子,20211213,20220729,2021-12-13,2022-07-29
300647.SZ,801080.SI,电子,20170510,,2017-05-10,
300650.SZ,801080.SI,电子,20170510,,2017-05-10,
300655.SZ,801080.SI,电子,20211213,,2021-12-13,
300656.SZ,801080.SI,电子,20170526,,2017-05-26,
300657.SZ,801080.SI,电子,20170601,,2017-06-01,
300661.SZ,801080.SI,电子,20170613,,2017-06-13,
300666.SZ,801080.SI,电子,20190708,,2019-07-08,
300671.SZ,801080.SI,电子,20170712,,2017-07-12,
300672.SZ,801080.SI,电子,20170719,,2017-07-19,
300679.SZ,801080.SI,电子,20170807,,2017-08-07,
300684.SZ,801080.SI,电子,20200731,,2020-07-31,
300686.SZ,801080.SI,电子,20170811,,2017-08-11,
300691.SZ,801080.SI,电子,20170818,20211210,2017-08-18,2021-12-10
300701.SZ,801080.SI,电子,20170922,,2017-09-22,
300706.SZ,801080.SI,电子,20190708,,2019-07-08,
300708.SZ,801080.SI,电子,20171023,,2017-10-23,
300709.SZ,801080.SI,电子,20171026,,2017-10-26,
300726.SZ,801080.SI,电子,20171128,20211210,2017-11-28,2021-12-10
300735.SZ,801080.SI,电子,20180108,,2018-01-08,
300736.SZ,801080.SI,电子,20180116,,2018-01-16,
300739.SZ,801080.SI,电子,20180208,,2018-02-08,
300747.SZ,801080.SI,电子,20180702,20211210,2018-07-02,2021-12-10
300752.SZ,801080.SI,电子,20181207,,2018-12-07,
300782.SZ,801080.SI,电子,20190625,,2019-06-25,
300784.SZ,801080.SI,电子,20240617,,2024-06-17,
300787.SZ,801080.SI,电子,20190906,,2019-09-06,
300790.SZ,801080.SI,电子,20190927,20211210,2019-09-27,2021-12-10
300793.SZ,801080.SI,电子,20191025,,2019-10-25,
300808.SZ,801080.SI,电子,20191206,,2019-12-06,
300812.SZ,801080.SI,电子,20211213,,2021-12-13,
300814.SZ,801080.SI,电子,20210819,,2021-08-19,
300822.SZ,801080.SI,电子,20200320,,2020-03-20,
300831.SZ,801080.SI,电子,20200521,,2020-05-21,
300842.SZ,801080.SI,电子,20200629,20211210,2020-06-29,2021-12-10
300843.SZ,801080.SI,电子,20200709,,2020-07-09,
300852.SZ,801080.SI,电子,20200720,,2020-07-20,
300857.SZ,801080.SI,电子,20200803,,2020-08-03,
300866.SZ,801080.SI,电子,20200831,,2020-08-31,
300868.SZ,801080.SI,电子,20200831,,2020-08-31,
300889.SZ,801080.SI,电子,20200923,,2020-09-23,
300903.SZ,801080.SI,电子,20201112,,2020-11-12,
300909.SZ,801080.SI,电子,20201125,,2020-11-25,
300916.SZ,801080.SI,电子,20201209,,2020-12-09,
300936.SZ,801080.SI,电子,20210202,,2021-02-02,
300939.SZ,801080.SI,电子,20210204,,2021-02-04,
300940.SZ,801080.SI,电子,20210210,,2021-02-10,
300951.SZ,801080.SI,电子,20210305,,2021-03-05,
300956.SZ,801080.SI,电子,20210402,,2021-04-02,
300964.SZ,801080.SI,电子,20210812,,2021-08-12,
300968.SZ,801080.SI,电子,20210422,,2021-04-22,
300975.SZ,801080.SI,电子,20210428,,2021-04-28,
300976.SZ,801080.SI,电子,20210426,,2021-04-26,
300991.SZ,801080.SI,电子,20210527,,2021-05-27,
301002.SZ,801080.SI,电子,20210623,20211210,2021-06-23,2021-12-10
301021.SZ,801080.SI,电子,20210713,20211210,2021-07-13,2021-12-10
301031.SZ,801080.SI,电子,20211213,,2021-12-13,
301041.SZ,801080.SI,电子,20210818,,2021-08-18,
301045.SZ,801080.SI,电子,20210820,,2021-08-20,
301051.SZ,801080.SI,电子,20210903,,2021-09-03,
301067.SZ,801080.SI,电子,20210929,,2021-09-29,
301086.SZ,801080.SI,电子,20211027,,2021-10-27,
301099.SZ,801080.SI,电子,20211129,,2021-11-29,
301106.SZ,801080.SI,电子,20220211,,2022-02-11,
301123.SZ,801080.SI,电子,20220208,,2022-02-08,
301132.SZ,801080.SI,电子,20220817,,2022-08-17,
301135.SZ,801080.SI,电子,20220419,20240730,2022-04-19,2024-07-30
301176.SZ,801080.SI,电子,20221012,,2022-10-12,
301180.SZ,801080.SI,电子,20211123,,2021-11-23,
301182.SZ,801080.SI,电子,20211230,20240730,2021-12-30,2024-07-30
301183.SZ,801080.SI,电子,20220531,,2022-05-31,
301189.SZ,801080.SI,电子,20220105,,2022-01-05,
301251.SZ,801080.SI,电子,20230913,,2023-09-13,
301275.SZ,801080.SI,电子,20250318,,2025-03-18,
301280.SZ,801080.SI,电子,20230103,20240730,2023-01-03,2024-07-30
301282.SZ,801080.SI,电子,20220902,,2022-09-02,
301285.SZ,801080.SI,电子,20221012,,2022-10-12,
301297.SZ,801080.SI,电子,20230109,,2023-01-09,
301308.SZ,801080.SI,电子,20220812,,2022-08-12,
301319.SZ,801080.SI,电子,20221013,,2022-10-13,
301321.SZ,801080.SI,电子,20220825,,2022-08-25,
301326.SZ,801080.SI,电子,20220928,,2022-09-28,
301328.SZ,801080.SI,电子,20220916,,2022-09-16,
301329.SZ,801080.SI,电子,20230724,,2023-07-24,
301348.SZ,801080.SI,电子,20230817,,2023-08-17,
301359.SZ,801080.SI,电子,20221116,,2022-11-16,
301366.SZ,801080.SI,电子,20221010,,2022-10-10,
301369.SZ,801080.SI,电子,20220929,,2022-09-29,
301379.SZ,801080.SI,电子,20221108,,2022-11-08,
301383.SZ,801080.SI,电子,20230616,,2023-06-16,
301387.SZ,801080.SI,电子,20230425,,2023-04-25,
301389.SZ,801080.SI,电子,20221107,,2022-11-07,
301421.SZ,801080.SI,电子,20230830,,2023-08-30,
301458.SZ,801080.SI,电子,20250117,,2025-01-17,
301479.SZ,801080.SI,电子,20250325,,2025-03-25,
301486.SZ,801080.SI,电子,20230714,,2023-07-14,
301489.SZ,801080.SI,电子,20231031,,2023-10-31,
301491.SZ,801080.SI,电子,20250813,,2025-08-13,
301536.SZ,801080.SI,电子,20240408,,2024-04-08,
301563.SZ,801080.SI,电子,20251015,,2025-10-15,
301566.SZ,801080.SI,电子,20240108,,2024-01-08,
301567.SZ,801080.SI,电子,20240123,,2024-01-23,
301583.SZ,801080.SI,电子,20260717,,2026-07-17,
301606.SZ,801080.SI,电子,20240802,,2024-08-02,
301611.SZ,801080.SI,电子,20240823,,2024-08-23,
301626.SZ,801080.SI,电子,20241031,,2024-10-31,
301628.SZ,801080.SI,电子,20241107,,2024-11-07,
301629.SZ,801080.SI,电子,20250331,,2025-03-31,
301630.SZ,801080.SI,电子,20250717,,2025-07-17,
301666.SZ,801080.SI,电子,20260423,,2026-04-23,
301678.SZ,801080.SI,电子,20250627,,2025-06-27,
301717.SZ,801080.SI,电子,20260818,,2026-08-18,
600071.SH,801080.SI,电子,20111010,,2011-10-10,
600074.SH,801080.SI,电子,20150316,20150317,2015-03-16,2015-03-17
600074.SH,801080.SI,电子,20150401,20190517,2015-04-01,2019-05-17
600083.SH,801080.SI,电子,19970606,20110930,1997-06-06,2011-09-30
600110.SH,801080.SI,电子,20170703,20211210,2017-07-03,2021-12-10
600130.SH,801080.SI,电子,20211213,,2021-12-13,
600152.SH,801080.SI,电子,20180716,20211210,2018-07-16,2021-12-10
600171.SH,801080.SI,电子,19980924,,1998-09-24,
600183.SH,801080.SI,电子,19981028,,1998-10-28,
600198.SH,801080.SI,电子,20190708,20220729,2019-07-08,2022-07-29
600203.SH,801080.SI,电子,20050701,20170630,2005-07-01,2017-06-30
600203.SH,801080.SI,电子,20180716,,2018-07-16,
600206.SH,801080.SI,电子,19990319,20160630,1999-03-19,2016-06-30
600206.SH,801080.SI,电子,20211213,,2021-12-13,
600207.SH,801080.SI,电子,19990714,20130628,1999-07-14,2013-06-28
600237.SH,801080.SI,电子,20000609,,2000-06-09,
600261.SH,801080.SI,电子,20000720,20211210,2000-07-20,2021-12-10
600288.SH,801080.SI,电子,20001129,20240730,2000-11-29,2024-07-30
600330.SH,801080.SI,电子,20240731,,2024-07-31,
600353.SH,801080.SI,电子,20021120,20061009,2002-11-20,2006-10-09
600353.SH,801080.SI,电子,20180716,,2018-07-16,
600360.SH,801080.SI,电子,20010316,,2001-03-16,
600363.SH,801080.SI,电子,20010329,,2001-03-29,
600366.SH,801080.SI,电子,20090602,20100601,2009-06-02,2010-06-01
600379.SH,801080.SI,电子,20020116,20061009,2002-01-16,2006-10-09
600460.SH,801080.SI,电子,20030311,,2003-03-11,
600478.SH,801080.SI,电子,20170703,20211210,2017-07-03,2021-12-10
600552.SH,801080.SI,电子,20180716,,2018-07-16,
600563.SH,801080.SI,电子,20021210,20060427,2002-12-10,2006-04-27
600563.SH,801080.SI,电子,20060508,,2006-05-08,
600584.SH,801080.SI,电子,20030603,,2003-06-03,
600601.SH,801080.SI,电子,20190708,20221222,2019-07-08,2022-12-22
600601.SH,801080.SI,电子,20221227,,2022-12-27,
600602.SH,801080.SI,电子,19901219,20160630,1990-12-19,2016-06-30
600621.SH,801080.SI,电子,19921202,20110930,1992-12-02,2011-09-30
600641.SH,801080.SI,电子,20260702,,2026-07-02,
600651.SH,801080.SI,电子,19901219,20240730,1990-12-19,2024-07-30
600654.SH,801080.SI,电子,19901219,20150630,1990-12-19,2015-06-30
600666.SH,801080.SI,电子,20160701,20230217,2016-07-01,2023-02-17
600666.SH,801080.SI,电子,20230221,20260701,2023-02-21,2026-07-01
600667.SH,801080.SI,电子,20120702,20170630,2012-07-02,2017-06-30
600667.SH,801080.SI,电子,20180716,20220729,2018-07-16,2022-07-29
600703.SH,801080.SI,电子,20090602,,2009-06-02,
600707.SH,801080.SI,电子,19960520,,1996-05-20,
600745.SH,801080.SI,电子,20171207,,2017-12-07,
600747.SH,801080.SI,电子,19960916,20080602,1996-09-16,2008-06-02
600751.SH,801080.SI,电子,20180716,20240730,2018-07-16,2024-07-30
600800.SH,801080.SI,电子,19931206,20170630,1993-12-06,2017-06-30
600817.SH,801080.SI,电子,20000717,20100409,2000-07-17,2010-04-09
600877.SH,801080.SI,电子,20220801,,2022-08-01,
600884.SH,801080.SI,电子,20170703,20211210,2017-07-03,2021-12-10
600898.SH,801080.SI,电子,20211213,20250207,2021-12-13,2025-02-07
601138.SH,801080.SI,电子,20180615,,2018-06-15,
601231.SH,801080.SI,电子,20120227,,2012-02-27,
603002.SH,801080.SI,电子,20211213,,2021-12-13,
603005.SH,801080.SI,电子,20140217,,2014-02-17,
603052.SH,801080.SI,电子,20221018,,2022-10-18,
603061.SH,801080.SI,电子,20230310,,2023-03-10,
603068.SH,801080.SI,电子,20190422,,2019-04-22,
603078.SH,801080.SI,电子,20211213,,2021-12-13,
603115.SH,801080.SI,电子,20260702,,2026-07-02,
603133.SH,801080.SI,电子,20211213,20240604,2021-12-13,2024-06-04
603160.SH,801080.SI,电子,20161024,,2016-10-24,
603175.SH,801080.SI,电子,20251031,,2025-10-31,
603186.SH,801080.SI,电子,20170110,,2017-01-10,
603228.SH,801080.SI,电子,20170113,,2017-01-13,
603267.SH,801080.SI,电子,20190522,20210203,2019-05-22,2021-02-03
603290.SH,801080.SI,电子,20200211,,2020-02-11,
603296.SH,801080.SI,电子,20230815,,2023-08-15,
603297.SH,801080.SI,电子,20180917,,2018-09-17,
603303.SH,801080.SI,电子,20170410,20211210,2017-04-10,2021-12-10
603316.SH,801080.SI,电子,20260702,,2026-07-02,
603327.SH,801080.SI,电子,20190530,,2019-05-30,
603328.SH,801080.SI,电子,20140708,,2014-07-08,
603341.SH,801080.SI,电子,20240308,,2024-03-08,
603375.SH,801080.SI,电子,20240131,,2024-01-31,
603380.SH,801080.SI,电子,20170629,,2017-06-29,
603386.SH,801080.SI,电子,20170919,,2017-09-19,
603459.SH,801080.SI,电子,20260415,,2026-04-15,
603501.SH,801080.SI,电子,20170511,,2017-05-11,
603515.SH,801080.SI,电子,20160826,20211210,2016-08-26,2021-12-10
603595.SH,801080.SI,电子,20170719,,2017-07-19,
603626.SH,801080.SI,电子,20211213,,2021-12-13,
603629.SH,801080.SI,电子,20190102,,2019-01-02,
603633.SH,801080.SI,电子,20161124,,2016-11-24,
603659.SH,801080.SI,电子,20171110,20200724,2017-11-10,2020-07-24
603678.SH,801080.SI,电子,20150202,20210203,2015-02-02,2021-02-03
603679.SH,801080.SI,电子,20170628,,2017-06-28,
603685.SH,801080.SI,电子,20171204,,2017-12-04,
603690.SH,801080.SI,电子,20211213,,2021-12-13,
603703.SH,801080.SI,电子,20211213,,2021-12-13,
603738.SH,801080.SI,电子,20161013,,2016-10-13,
603773.SH,801080.SI,电子,20180424,,2018-04-24,
603890.SH,801080.SI,电子,20171219,,2017-12-19,
603893.SH,801080.SI,电子,20200214,,2020-02-14,
603920.SH,801080.SI,电子,20170504,,2017-05-04,
603931.SH,801080.SI,电子,20200826,,2020-08-26,
603933.SH,801080.SI,电子,20170713,,2017-07-13,
603936.SH,801080.SI,电子,20151216,,2015-12-16,
603986.SH,801080.SI,电子,20160825,,2016-08-25,
603989.SH,801080.SI,电子,20150522,,2015-05-22,
603991.SH,801080.SI,电子,20250813,,2025-08-13,
603996.SH,801080.SI,电子,20211213,20220421,2021-12-13,2022-04-21
605058.SH,801080.SI,电子,20201028,,2020-10-28,
605111.SH,801080.SI,电子,20201013,,2020-10-13,
605118.SH,801080.SI,电子,20200806,20211210,2020-08-06,2021-12-10
605218.SH,801080.SI,电子,20201013,,2020-10-13,
605258.SH,801080.SI,电子,20201210,,2020-12-10,
605277.SH,801080.SI,电子,20211213,,2021-12-13,
605358.SH,801080.SI,电子,20200918,,2020-09-18,
605365.SH,801080.SI,电子,20210727,20211210,2021-07-27,2021-12-10
605588.SH,801080.SI,电子,20210819,,2021-08-19,
688002.SH,801080.SI,电子,20260825,,2026-08-25,
688007.SH,801080.SI,电子,20230925,,2023-09-25,
688008.SH,801080.SI,电子,20230925,,2023-09-25,
688010.SH,801080.SI,电子,20230925,,2023-09-25,
688012.SH,801080.SI,电子,20230925,,2023-09-25,
688018.SH,801080.SI,电子,20230925,,2023-09-25,
688019.SH,801080.SI,电子,20230925,,2023-09-25,
688020.SH,801080.SI,电子,20230925,,2023-09-25,
688035.SH,801080.SI,电子,20230925,,2023-09-25,
688036.SH,801080.SI,电子,20230925,,2023-09-25,
688037.SH,801080.SI,电子,20230925,,2023-09-25,
688041.SH,801080.SI,电子,20230925,,2023-09-25,
688045.SH,801080.SI,电子,20230925,,2023-09-25,
688047.SH,801080.SI,电子,20230925,,2023-09-25,
688048.SH,801080.SI,电子,20230925,,2023-09-25,
688049.SH,801080.SI,电子,20230925,,2023-09-25,
688052.SH,801080.SI,电子,20230925,,2023-09-25,
688055.SH,801080.SI,电子,20230925,,2023-09-25,
688061.SH,801080.SI,电子,20230925,,2023-09-25,
688072.SH,801080.SI,电子,20230925,,2023-09-25,
688079.SH,801080.SI,电子,20230925,,2023-09-25,
688082.SH,801080.SI,电子,20230925,,2023-09-25,
688093.SH,801080.SI,电子,20230925,,2023-09-25,
688099.SH,801080.SI,电子,20230925,,2023-09-25,
688103.SH,801080.SI,电子,20230925,,2023-09-25,
688106.SH,801080.SI,电子,20230925,,2023-09-25,
688107.SH,801080.SI,电子,20230925,,2023-09-25,
688110.SH,801080.SI,电子,20230925,,2023-09-25,
688120.SH,801080.SI,电子,20230925,,2023-09-25,
688123.SH,801080.SI,电子,20230925,,2023-09-25,
688126.SH,801080.SI,电子,20230925,,2023-09-25,
688127.SH,801080.SI,电子,20230925,,2023-09-25,
688130.SH,801080.SI,电子,20230925,,2023-09-25,
688135.SH,801080.SI,电子,20230925,,2023-09-25,
688138.SH,801080.SI,电子,20230925,,2023-09-25,
688141.SH,801080.SI,电子,20230925,,2023-09-25,
688146.SH,801080.SI,电子,20230925,,2023-09-25,
688150.SH,801080.SI,电子,20230925,,2023-09-25,
688153.SH,801080.SI,电子,20230925,,2023-09-25,
688167.SH,801080.SI,电子,20230925,,2023-09-25,
688172.SH,801080.SI,电子,20230925,,2023-09-25,
688173.SH,801080.SI,电子,20230925,,2023-09-25,
688181.SH,801080.SI,电子,20230925,,2023-09-25,
688183.SH,801080.SI,电子,20230925,,2023-09-25,
688195.SH,801080.SI,电子,20230925,,2023-09-25,
688200.SH,801080.SI,电子,20230925,,2023-09-25,
688209.SH,801080.SI,电子,20230925,,2023-09-25,
688210.SH,801080.SI,电子,20230925,,2023-09-25,
688213.SH,801080.SI,电子,20230925,,2023-09-25,
688216.SH,801080.SI,电子,20230925,,2023-09-25,
688220.SH,801080.SI,电子,20230925,,2023-09-25,
688230.SH,801080.SI,电子,20230925,,2023-09-25,
688233.SH,801080.SI,电子,20230925,,2023-09-25,
688234.SH,801080.SI,电子,20230925,,2023-09-25,
688249.SH,801080.SI,电子,20230925,,2023-09-25,
688252.SH,801080.SI,电子,20230925,,2023-09-25,
688256.SH,801080.SI,电子,20230925,,2023-09-25,
688259.SH,801080.SI,电子,20230925,,2023-09-25,
688260.SH,801080.SI,电子,20230925,,2023-09-25,
688261.SH,801080.SI,电子,20230925,,2023-09-25,
688262.SH,801080.SI,电子,20230925,,2023-09-25,
688268.SH,801080.SI,电子,20230925,,2023-09-25,
688270.SH,801080.SI,电子,20230925,,2023-09-25,
688279.SH,801080.SI,电子,20230925,,2023-09-25,
688286.SH,801080.SI,电子,20230925,,2023-09-25,
688299.SH,801080.SI,电子,20230925,,2023-09-25,
688307.SH,801080.SI,电子,20260702,,2026-07-02,
688322.SH,801080.SI,电子,20230925,,2023-09-25,
688325.SH,801080.SI,电子,20230925,,2023-09-25,
688332.SH,801080.SI,电子,20230925,,2023-09-25,
688347.SH,801080.SI,电子,20230925,,2023-09-25,
688352.SH,801080.SI,电子,20230925,,2023-09-25,
688359.SH,801080.SI,电子,20230925,,2023-09-25,
688361.SH,801080.SI,电子,20230925,,2023-09-25,
688362.SH,801080.SI,电子,20230925,,2023-09-25,
688368.SH,801080.SI,电子,20230925,,2023-09-25,
688371.SH,801080.SI,电子,20230925,,2023-09-25,
688372.SH,801080.SI,电子,20230925,,2023-09-25,
688378.SH,801080.SI,电子,20240731,,2024-07-31,
688380.SH,801080.SI,电子,20230925,,2023-09-25,
688381.SH,801080.SI,电子,20230925,,2023-09-25,
688385.SH,801080.SI,电子,20230925,,2023-09-25,
688391.SH,801080.SI,电子,20230925,,2023-09-25,
688396.SH,801080.SI,电子,20230925,,2023-09-25,
688401.SH,801080.SI,电子,20230925,,2023-09-25,
688403.SH,801080.SI,电子,20230925,,2023-09-25,
688409.SH,801080.SI,电子,20230925,,2023-09-25,
688416.SH,801080.SI,电子,20230925,,2023-09-25,
688419.SH,801080.SI,电子,20230925,,2023-09-25,
688432.SH,801080.SI,电子,20230925,,2023-09-25,
688449.SH,801080.SI,电子,20241206,,2024-12-06,
688458.SH,801080.SI,电子,20230925,,2023-09-25,
688469.SH,801080.SI,电子,20230925,,2023-09-25,
688478.SH,801080.SI,电子,20230925,,2023-09-25,
688484.SH,801080.SI,电子,20230925,,2023-09-25,
688486.SH,801080.SI,电子,20230925,,2023-09-25,
688496.SH,801080.SI,电子,20230925,,2023-09-25,
688498.SH,801080.SI,电子,20230925,,2023-09-25,
688502.SH,801080.SI,电子,20230925,,2023-09-25,
688508.SH,801080.SI,电子,20230925,,2023-09-25,
688512.SH,801080.SI,电子,20230925,,2023-09-25,
688515.SH,801080.SI,电子,20230925,,2023-09-25,
688519.SH,801080.SI,电子,20230925,,2023-09-25,
688521.SH,801080.SI,电子,20230925,,2023-09-25,
688525.SH,801080.SI,电子,20230925,,2023-09-25,
688530.SH,801080.SI,电子,20240516,,2024-05-16,
688535.SH,801080.SI,电子,20230925,,2023-09-25,
688536.SH,801080.SI,电子,20230925,,2023-09-25,
688538.SH,801080.SI,电子,20230925,,2023-09-25,
688539.SH,801080.SI,电子,20230925,,2023-09-25,
688545.SH,801080.SI,电子,20250206,,2025-02-06,
688548.SH,801080.SI,电子,20230925,,2023-09-25,
688549.SH,801080.SI,电子,20230925,,2023-09-25,
688550.SH,801080.SI,电子,20230925,,2023-09-25,
688582.SH,801080.SI,电子,20230925,,2023-09-25,
688584.SH,801080.SI,电子,20240223,,2024-02-23,
688589.SH,801080.SI,电子,20230925,,2023-09-25,
688591.SH,801080.SI,电子,20230925,,2023-09-25,
688593.SH,801080.SI,电子,20230925,,2023-09-25,
688595.SH,801080.SI,电子,20230925,,2023-09-25,
688601.SH,801080.SI,电子,20230925,,2023-09-25,
688602.SH,801080.SI,电子,20230925,20240730,2023-09-25,2024-07-30
688603.SH,801080.SI,电子,20230925,,2023-09-25,
688605.SH,801080.SI,电子,20241219,,2024-12-19,
688608.SH,801080.SI,电子,20230925,,2023-09-25,
688620.SH,801080.SI,电子,20230925,,2023-09-25,
688652.SH,801080.SI,电子,20231206,,2023-12-06,
688653.SH,801080.SI,电子,20231124,,2023-11-24,
688655.SH,801080.SI,电子,20230925,,2023-09-25,
688661.SH,801080.SI,电子,20230925,,2023-09-25,
