ts_code,report_period,ann_date,update_flag,revenue,n_income_attr_p
002610.SZ,20180331,20180428,0,1000421001.3,14430907.09
002610.SZ,20180630,20180821,0,2491718745.5,69008692.82
002610.SZ,20180930,20181022,0,3670839136.54,134128665.79
002610.SZ,20180930,20181022,1,3670839136.54,134128665.79
002610.SZ,20181231,20190423,0,4842707329.51,125342472.05
002610.SZ,20181231,20190423,1,4842707329.51,125342472.05
002610.SZ,20190331,20190426,0,1163392855.56,11888459.7
002610.SZ,20190630,20190827,0,2513548410.82,37095305.44
002610.SZ,20190630,20190827,1,2513548410.82,37095305.44
002610.SZ,20190930,20191031,1,3788090554.13,55880608.55
002610.SZ,20191231,20200430,0,5126010313.44,-1611705676.59
002610.SZ,20191231,20200430,1,5126010313.44,-1611705676.59
002610.SZ,20200331,20200430,0,699314280.35,7786001.43
002610.SZ,20200331,20200430,1,699314280.35,7786001.43
002610.SZ,20200630,20200831,0,1739596190.41,26963770.68
002610.SZ,20200630,20200831,1,1739596190.41,26963770.68
002610.SZ,20200930,20201028,0,2433690827.85,11929924.71
002610.SZ,20200930,20201028,1,2433690827.85,11929924.71
002610.SZ,20201231,20210430,0,3016317076.72,22079747.37
002610.SZ,20201231,20210430,1,3016317076.72,22079747.37
002610.SZ,20210331,20210430,1,447285163.26,7474591.35
002610.SZ,20210630,20210828,1,1267602908.4,-66718908.0
002610.SZ,20210930,20211016,0,2027253157.65,-120004283.92
002610.SZ,20210930,20211016,1,2027253157.65,-120004283.92
002610.SZ,20211231,20220414,0,2531045711.81,-406044783.9
002610.SZ,20211231,20220414,1,2531045711.81,-406044783.9
002610.SZ,20220331,20220420,1,989790180.25,-22952598.96
002610.SZ,20220630,20220830,1,2413222339.88,-159546487.64
002610.SZ,20220930,20221031,1,4323928550.52,-272262442.93
002610.SZ,20221231,20230425,0,6690548250.14,-833698135.73
002610.SZ,20221231,20230425,1,6690548250.14,-833698135.73
002610.SZ,20230331,20230425,1,1243645386.64,32593520.29
002610.SZ,20230630,20230828,0,2821557870.0,46161297.73
002610.SZ,20230630,20230828,1,2821557870.0,46161297.73
002610.SZ,20230930,20231031,0,3717056189.58,20228424.83
002610.SZ,20230930,20231031,1,3717056189.58,20228424.83
002610.SZ,20231231,20240430,0,4661979060.04,-826435158.51
002610.SZ,20231231,20240430,1,4661979060.04,-826435158.51
002610.SZ,20240331,20240430,0,634219040.61,-212999881.42
002610.SZ,20240331,20240430,1,634219040.61,-212999881.42
002610.SZ,20240630,20240831,1,1295537198.1,-599214759.09
002611.SZ,20171231,20180426,0,4684845398.24,490498337.12
002611.SZ,20180331,20180428,0,854251183.72,11917705.39
002611.SZ,20180630,20180830,0,2264849227.98,206814702.42
002611.SZ,20180930,20181030,0,3605705834.31,346030254.32
002611.SZ,20180930,20181030,1,3605705834.31,346030254.32
002611.SZ,20181231,20190417,0,6621349618.4,-3875995219.91
002611.SZ,20181231,20190417,1,6621349618.4,-3875995219.91
002611.SZ,20190331,20190430,0,1199609998.96,26225836.51
002611.SZ,20190630,20190823,0,4391349294.89,182391136.39
002611.SZ,20190630,20190823,1,4391349294.89,182391136.39
002611.SZ,20190930,20191031,1,7752165890.42,395182302.41
002611.SZ,20191231,20200428,0,9973503602.19,1838018805.5
002611.SZ,20191231,20200428,1,9973503602.19,1838018805.5
002611.SZ,20200331,20200430,0,618374944.67,47491377.77
002611.SZ,20200331,20200430,1,618374944.67,47491377.77
002611.SZ,20200630,20200828,0,1177491225.13,127198462.09
002611.SZ,20200630,20200828,1,1177491225.13,127198462.09
002611.SZ,20200930,20201029,0,1951958904.48,225718052.39
002611.SZ,20200930,20201029,1,1951958904.48,225718052.39
002611.SZ,20201231,20210330,0,2916270143.13,389180624.08
002611.SZ,20201231,20210330,1,2916270143.13,389180624.08
002611.SZ,20210331,20210420,1,636432223.23,64628103.9
002611.SZ,20210630,20210727,1,1400558964.18,191117520.46
002611.SZ,20210930,20211029,0,2471728553.53,320871722.1
002611.SZ,20210930,20211029,1,2471728553.53,320871722.1
002611.SZ,20211231,20220315,0,3524734783.94,467333661.79
002611.SZ,20211231,20220315,1,3524734783.94,467333661.79
002611.SZ,20220331,20220420,1,636006580.11,37109411.15
002611.SZ,20220630,20220727,1,1535615634.26,148199917.83
002611.SZ,20220930,20221026,1,2430877101.51,172317292.32
002611.SZ,20221231,20230328,0,3892708509.64,447177897.38
002611.SZ,20221231,20230328,1,3892708509.64,447177897.38
002611.SZ,20230331,20230422,1,907101141.8,84973342.92
002611.SZ,20230630,20230726,1,2082606453.72,206149605.3
002611.SZ,20230930,20231024,1,3326262408.67,271859637.24
002611.SZ,20231231,20240328,1,4745737321.83,433240237.44
002611.SZ,20240331,20240426,1,935144681.91,44642460.24
002611.SZ,20240630,20240726,1,2161188907.4,163880472.14
002611.SZ,20240930,20241026,1,3305840317.6,330043615.16
002612.SZ,20171231,20180331,0,2353265951.4,187571319.95
002612.SZ,20180331,20180428,0,645702079.45,60332100.9
002612.SZ,20180630,20180825,0,1297695924.77,111662433.65
002612.SZ,20180930,20181030,0,1996087615.61,184654872.43
002612.SZ,20181231,20190312,0,2661549902.78,210453089.65
002612.SZ,20181231,20190312,1,2661549902.78,210453089.65
002612.SZ,20190331,20190427,0,721769552.24,52767437.94
002612.SZ,20190630,20190824,0,1397820308.75,89125335.61
002612.SZ,20190930,20191024,0,2128903462.64,157113033.9
002612.SZ,20190930,20191024,1,2128903462.64,157113033.9
002612.SZ,20191231,20200421,0,3007255155.4,58778676.12
002612.SZ,20191231,20200421,1,3007255155.4,58778676.12
002612.SZ,20200331,20200430,0,586527134.59,-3174066.09
002612.SZ,20200331,20200430,1,586527134.59,-3174066.09
002612.SZ,20200630,20200825,0,1228944523.16,-2876972.49
002612.SZ,20200630,20200825,1,1228944523.16,-2876972.49
002612.SZ,20200930,20201030,0,1996695846.24,49993654.67
002612.SZ,20200930,20201030,1,1996695846.24,49993654.67
002612.SZ,20201231,20210424,0,2876436729.73,142036818.79
002612.SZ,20201231,20210424,1,2876436729.73,142036818.79
002612.SZ,20210331,20210429,1,891900081.96,35205507.6
002612.SZ,20210630,20210818,1,1789364406.53,93316896.92
002612.SZ,20210930,20211030,0,2650707735.25,158016129.27
002612.SZ,20210930,20211030,1,2650707735.25,158205324.17
002612.SZ,20211231,20220423,0,3665214566.43,187448945.78
002612.SZ,20211231,20220423,1,3665214566.43,187448945.78
002612.SZ,20220331,20220430,0,894198872.48,-2241766.13
002612.SZ,20220331,20220430,1,894198872.48,-2241766.13
002612.SZ,20220630,20220816,1,1809127134.78,9248833.56
002612.SZ,20220930,20221029,1,2664182457.51,17524563.71
002612.SZ,20221231,20230401,0,3878277824.69,16075940.08
002612.SZ,20221231,20230401,1,3878277824.69,16075940.08
002612.SZ,20230331,20230429,1,1139399566.72,62049136.05
002612.SZ,20230630,20230830,0,2312932702.11,134159727.91
002612.SZ,20230630,20230830,1,2312932702.11,134159727.91
002612.SZ,20230930,20231031,1,3693785350.45,193900575.79
002612.SZ,20231231,20240423,1,5145464417.08,225081500.12
002612.SZ,20240331,20240430,1,1399924809.17,82171699.62
002612.SZ,20240630,20240829,0,2688923889.57,151743006.58
002612.SZ,20240630,20240829,1,2688923889.57,151743006.58
002612.SZ,20240930,20241026,1,4177866888.21,209248610.54
002613.SZ,20171231,20180420,0,1133983049.37,-59261038.32
002613.SZ,20180331,20180424,0,258817054.97,80218600.91
002613.SZ,20180630,20180825,0,624597969.89,76169410.58
002613.SZ,20180930,20181023,0,1015692192.86,77958150.35
002613.SZ,20180930,20181023,1,1015692192.86,77958150.35
002613.SZ,20181231,20190426,0,1015364800.87,37246976.86
002613.SZ,20181231,20190426,1,1015364800.87,37246976.86
002613.SZ,20190331,20190426,0,205541194.23,-15730778.39
002613.SZ,20190630,20190822,0,482548903.92,-5779723.67
002613.SZ,20190630,20190822,1,482548903.92,-5779723.67
002613.SZ,20190930,20191024,0,817319242.65,9403891.67
002613.SZ,20190930,20191024,1,817319242.65,9403891.67
002613.SZ,20191231,20200428,0,1094668741.78,26628355.65
002613.SZ,20191231,20200428,1,1094668741.78,26628355.65
002613.SZ,20200331,20200428,0,151601565.04,5475051.96
002613.SZ,20200331,20200428,1,151601565.04,5475051.96
002613.SZ,20200630,20200829,0,462752001.21,25271740.37
002613.SZ,20200630,20200829,1,462752001.21,25271740.37
002613.SZ,20200930,20201023,0,752042727.53,15362779.56
002613.SZ,20200930,20201023,1,752042727.53,15362779.56
002613.SZ,20201231,20210429,0,1065336556.88,13632132.99
002613.SZ,20201231,20210429,1,1065336556.88,13632132.99
002613.SZ,20210331,20210429,1,289980580.3,1935428.07
002613.SZ,20210630,20210831,1,701888451.22,11359646.44
002613.SZ,20210930,20211026,1,1068209527.52,20829463.99
002613.SZ,20211231,20220423,0,1699049058.97,54904198.15
002613.SZ,20211231,20220423,1,1699049058.97,54904198.15
002613.SZ,20220331,20220430,0,382169834.6,14340225.57
002613.SZ,20220331,20220430,1,382169834.6,14340225.57
002613.SZ,20220630,20220826,1,729347900.99,23746244.26
002613.SZ,20220930,20221028,1,1143406623.42,28855088.2
002613.SZ,20221231,20230427,1,1496187606.2,35528552.37
002613.SZ,20230331,20230427,1,371547959.67,29419146.94
002613.SZ,20230630,20230830,1,879154555.71,79985213.8
002613.SZ,20230930,20231031,1,1272196326.73,90476176.14
002613.SZ,20231231,20240427,0,1655141668.77,82668740.77
002613.SZ,20231231,20240427,1,1655141668.77,82668740.77
002613.SZ,20240331,20240427,0,404675167.75,44101632.57
002613.SZ,20240331,20240427,1,404675167.75,44101632.57
002613.SZ,20240630,20240830,1,807907878.8,70680246.21
002613.SZ,20240930,20241030,1,1225718015.79,93381730.06
002614.SZ,20171231,20180426,0,4293808652.95,345180248.17
002614.SZ,20180331,20180426,0,1033968291.87,28445560.06
002614.SZ,20180630,20180829,0,2208674302.8,144030200.36
002614.SZ,20180930,20181030,0,3778302073.0,309062376.76
002614.SZ,20180930,20181030,1,3778302073.0,309062376.76
002614.SZ,20181231,20190426,0,5447030714.43,439121842.1
002614.SZ,20181231,20190426,1,5447030714.43,439121842.1
002614.SZ,20190331,20190426,0,1242651215.91,36998713.93
002614.SZ,20190630,20190828,0,2451906049.09,104903005.95
002614.SZ,20190930,20191029,0,3809751898.07,206166737.97
002614.SZ,20190930,20191029,1,3809751898.07,206166737.97
002614.SZ,20191231,20200428,0,5276271252.16,281477759.5
002614.SZ,20191231,20200428,1,5276271252.16,281477759.5
002614.SZ,20200331,20200428,0,1021166229.13,-31234911.78
002614.SZ,20200331,20200428,1,1021166229.13,-31234911.78
002614.SZ,20200630,20200826,0,2786334397.11,149053695.15
002614.SZ,20200630,20200826,1,2786334397.11,149053695.15
002614.SZ,20200930,20201029,0,4746075693.2,327163421.09
002614.SZ,20200930,20201029,1,4746075693.2,327163421.09
002614.SZ,20201231,20210331,0,7049158351.67,459226985.61
002614.SZ,20201231,20210331,1,7049158351.67,459226985.61
002614.SZ,20210331,20210428,1,2069687733.48,105664402.7
002614.SZ,20210630,20210827,1,3938281120.73,266325928.14
002614.SZ,20210930,20211027,0,5787350691.77,316730883.7
002614.SZ,20210930,20211027,1,5787350691.77,316730883.7
002614.SZ,20211231,20220428,0,7926722192.23,458358173.45
002614.SZ,20211231,20220428,1,7926722192.23,458358173.45
002614.SZ,20220331,20220428,0,1583612144.34,27687468.03
002614.SZ,20220331,20220428,1,1583612144.34,27687468.03
002614.SZ,20220630,20220825,1,3153318032.81,13363149.05
002614.SZ,20220930,20221028,0,4696273953.81,68452463.96
002614.SZ,20220930,20221028,1,4696273953.81,68452463.96
002614.SZ,20221231,20230427,1,6024336706.63,102022883.31
002614.SZ,20230331,20230427,0,1182959019.74,19158027.94
002614.SZ,20230331,20230427,1,1182959019.74,19158027.94
002614.SZ,20230630,20230830,1,2344426336.73,42204746.19
002614.SZ,20230930,20231028,1,3751674480.42,95106413.97
002614.SZ,20231231,20240427,1,5030460330.75,103203187.17
002614.SZ,20240331,20240427,1,1051117744.65,4996914.97
002614.SZ,20240630,20240830,1,2202582806.89,23708888.35
002614.SZ,20240930,20241030,0,3434508144.34,51005484.55
002614.SZ,20240930,20241030,1,3434508144.34,51005484.55
002615.SZ,20171231,20180328,0,1439149376.34,109801125.05
002615.SZ,20180331,20180424,0,391983754.75,11974906.93
002615.SZ,20180630,20180822,0,863009488.78,49584620.91
002615.SZ,20180930,20181031,0,1330012947.6,81943486.34
002615.SZ,20180930,20181031,1,1330012947.6,81943486.34
002615.SZ,20181231,20190423,0,1794294913.73,99367625.54
002615.SZ,20181231,20190423,1,1794294913.73,99367625.54
002615.SZ,20190331,20190423,0,394479269.17,12832637.24
002615.SZ,20190630,20190831,0,846096507.67,53484252.41
002615.SZ,20190630,20190831,1,846096507.67,53484252.41
002615.SZ,20190930,20191029,0,1337315270.1,90811528.07
002615.SZ,20190930,20191029,1,1337315270.1,90811528.07
002615.SZ,20191231,20200428,0,1793743645.56,55116654.45
002615.SZ,20191231,20200428,1,1793743645.56,55116654.45
002615.SZ,20200331,20200428,0,238521480.38,-22653912.84
002615.SZ,20200331,20200428,1,238521480.38,-22653912.84
002615.SZ,20200630,20200828,0,537381595.35,-31249917.11
002615.SZ,20200630,20200828,1,537381595.35,-31249917.11
002615.SZ,20200930,20201031,0,1005993041.45,-13914629.84
002615.SZ,20200930,20201031,1,1005993041.45,-13914629.84
002615.SZ,20201231,20210429,0,1491938670.47,-28309112.87
002615.SZ,20201231,20210429,1,1491938670.47,-28309112.87
002615.SZ,20210331,20210429,1,488829503.96,25568451.91
002615.SZ,20210630,20210820,1,1073331249.05,56685102.13
002615.SZ,20210930,20211029,0,1660984709.8,91835159.77
002615.SZ,20210930,20211029,1,1660984709.8,91835159.77
002615.SZ,20211231,20220426,0,2388910164.4,135503181.48
002615.SZ,20211231,20220426,1,2388910164.4,135503181.48
002615.SZ,20220331,20220426,0,565442424.94,30809592.31
002615.SZ,20220331,20220426,1,565442424.94,30809592.31
002615.SZ,20220630,20220830,1,1295635678.14,127141177.93
002615.SZ,20220930,20221031,1,1898195890.07,180173718.06
002615.SZ,20221231,20230425,0,2427898611.02,205906580.15
002615.SZ,20221231,20230425,1,2427898611.02,205906580.15
002615.SZ,20230331,20230425,1,362454982.3,3570843.9
002615.SZ,20230630,20230815,1,936734038.4,45557724.85
002615.SZ,20230930,20231014,1,1706032065.81,152978979.97
002615.SZ,20231231,20240402,1,2407120446.72,249782380.5
002615.SZ,20240331,20240430,0,574779502.43,31479632.06
002615.SZ,20240331,20240430,1,574779502.43,31479632.06
002615.SZ,20240630,20240827,1,1392760924.82,128661809.97
002615.SZ,20240930,20241028,1,2367389237.9,224932503.39
002616.SZ,20171231,20180327,0,1892681694.89,87580351.95
002616.SZ,20180331,20180428,0,415471929.59,20167187.28
002616.SZ,20180630,20180828,0,846959556.94,31024083.35
002616.SZ,20180930,20181024,0,1477881955.93,97170827.43
002616.SZ,20180930,20181024,1,1477881955.93,97170827.43
002616.SZ,20181231,20190228,0,2007166379.24,166812740.54
002616.SZ,20181231,20190228,1,2007166379.24,166812740.54
002616.SZ,20190331,20190426,0,487484465.37,48036661.99
002616.SZ,20190630,20190827,0,992015397.0,95632843.95
002616.SZ,20190630,20190827,1,992015397.0,95632843.95
002616.SZ,20190930,20191030,0,1788960034.34,193432183.55
002616.SZ,20190930,20191030,1,1788960034.34,193432183.55
002616.SZ,20191231,20200428,0,2498156448.97,295218365.69
002616.SZ,20191231,20200428,1,2498156448.97,295218365.69
002616.SZ,20200331,20200429,0,500607928.99,52703433.35
002616.SZ,20200331,20200429,1,500607928.99,52703433.35
002616.SZ,20200630,20200828,0,1214138707.79,146389922.92
002616.SZ,20200630,20200828,1,1214138707.79,146389922.92
002616.SZ,20200930,20201029,0,2105863383.35,262923228.01
002616.SZ,20200930,20201029,1,2105863383.35,262923228.01
002616.SZ,20201231,20210331,0,3022380872.43,350381888.04
002616.SZ,20201231,20210331,1,3022380872.43,350381888.04
002616.SZ,20210331,20210429,1,627844089.67,48680943.61
002616.SZ,20210630,20210831,1,1172553873.87,78302190.21
002616.SZ,20210930,20211030,0,1788384080.34,31231162.27
002616.SZ,20210930,20211030,1,1788384080.34,31231162.27
002616.SZ,20211231,20220331,0,2651221583.61,-159289914.39
002616.SZ,20211231,20220331,1,2651221583.61,-159289914.39
002616.SZ,20220331,20220430,0,829209765.28,4379865.45
002616.SZ,20220331,20220430,1,829209765.28,4379865.45
002616.SZ,20220630,20220831,1,1626611804.08,4581383.31
002616.SZ,20220930,20221031,1,2394420829.47,-15709058.51
002616.SZ,20221231,20230228,0,3424223077.29,76398919.73
002616.SZ,20221231,20230228,1,3424223077.29,76398919.73
002616.SZ,20230331,20230429,1,946724356.99,16100489.96
002616.SZ,20230630,20230830,0,1963141129.73,76770338.84
002616.SZ,20230630,20230830,1,1963141129.73,76770338.84
002616.SZ,20230930,20231030,1,2935628603.25,112975633.88
002616.SZ,20231231,20240330,1,3966398291.2,159026029.46
002616.SZ,20240331,20240430,1,993649730.58,55993847.24
002616.SZ,20240630,20240827,1,1906005899.0,82492756.02
002616.SZ,20240930,20241031,1,2789429178.22,123028214.57
002617.SZ,20171231,20180306,0,3244834457.48,308389409.55
002617.SZ,20180331,20180425,0,805223018.94,72813014.07
002617.SZ,20180630,20180824,0,1913928835.18,140473841.27
002617.SZ,20180930,20181024,0,2578774316.26,162775260.7
002617.SZ,20180930,20181024,1,2578774316.26,162775260.7
002617.SZ,20181231,20190430,0,3020028819.32,-973219577.23
002617.SZ,20181231,20190430,1,3020028819.32,-973219577.23
002617.SZ,20190331,20190430,0,464837887.66,26933630.46
002617.SZ,20190630,20190829,0,1258756272.24,151215067.02
002617.SZ,20190630,20190829,1,1258756272.24,151215067.02
002617.SZ,20190930,20191031,1,1846263413.47,221966910.19
002617.SZ,20191231,20200428,0,2452133315.73,36169888.13
002617.SZ,20191231,20200428,1,2452133315.73,36169888.13
002617.SZ,20200331,20200428,0,492142455.38,80673019.57
002617.SZ,20200331,20200428,1,492142455.38,80673019.57
002617.SZ,20200630,20200828,0,1144551133.01,151352628.33
002617.SZ,20200630,20200828,1,1144551133.01,151352628.33
002617.SZ,20200930,20201031,0,1912532577.12,190977916.51
002617.SZ,20200930,20201031,1,1912532577.12,190977916.51
002617.SZ,20201231,20210429,0,2848368807.53,129796309.25
002617.SZ,20201231,20210429,1,2848368807.53,129796309.25
002617.SZ,20210331,20210429,1,875881009.95,90398647.46
002617.SZ,20210630,20210831,1,1854957052.53,160879290.47
002617.SZ,20210930,20211028,1,2676252789.84,165348526.95
002617.SZ,20211231,20220430,0,3553227999.23,66750737.96
002617.SZ,20211231,20220430,1,3553227999.23,66750737.96
002617.SZ,20220331,20220430,0,809576712.58,-31402751.49
002617.SZ,20220331,20220430,1,809576712.58,-31402751.49
002617.SZ,20220630,20220831,1,1762899360.5,-33597480.06
002617.SZ,20220930,20221026,0,2591191332.16,-59218707.17
002617.SZ,20220930,20221026,1,2591191332.16,-59218707.17
002617.SZ,20221231,20230331,0,3341842257.97,-255813869.48
002617.SZ,20221231,20230331,1,3341842257.97,-255813869.48
002617.SZ,20230331,20230429,1,579209800.19,45039501.79
002617.SZ,20230630,20230824,1,1304463430.62,111283698.29
002617.SZ,20230930,20231031,1,2083987807.37,188680574.25
002617.SZ,20231231,20240418,1,2772314904.25,130954872.38
002617.SZ,20240331,20240429,1,778118196.69,80411680.91
002617.SZ,20240630,20240829,1,1898822384.66,180365239.05
002617.SZ,20240930,20241028,1,2783795661.0,234060348.27
002618.SZ,20171231,20180428,0,317158467.26,25373613.21
002618.SZ,20180331,20180428,0,72125059.4,4315837.05
002618.SZ,20180630,20180823,0,167579395.45,16838693.19
002618.SZ,20180930,20181025,0,249781252.33,25132503.2
002618.SZ,20180930,20181025,1,249781252.33,25132503.2
002618.SZ,20181231,20190426,0,343586590.45,25415213.78
002618.SZ,20181231,20190426,1,343586590.45,25415213.78
002618.SZ,20190331,20190430,0,72082159.73,2425146.2
002618.SZ,20190630,20190828,0,169248228.02,13379669.04
002618.SZ,20190630,20190828,1,169248228.02,13379669.04
002618.SZ,20190930,20191023,0,274978754.87,23456023.75
002618.SZ,20190930,20191023,1,274978754.87,23456023.75
002618.SZ,20191231,20200630,0,347148108.89,17335035.4
002618.SZ,20191231,20200630,1,347148108.89,17335035.4
002618.SZ,20200331,20200430,1,7520824.77,-28073375.98
002618.SZ,20200630,20200827,0,21684896.93,-67252408.3
002618.SZ,20200630,20200827,1,21684896.93,-67252408.3
002618.SZ,20200930,20201017,0,34706515.62,-122266086.09
002618.SZ,20200930,20201017,1,34706515.62,-122266086.09
002618.SZ,20201231,20210429,0,48724451.45,-811050121.78
002618.SZ,20201231,20210429,1,48724451.45,-811050121.78
002618.SZ,20210331,20210429,0,12607380.58,-55852399.98
002618.SZ,20210331,20210429,1,12607380.58,-55852399.98
002618.SZ,20210630,20210826,1,27820944.99,-102099309.08
002618.SZ,20210930,20211028,0,49322646.22,-171375793.26
002618.SZ,20210930,20211028,1,49322646.22,-171375793.26
002618.SZ,20211231,20220430,0,116244702.53,-221147198.74
002618.SZ,20211231,20220430,1,116244702.53,-221147198.74
002618.SZ,20220331,20220430,0,5742620.08,-49795545.87
002618.SZ,20220331,20220430,1,5742620.08,-49795545.87
002618.SZ,20220630,20220901,1,14102831.58,-99317919.87
002618.SZ,20221231,20230429,0,24737631.43,-214505480.42
002618.SZ,20221231,20230429,1,24737631.43,-214505480.42
002618.SZ,20230630,20231101,0,3677876.54,-93893332.75
002618.SZ,20230630,20231101,1,3677876.54,-93893332.75
002618.SZ,20231231,20240605,1,9589026.15,-310815562.64
002618.SZ,20240630,20240831,1,3872109.72,-76809348.08
002619.SZ,20171231,20180426,0,845085867.44,413970919.87
002619.SZ,20180331,20180426,0,176698579.14,122823848.69
002619.SZ,20180630,20180831,0,346394665.96,263700426.86
002619.SZ,20180930,20181026,0,548239759.39,350272511.58
002619.SZ,20180930,20181026,1,548239759.39,350272511.58
002619.SZ,20181231,20190429,0,829292019.11,669695738.59
002619.SZ,20181231,20190429,1,829292019.11,669695738.59
002619.SZ,20190331,20190429,0,187514456.94,104210752.3
002619.SZ,20190630,20190829,0,349679129.03,179721492.86
002619.SZ,20190630,20190829,1,349679129.03,179721492.86
002619.SZ,20190930,20191028,0,522645248.35,241289358.26
002619.SZ,20190930,20191028,1,522645248.35,241289358.26
002619.SZ,20191231,20200424,0,553665412.1,-2555118592.99
002619.SZ,20191231,20200424,1,553665412.1,-2555118592.99
002619.SZ,20200331,20200424,0,93695949.28,62318674.36
002619.SZ,20200331,20200424,1,93695949.28,62318674.36
002619.SZ,20200630,20200828,0,157299977.15,37400304.52
002619.SZ,20200630,20200828,1,157299977.15,37400304.52
002619.SZ,20200930,20201026,0,203152269.23,33814931.78
002619.SZ,20200930,20201026,1,203152269.23,33814931.78
002619.SZ,20201231,20210429,0,181897280.41,-1247326766.72
002619.SZ,20201231,20210429,1,181897280.41,-1247326766.72
002619.SZ,20210331,20210429,0,18826459.97,-23151326.43
002619.SZ,20210331,20210429,1,18826459.97,-23151326.43
002619.SZ,20210630,20210819,1,35867146.57,-45326216.9
002619.SZ,20210930,20211026,0,44915506.6,-78896345.96
002619.SZ,20210930,20211026,1,44915506.6,-78896345.96
002619.SZ,20211231,20220823,0,14434675.08,-807244263.62
002619.SZ,20211231,20220823,1,14434675.08,-807244263.62
002619.SZ,20220331,20220823,0,117155.65,-5327910.36
002620.SZ,20171231,20180426,0,3006438721.24,132536580.33
002620.SZ,20180331,20180426,0,797487999.86,42459561.76
002620.SZ,20180630,20180827,0,1722023720.93,92628010.66
002620.SZ,20180930,20181025,0,2595785892.88,122885883.76
002620.SZ,20181231,20190427,0,3613862347.42,147713262.04
002620.SZ,20181231,20190427,1,3613862347.42,147713262.04
002620.SZ,20190331,20190427,0,860051747.16,47214861.65
002620.SZ,20190630,20190829,0,1756456476.26,95105388.69
002620.SZ,20190930,20191030,0,2680698968.26,141051418.27
002620.SZ,20190930,20191030,1,2680698968.26,141051418.27
002620.SZ,20191231,20200429,0,3817998179.36,156185147.87
002620.SZ,20191231,20200429,1,3817998179.36,156185147.87
002620.SZ,20200331,20200429,0,434308710.85,1908760.34
002620.SZ,20200331,20200429,1,434308710.85,1908760.34
002620.SZ,20200630,20200827,0,1431998625.56,51810076.41
002620.SZ,20200630,20200827,1,1431998625.56,51810076.41
002620.SZ,20200930,20201028,0,2554377217.95,122786367.39
002620.SZ,20200930,20201028,1,2554377217.95,122786367.39
002620.SZ,20201231,20210429,0,3763882372.44,147864814.14
002620.SZ,20201231,20210429,1,3763882372.44,147864814.14
002620.SZ,20210331,20210429,0,715240351.18,23085856.62
002620.SZ,20210331,20210429,1,715240351.18,23085856.62
002620.SZ,20210630,20210827,1,1679663804.9,53278054.32
002620.SZ,20210930,20211030,0,2574936711.98,16307389.87
002620.SZ,20210930,20211030,1,2574936711.98,16307389.87
002620.SZ,20211231,20220430,0,3517414463.39,-1842965729.5
002620.SZ,20211231,20220430,1,3517414463.39,-1842965729.5
002620.SZ,20220331,20220430,0,504843399.29,9679035.99
002620.SZ,20220331,20220430,1,504843399.29,9679035.99
002620.SZ,20220630,20220831,1,1090613172.02,5346508.25
002620.SZ,20220930,20221028,0,1668820306.42,-37988233.8
002620.SZ,20220930,20221028,1,1668820306.42,-37988233.8
002620.SZ,20221231,20230428,1,2149564670.44,9620486.25
002620.SZ,20230331,20230428,1,336471406.8,1112082.06
002620.SZ,20230630,20230830,0,724202770.82,-8824425.05
002620.SZ,20230630,20230830,1,724202770.82,-8824425.05
002620.SZ,20230930,20231028,0,1189849335.13,-81981202.8
002620.SZ,20230930,20231028,1,1189849335.13,-81981202.8
002620.SZ,20231231,20240430,1,1551943228.6,-372593261.9
002620.SZ,20240331,20240430,1,222083523.82,-17621376.38
002620.SZ,20240630,20240831,1,412208194.4,-82573322.77
002620.SZ,20240930,20241031,1,588219783.2,-108338015.87
002621.SZ,20171231,20180425,0,177168879.23,18354447.6
002621.SZ,20180331,20180425,0,38879780.82,1732173.68
002621.SZ,20180630,20180822,0,97554691.64,7589331.59
002621.SZ,20180630,20180822,1,97554691.64,7589331.59
002621.SZ,20180930,20181025,0,158565508.05,13394438.92
002621.SZ,20180930,20181025,1,158565508.05,13394438.92
002621.SZ,20181231,20190417,0,265356399.69,31551543.65
002621.SZ,20181231,20190417,1,265356399.69,31551543.65
002621.SZ,20190331,20190429,0,123693349.23,16893982.79
002621.SZ,20190630,20190829,0,276553764.31,34270803.47
002621.SZ,20190930,20191025,0,481637713.5,83455782.87
002621.SZ,20190930,20191025,1,481637713.5,83455782.87
002621.SZ,20191231,20200429,0,629819433.65,119706651.8
002621.SZ,20191231,20200429,1,629819433.65,119706651.8
002621.SZ,20200331,20200429,0,57488422.96,-4713288.46
002621.SZ,20200331,20200429,1,57488422.96,-4713288.46
002621.SZ,20200630,20200828,0,126877611.5,-22818194.3
002621.SZ,20200630,20200828,1,126877611.5,-22818194.3
002621.SZ,20200930,20201029,0,266268314.4,102078299.71
002621.SZ,20200930,20201029,1,266268314.4,102078299.71
002621.SZ,20201231,20210426,0,356412836.41,-478125236.76
002621.SZ,20201231,20210426,1,356412836.41,-478125236.76
002621.SZ,20210331,20210428,1,80094302.03,7591136.39
002621.SZ,20210630,20210826,1,174892743.78,33093652.44
002621.SZ,20210930,20211028,1,261413264.38,37939959.16
002621.SZ,20211231,20220428,0,336413721.21,-198144721.6
002621.SZ,20211231,20220428,1,336413721.21,-198144721.6
002621.SZ,20220331,20220428,0,44685602.36,-11677145.22
002621.SZ,20220331,20220428,1,44685602.36,-11677145.22
002621.SZ,20220630,20220830,1,85011404.05,-48972747.07
