model,signal_date,horizon_days,group,n_signals,mean_fwd_return_pct,median_fwd_return_pct
Model2,2023-07-21,10,non_selected,94,3.009,3.037
Model2,2023-07-21,20,selected_Top10,10,-6.17,-6.124
Model2,2023-07-21,20,non_selected,94,-4.339,-4.156
Model2,2011-05-24,1,selected_Top10,10,-0.911,-0.936
Model2,2011-05-24,1,non_selected,4,-1.006,-1.13
Model2,2011-05-24,3,selected_Top10,10,-2.106,-1.76
Model2,2011-05-24,3,non_selected,4,-2.71,-2.655
Model2,2011-05-24,5,selected_Top10,10,-1.113,-0.658
Model2,2011-05-24,5,non_selected,4,-2.063,-2.117
Model2,2011-05-24,10,selected_Top10,10,-0.301,-0.155
Model2,2011-05-24,10,non_selected,4,-0.997,-0.826
Model2,2011-05-24,20,selected_Top10,10,-3.577,-3.083
Model2,2011-05-24,20,non_selected,4,-4.795,-4.855
Model2,2025-06-10,1,selected_Top10,10,0.726,0.328
Model2,2025-06-10,3,selected_Top10,10,-2.039,-2.694
Model2,2025-06-10,5,selected_Top10,10,-2.553,-3.158
Model2,2025-06-10,10,selected_Top10,10,-2.03,-2.957
Model2,2025-06-10,20,selected_Top10,10,-1.76,-2.748
Model2,2011-12-15,1,selected_Top10,10,1.961,1.845
Model2,2011-12-15,1,non_selected,22,2.204,1.845
Model2,2011-12-15,3,selected_Top10,10,1.252,1.354
Model2,2011-12-15,3,non_selected,22,1.612,1.454
Model2,2011-12-15,5,selected_Top10,10,-0.194,0.124
Model2,2011-12-15,5,non_selected,22,-0.516,-0.596
Model2,2011-12-15,10,selected_Top10,10,-1.58,-0.948
Model2,2011-12-15,10,non_selected,22,-1.385,-0.995
Model2,2011-12-15,20,selected_Top10,10,0.294,1.898
Model2,2011-12-15,20,non_selected,22,-0.82,-0.345
Model2,2010-06-30,1,selected_Top10,10,-1.196,-1.168
Model2,2010-06-30,3,selected_Top10,10,-1.595,-1.366
Model2,2010-06-30,5,selected_Top10,10,0.819,0.743
Model2,2010-06-30,10,selected_Top10,10,3.263,3.389
Model2,2010-06-30,20,selected_Top10,10,11.323,10.948
Model2,2022-03-08,1,selected_Top10,10,-1.148,-0.948
Model2,2022-03-08,1,non_selected,381,-1.186,-1.119
Model2,2022-03-08,3,selected_Top10,10,1.275,1.295
Model2,2022-03-08,3,non_selected,381,1.284,1.001
Model2,2022-03-08,5,selected_Top10,10,-5.535,-5.961
Model2,2022-03-08,5,non_selected,381,-5.332,-6.055
Model2,2022-03-08,10,selected_Top10,10,0.473,-0.272
Model2,2022-03-08,10,non_selected,381,0.396,-0.494
Model2,2022-03-08,20,selected_Top10,10,-1.803,-1.061
Model2,2022-03-08,20,non_selected,381,-1.938,-1.599
Model2,2015-02-06,1,selected_Top10,7,1.036,0.428
Model2,2015-02-06,3,selected_Top10,7,2.4,3.212
Model2,2015-02-06,5,selected_Top10,7,4.587,5.163
Model2,2015-02-06,10,selected_Top10,7,8.111,7.976
Model2,2015-02-06,20,selected_Top10,7,10.19,10.373
Model2,2024-08-22,1,selected_Top10,10,-0.159,-0.01
Model2,2024-08-22,1,non_selected,120,0.073,0.0
Model2,2024-08-22,3,selected_Top10,10,-1.008,-0.884
Model2,2024-08-22,3,non_selected,120,-0.748,-0.793
Model2,2024-08-22,5,selected_Top10,10,0.677,0.533
Model2,2024-08-22,5,non_selected,120,0.629,0.508
Model2,2024-08-22,10,selected_Top10,10,1.483,1.418
Model2,2024-08-22,10,non_selected,120,1.526,1.4
Model2,2024-08-22,20,selected_Top10,10,-2.171,-0.852
Model2,2024-08-22,20,non_selected,120,-1.632,-1.207
Model2,2013-11-08,1,selected_Top10,10,0.192,0.125
Model2,2013-11-08,1,non_selected,6,0.298,0.208
Model2,2013-11-08,3,selected_Top10,10,-0.941,-0.919
Model2,2013-11-08,3,non_selected,6,-1.199,-0.992
Model2,2013-11-08,5,selected_Top10,10,1.082,1.55
Model2,2013-11-08,5,non_selected,6,2.244,1.429
Model2,2013-11-08,10,selected_Top10,10,3.361,3.738
Model2,2013-11-08,10,non_selected,6,3.268,3.331
Model2,2013-11-08,20,selected_Top10,10,5.605,6.23
Model2,2013-11-08,20,non_selected,6,5.85,6.009
Model2,2020-09-10,1,selected_Top10,10,1.654,2.053
Model2,2020-09-10,1,non_selected,139,1.281,1.187
Model2,2020-09-10,3,selected_Top10,10,3.016,3.3
Model2,2020-09-10,3,non_selected,139,2.58,2.219
Model2,2020-09-10,5,selected_Top10,10,2.338,2.291
Model2,2020-09-10,5,non_selected,139,2.046,1.933
Model2,2020-09-10,10,selected_Top10,10,1.918,1.953
Model2,2020-09-10,10,non_selected,139,0.934,0.694
Model2,2020-09-10,20,selected_Top10,10,6.355,5.594
Model2,2020-09-10,20,non_selected,139,5.429,4.685
Model2,2024-11-25,1,selected_Top10,10,-0.433,-0.612
Model2,2024-11-25,1,non_selected,27,-0.129,-0.286
Model2,2024-11-25,3,selected_Top10,10,0.477,0.247
Model2,2024-11-25,3,non_selected,27,0.314,0.112
Model2,2024-11-25,5,selected_Top10,10,3.357,3.592
Model2,2024-11-25,5,non_selected,27,1.874,1.708
Model2,2024-11-25,10,selected_Top10,10,4.471,4.196
Model2,2024-11-25,10,non_selected,27,3.462,3.718
Model2,2024-11-25,20,selected_Top10,10,5.539,5.334
Model2,2024-11-25,20,non_selected,27,2.942,3.416
Model2,2008-06-12,1,selected_Top10,5,-2.728,-2.7
Model2,2008-06-12,3,selected_Top10,5,-6.536,-6.16
Model2,2008-06-12,5,selected_Top10,5,-9.888,-9.099
Model2,2008-06-12,10,selected_Top10,5,-2.778,-2.603
Model2,2008-06-12,20,selected_Top10,5,-1.799,-2.304
Model2,2021-02-24,1,selected_Top10,10,-1.267,-1.099
Model2,2021-02-24,1,non_selected,16,-0.99,-1.044
Model2,2021-02-24,3,selected_Top10,10,-0.203,-0.228
Model2,2021-02-24,3,non_selected,16,-0.162,-0.52
Model2,2021-02-24,5,selected_Top10,10,0.106,-0.017
Model2,2021-02-24,5,non_selected,16,-0.26,-0.552
Model2,2021-02-24,10,selected_Top10,10,-10.537,-11.024
Model2,2021-02-24,10,non_selected,16,-10.9,-11.142
Model2,2021-02-24,20,selected_Top10,10,-13.033,-12.733
Model2,2021-02-24,20,non_selected,16,-12.756,-12.604
Model2,2026-07-30,1,selected_Top10,10,5.484,5.337
Model2,2026-07-30,1,non_selected,32,6.353,6.712
Model2,2026-07-30,3,selected_Top10,10,12.626,13.347
Model2,2026-07-30,3,non_selected,32,11.248,10.897
Model2,2026-07-30,5,selected_Top10,10,14.432,16.287
Model2,2026-07-30,5,non_selected,32,12.734,12.755
Model2,2026-07-30,10,selected_Top10,10,17.443,18.776
Model2,2026-07-30,10,non_selected,32,12.945,11.864
Model2,2026-07-30,20,selected_Top10,10,15.745,17.774
Model2,2026-07-30,20,non_selected,32,8.963,7.042
Model2,2012-08-24,1,selected_Top10,5,-1.955,-2.065
Model2,2012-08-24,3,selected_Top10,5,-2.928,-2.765
Model2,2012-08-24,5,selected_Top10,5,-3.071,-3.111
Model2,2012-08-24,10,selected_Top10,5,2.337,1.986
Model2,2012-08-24,20,selected_Top10,5,-3.535,-4.659
Model2,2022-01-10,1,selected_Top10,10,-1.619,-1.61
Model2,2022-01-10,1,non_selected,2,-0.594,-0.594
Model2,2022-01-10,3,selected_Top10,10,-1.667,-1.547
Model2,2022-01-10,3,non_selected,2,-0.88,-0.88
Model2,2022-01-10,5,selected_Top10,10,0.464,0.948
Model2,2022-01-10,5,non_selected,2,-0.575,-0.575
Model2,2022-01-10,10,selected_Top10,10,-1.231,-0.324
Model2,2022-01-10,10,non_selected,2,-2.446,-2.446
Model2,2022-01-10,20,selected_Top10,10,-8.937,-9.293
Model2,2022-01-10,20,non_selected,2,-6.264,-6.264
Model2,2019-08-02,1,selected_Top10,10,-1.912,-1.96
Model2,2019-08-02,1,non_selected,9,-1.421,-1.586
Model2,2019-08-02,3,selected_Top10,10,-3.154,-3.284
Model2,2019-08-02,3,non_selected,9,-2.788,-3.147
Model2,2019-08-02,5,selected_Top10,10,-3.096,-3.827
Model2,2019-08-02,5,non_selected,9,-2.872,-3.338
Model2,2019-08-02,10,selected_Top10,10,-0.734,-1.505
Model2,2019-08-02,10,non_selected,9,-0.896,-1.028
Model2,2019-08-02,20,selected_Top10,10,2.646,0.364
Model2,2019-08-02,20,non_selected,9,2.356,1.026
Model2,2022-01-26,1,selected_Top10,10,-2.273,-2.169
Model2,2022-01-26,1,non_selected,84,-2.112,-1.965
Model2,2022-01-26,3,selected_Top10,10,-1.626,-1.542
Model2,2022-01-26,3,non_selected,84,-1.256,-1.264
Model2,2022-01-26,5,selected_Top10,10,-0.456,-0.499
Model2,2022-01-26,5,non_selected,84,0.2,0.286
Model2,2022-01-26,10,selected_Top10,10,-0.744,-0.462
Model2,2022-01-26,10,non_selected,84,-0.133,-0.3
Model2,2022-01-26,20,selected_Top10,10,0.465,1.05
Model2,2022-01-26,20,non_selected,84,0.44,1.096
Model2,2025-03-31,1,selected_Top10,10,0.409,0.311
Model2,2025-03-31,1,non_selected,149,0.428,0.41
Model2,2025-03-31,3,selected_Top10,10,-0.429,-0.003
Model2,2025-03-31,3,non_selected,149,-0.61,-0.731
Model2,2025-03-31,5,selected_Top10,10,-10.807,-10.784
Model2,2025-03-31,5,non_selected,149,-9.422,-9.221
Model2,2025-03-31,10,selected_Top10,10,-6.042,-5.538
Model2,2025-03-31,10,non_selected,149,-5.96,-6.151
Model2,2025-03-31,20,selected_Top10,10,-5.958,-5.193
Model2,2025-03-31,20,non_selected,149,-5.958,-5.76
Model2,2022-01-14,1,selected_Top10,10,0.767,0.852
Model2,2022-01-14,1,non_selected,110,0.759,0.664
Model2,2022-01-14,3,selected_Top10,10,1.115,1.196
Model2,2022-01-14,3,non_selected,110,1.385,1.149
Model2,2022-01-14,5,selected_Top10,10,1.429,1.763
Model2,2022-01-14,5,non_selected,110,1.287,1.421
Model2,2022-01-14,10,selected_Top10,10,-3.727,-3.073
Model2,2022-01-14,10,non_selected,110,-3.471,-3.099
Model2,2022-01-14,20,selected_Top10,10,-1.94,-1.625
Model2,2022-01-14,20,non_selected,110,-1.582,-1.621
Model2,2022-03-15,1,selected_Top10,10,4.103,4.221
Model2,2022-03-15,1,non_selected,331,3.366,3.301
Model2,2022-03-15,3,selected_Top10,10,6.783,6.851
Model2,2022-03-15,3,non_selected,331,6.382,6.25
Model2,2022-03-15,5,selected_Top10,10,6.655,7.089
Model2,2022-03-15,5,non_selected,331,6.306,6.047
Model2,2022-03-15,10,selected_Top10,10,4.42,3.842
Model2,2022-03-15,10,non_selected,331,3.599,3.351
Model2,2022-03-15,20,selected_Top10,10,4.951,5.379
Model2,2022-03-15,20,non_selected,331,2.805,4.256
Model2,2023-12-25,1,selected_Top10,10,-1.502,-1.135
Model2,2023-12-25,1,non_selected,32,-1.266,-1.203
Model2,2023-12-25,3,selected_Top10,10,0.694,0.7
Model2,2023-12-25,3,non_selected,32,1.25,1.608
Model2,2023-12-25,5,selected_Top10,10,0.761,0.738
Model2,2023-12-25,5,non_selected,32,1.549,1.315
Model2,2023-12-25,10,selected_Top10,10,-4.349,-2.85
Model2,2023-12-25,10,non_selected,32,-3.032,-2.814
Model2,2023-12-25,20,selected_Top10,10,-7.117,-4.481
Model2,2023-12-25,20,non_selected,32,-8.087,-7.462
Model2,2018-02-12,1,selected_Top10,10,1.294,1.291
Model2,2018-02-12,1,non_selected,34,1.353,1.384
Model2,2018-02-12,3,selected_Top10,10,3.544,3.874
Model2,2018-02-12,3,non_selected,34,3.047,3.378
Model2,2018-02-12,5,selected_Top10,10,5.333,5.318
Model2,2018-02-12,5,non_selected,34,4.735,4.922
Model2,2018-02-12,10,selected_Top10,10,2.304,2.427
Model2,2018-02-12,10,non_selected,34,1.854,1.588
Model2,2018-02-12,20,selected_Top10,10,3.038,3.239
Model2,2018-02-12,20,non_selected,34,2.365,2.554
Model2,2008-08-12,1,selected_Top10,5,0.34,0.694
Model2,2008-08-12,3,selected_Top10,5,0.653,0.559
Model2,2008-08-12,5,selected_Top10,5,-3.276,-3.791
Model2,2008-08-12,10,selected_Top10,5,-5.059,-4.785
Model2,2008-08-12,20,selected_Top10,5,-13.528,-13.095
Model2,2025-01-02,1,selected_Top10,10,-1.356,-1.3
Model2,2025-01-02,1,non_selected,564,-1.803,-1.518
Model2,2025-01-02,3,selected_Top10,10,-0.682,-0.757
Model2,2025-01-02,3,non_selected,564,-1.077,-1.091
Model2,2025-01-02,5,selected_Top10,10,-1.204,-1.111
Model2,2025-01-02,5,non_selected,564,-1.482,-1.472
Model2,2025-01-02,10,selected_Top10,10,-0.306,-0.321
Model2,2025-01-02,10,non_selected,564,-0.158,-0.323
Model2,2025-01-02,20,selected_Top10,10,3.948,3.081
Model2,2025-01-02,20,non_selected,564,4.91,3.378
Model2,2026-05-12,1,selected_Top10,10,-0.566,-0.696
Model2,2026-05-12,1,non_selected,1,-0.583,-0.583
Model2,2026-05-12,3,selected_Top10,10,-2.483,-2.248
Model2,2026-05-12,3,non_selected,1,-2.332,-2.332
Model2,2026-05-12,5,selected_Top10,10,-3.494,-3.337
Model2,2026-05-12,5,non_selected,1,-3.499,-3.499
Model2,2026-05-12,10,selected_Top10,10,-6.103,-5.598
Model2,2026-05-12,10,non_selected,1,-6.268,-6.268
Model2,2026-05-12,20,selected_Top10,10,-10.892,-10.616
Model2,2026-05-12,20,non_selected,1,-11.224,-11.224
Model2,2023-02-27,1,selected_Top10,10,1.064,1.059
Model2,2023-02-27,1,non_selected,48,1.021,1.091
Model2,2023-02-27,3,selected_Top10,10,0.016,0.139
Model2,2023-02-27,3,non_selected,48,0.771,0.396
Model2,2023-02-27,5,selected_Top10,10,0.225,0.206
Model2,2023-02-27,5,non_selected,48,1.064,0.623
Model2,2023-02-27,10,selected_Top10,10,-2.288,-2.27
Model2,2023-02-27,10,non_selected,48,-1.191,-1.573
Model2,2023-02-27,20,selected_Top10,10,-2.435,-2.165
Model2,2023-02-27,20,non_selected,48,0.812,-1.884
Model2,2026-08-19,1,selected_Top10,10,0.083,0.094
Model2,2026-08-19,1,non_selected,43,0.121,0.089
Model2,2026-08-19,3,selected_Top10,10,0.275,0.453
Model2,2026-08-19,3,non_selected,43,0.188,0.216
Model2,2026-08-19,5,selected_Top10,10,2.5,3.041
Model2,2026-08-19,5,non_selected,43,1.939,1.91
Model2,2026-08-19,10,selected_Top10,10,2.039,2.57
Model2,2026-08-19,10,non_selected,43,1.382,1.756
Model2,2023-07-18,1,selected_Top10,6,-0.559,-0.468
Model2,2023-07-18,3,selected_Top10,6,0.13,0.281
Model2,2023-07-18,5,selected_Top10,6,1.306,1.542
Model2,2023-07-18,10,selected_Top10,6,0.196,-0.007
Model2,2023-07-18,20,selected_Top10,6,-4.93,-5.111
Model2,2024-09-11,1,selected_Top10,10,0.33,0.288
Model2,2024-09-11,1,non_selected,80,0.081,0.224
Model2,2024-09-11,3,selected_Top10,10,1.207,1.109
Model2,2024-09-11,3,non_selected,80,0.522,0.609
Model2,2024-09-11,5,selected_Top10,10,1.745,1.221
Model2,2024-09-11,5,non_selected,80,1.55,1.351
Model2,2024-09-11,10,selected_Top10,10,14.051,12.494
Model2,2024-09-11,10,non_selected,80,14.24,13.641
Model2,2024-09-11,20,selected_Top10,10,16.018,16.371
Model2,2024-09-11,20,non_selected,80,17.15,17.041
Model2,2022-06-22,1,selected_Top10,3,0.867,0.847
Model2,2022-06-22,3,selected_Top10,3,1.748,1.304
Model2,2022-06-22,5,selected_Top10,3,2.442,2.424
Model2,2022-06-22,10,selected_Top10,3,0.725,0.848
Model2,2022-06-22,20,selected_Top10,3,1.997,2.348
Model2,2020-02-04,1,selected_Top10,10,1.418,1.181
Model2,2020-02-04,1,non_selected,100,1.575,1.27
Model2,2020-02-04,3,selected_Top10,10,4.216,3.746
Model2,2020-02-04,3,non_selected,100,3.448,2.894
Model2,2020-02-04,5,selected_Top10,10,5.218,4.817
Model2,2020-02-04,5,non_selected,100,4.689,4.604
Model2,2020-02-04,10,selected_Top10,10,9.56,9.744
Model2,2020-02-04,10,non_selected,100,8.448,7.339
Model2,2020-02-04,20,selected_Top10,10,11.271,11.192
Model2,2020-02-04,20,non_selected,100,9.639,8.225
Model2,2025-09-18,1,selected_Top10,10,0.398,0.364
Model2,2025-09-18,1,non_selected,42,0.43,0.375
Model2,2025-09-18,3,selected_Top10,10,-0.095,0.316
Model2,2025-09-18,3,non_selected,42,0.073,0.19
Model2,2025-09-18,5,selected_Top10,10,-0.635,-0.3
Model2,2025-09-18,5,non_selected,42,-0.216,-0.23
Model2,2025-09-18,10,selected_Top10,10,-0.174,-0.724
Model2,2025-09-18,10,non_selected,42,0.866,1.115
Model2,2025-09-18,20,selected_Top10,10,2.834,4.086
Model2,2025-09-18,20,non_selected,42,3.964,4.202
