ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,benchmark,status,invest_type,type,market,excl_tags,retrieval_date
159666.SZ,华夏中证全指运输ETF,华夏基金管理有限公司,恒丰银行股份有限公司,股票型,20230113,,20230213,20230103,,9.0983,中证全指运输指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159667.SZ,国泰中证机床ETF,国泰基金管理有限公司,中国邮政储蓄银行股份有限公司,股票型,20221012,,20221026,20220926,,12.1802,中证机床指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159669.SZ,国泰国证绿色电力ETF,国泰基金管理有限公司,中国邮政储蓄银行股份有限公司,股票型,20221229,,20230111,20221219,,2.3875,国证绿色电力指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159670.SZ,国联安中证消费50ETF,国联安基金管理有限公司,兴业银行股份有限公司,股票型,20230414,,20230509,20230324,,2.1971,中证消费50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159671.SZ,工银瑞信中证稀有金属主题ETF,工银瑞信基金管理有限公司,华泰证券股份有限公司,股票型,20230217,,20230310,20230206,,18.3505,中证稀有金属主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159672.SZ,博时中证主要消费ETF,博时基金管理有限公司,平安银行股份有限公司,股票型,20230323,,20230403,20230313,,3.7989,中证主要消费指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159673.SZ,鹏华沪深300ETF,鹏华基金管理有限公司,中国工商银行股份有限公司,股票型,20230621,,20230717,20230414,,2.9753,沪深300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159675.SZ,嘉实创业板增强策略ETF,嘉实基金管理有限公司,中国建设银行股份有限公司,股票型,20221124,,20221202,20221114,,13.2385,创业板指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
159676.SZ,富国创业板增强策略ETF,富国基金管理有限公司,招商银行股份有限公司,股票型,20230323,,20230412,20230313,,13.7656,创业板指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
159677.SZ,银华中证1000增强策略ETF,银华基金管理股份有限公司,中国建设银行股份有限公司,股票型,20221124,,20221205,20221114,,12.509,中证1000指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
159678.SZ,博时中证500增强策略ETF,博时基金管理有限公司,华泰证券股份有限公司,股票型,20230213,,20230227,20230206,,4.8764,中证500指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
159679.SZ,国泰中证1000增强策略ETF,国泰基金管理有限公司,国泰海通证券股份有限公司,股票型,20230209,,20230222,20230206,,14.5809,中证1000指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
159680.SZ,招商中证1000增强策略ETF,招商基金管理有限公司,广发证券股份有限公司,股票型,20221118,,20221130,20221109,,14.6444,中证1000指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
159681.SZ,鹏华创业板50ETF,鹏华基金管理有限公司,交通银行股份有限公司,股票型,20221221,,20230103,20221212,,41.0977,创业板50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159682.SZ,景顺长城创业板50ETF,景顺长城基金管理有限公司,中国农业银行股份有限公司,股票型,20221223,,20230103,20221212,,71.2031,创业板50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159683.SZ,嘉实中证内地运输主题ETF,嘉实基金管理有限公司,中国银行股份有限公司,股票型,20221229,20250107,20230109,20221219,20250115,4.2912,中证内地运输主题指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
159685.SZ,天弘中证1000增强策略ETF,天弘基金管理有限公司,光大证券股份有限公司,股票型,20230315,,20230403,20230306,,2.8144,中证1000指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
159686.SZ,易方达中证A100ETF,易方达基金管理有限公司,招商银行股份有限公司,股票型,20230711,,20230719,20230407,,2.9582,中证A100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159689.SZ,南方中证主要消费ETF,南方基金管理股份有限公司,招商银行股份有限公司,股票型,20230303,,20230313,20230227,,3.8215,中证主要消费指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159692.SZ,东财中证证券公司30ETF,东财基金管理有限公司,国信证券股份有限公司,股票型,20230505,,20230523,20230417,,3.9746,中证证券公司30指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159695.SZ,嘉实国证通信ETF,嘉实基金管理有限公司,中信建投证券股份有限公司,股票型,20230427,,20230510,20230417,,4.2281,国证通信指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159697.SZ,鹏华国证石油天然气ETF,鹏华基金管理有限公司,国泰海通证券股份有限公司,股票型,20230417,,20230504,20230403,,6.1802,国证石油天然气指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159698.SZ,鹏华国证粮食产业ETF,鹏华基金管理有限公司,广发证券股份有限公司,股票型,20230726,,20230818,20230703,,5.4494,国证粮食产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159701.SZ,招商中证物联网主题ETF,招商基金管理有限公司,浙商银行股份有限公司,股票型,20211215,,20211223,20210910,,2.0671,中证物联网主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159702.SZ,汇添富中证人工智能主题ETF,汇添富基金管理股份有限公司,招商银行股份有限公司,股票型,20210429,20221121,20210518,20210406,20221129,2.4493,中证人工智能主题指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
159703.SZ,天弘中证新材料主题ETF,天弘基金管理有限公司,华泰证券股份有限公司,股票型,20210527,,20210608,20210510,,2.9418,中证新材料主题指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159706.SZ,华安深证100ETF,华安基金管理有限公司,中国银行股份有限公司,股票型,20211209,,20211220,20210906,,2.9539,深证100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159707.SZ,华宝中证800地产ETF,华宝基金管理有限公司,中国银行股份有限公司,股票型,20211104,,20211112,20210922,,2.3955,中证800地产指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159708.SZ,西部利得深证红利ETF,西部利得基金管理有限公司,光大证券股份有限公司,股票型,20210618,,20210702,20210524,,2.8803,深证红利指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159709.SZ,工银瑞信深证物联网50ETF,工银瑞信基金管理有限公司,国信证券股份有限公司,股票型,20210618,,20210702,20210531,,5.5348,深证物联网50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159710.SZ,建信中证智能电动汽车ETF,建信基金管理有限责任公司,中国国际金融股份有限公司,股票型,20210715,20240124,20210809,20210701,20240125,2.3734,中证智能电动汽车指数×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
159713.SZ,富国中证稀土产业ETF,富国基金管理有限公司,招商银行股份有限公司,股票型,20210805,,20210816,20210719,,2.6226,中证稀土产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159715.SZ,易方达中证稀土产业ETF,易方达基金管理有限公司,中国建设银行股份有限公司,股票型,20210901,,20210910,20210818,,4.3103,中证稀土产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159716.SZ,华宝深证100ETF,华宝基金管理有限公司,中国银行股份有限公司,股票型,20210618,,20210628,20210601,,8.2967,深证100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159717.SZ,鹏华国证ESG300ETF,鹏华基金管理有限公司,华泰证券股份有限公司,股票型,20210915,,20210929,20210830,,3.6037,国证ESG300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159719.SZ,平安富时中国国企开放共赢ETF,平安基金管理有限公司,平安银行股份有限公司,股票型,20211217,,20211228,20210914,,2.122,富时中国国企开放共赢指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159720.SZ,泰康中证智能电动汽车ETF,泰康基金管理有限公司,招商银行股份有限公司,股票型,20210707,,20210720,20210615,,5.7081,中证智能电动汽车指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159721.SZ,永赢深证100ETF,永赢基金管理有限公司,中国银行股份有限公司,股票型,20210617,,20210625,20210601,,3.8743,深证100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159723.SZ,汇添富中证沪港深科技龙头ETF,汇添富基金管理股份有限公司,中国工商银行股份有限公司,股票型,20210927,,20211015,20210906,,2.4103,中证沪港深科技龙头指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159725.SZ,工银瑞信中证线上消费主题ETF,工银瑞信基金管理有限公司,中信建投证券股份有限公司,股票型,20210611,,20210702,20210520,,2.4542,中证线上消费主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159728.SZ,南方国证在线消费ETF,南方基金管理股份有限公司,中国工商银行股份有限公司,股票型,20211229,,20220111,20211008,,2.2641,国证在线消费指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159729.SZ,汇添富中证沪港深互联网ETF,汇添富基金管理股份有限公司,中国农业银行股份有限公司,股票型,20210708,,20210721,20210615,,3.3676,中证沪港深互联网指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159730.SZ,博时国证龙头家电ETF,博时基金管理有限公司,平安银行股份有限公司,股票型,20211213,,20211224,20211012,,2.2357,国证龙头家电指数收益率×95%+银行活期存款利率(税后)×5%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159731.SZ,华夏中证石化产业ETF,华夏基金管理有限公司,招商银行股份有限公司,股票型,20211202,,20211210,20211011,,2.2938,中证石化产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159732.SZ,华夏国证消费电子主题ETF,华夏基金管理有限公司,中国建设银行股份有限公司,股票型,20210812,,20210823,20210729,,4.9645,国证消费电子主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159733.SZ,景顺长城中证消费电子主题ETF,景顺长城基金管理有限公司,招商银行股份有限公司,股票型,20210915,20240227,20210929,20210906,20240306,4.4716,中证消费电子主题指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
159736.SZ,天弘中证食品饮料ETF,天弘基金管理有限公司,中信证券股份有限公司,股票型,20210909,,20210927,20210830,,3.2689,中证食品饮料指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159738.SZ,华泰柏瑞中证沪港深云计算产业ETF,华泰柏瑞基金管理有限公司,中国建设银行股份有限公司,股票型,20220118,,20220128,20211022,,3.1699,中证沪港深云计算产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159739.SZ,鹏华中证云计算与大数据主题ETF,鹏华基金管理有限公司,中信证券股份有限公司,股票型,20211103,,20211117,20211011,,2.7258,中证云计算与大数据主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159743.SZ,博时中证湖北新旧动能转换ETF,博时基金管理有限公司,交通银行股份有限公司,股票型,20211229,,20220111,20210930,,2.2694,中证湖北新旧动能转换指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159745.SZ,国泰中证全指建筑材料ETF,国泰基金管理有限公司,中国银河证券股份有限公司,股票型,20210609,,20210618,20210531,,3.3969,中证全指建筑材料指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159748.SZ,富国中证沪港深创新药产业ETF,富国基金管理有限公司,招商银行股份有限公司,股票型,20211124,,20211203,20211105,,3.0169,中证沪港深创新药产业指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159752.SZ,申万菱信中证内地新能源主题ETF,申万菱信基金管理有限公司,中信建投证券股份有限公司,股票型,20210720,,20210728,20210701,,4.1696,中证内地新能源主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159755.SZ,广发国证新能源车电池ETF,广发基金管理有限公司,中国工商银行股份有限公司,股票型,20210615,,20210624,20210601,,11.5265,国证新能源车电池指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159756.SZ,中银证券国证新能源车电池ETF,中银国际证券股份有限公司,交通银行股份有限公司,股票型,,,,20211112,,,国证新能源车电池指数收益率×100%,,,股票型,E,[],2026-09-04 10:05:42
159757.SZ,景顺长城国证新能源车电池ETF,景顺长城基金管理有限公司,华夏银行股份有限公司,股票型,20210721,,20210809,20210705,,8.6593,国证新能源车电池指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159758.SZ,华夏中证红利质量ETF,华夏基金管理有限公司,中信银行股份有限公司,股票型,20211220,,20211228,20211111,,2.5829,中证红利质量指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159760.SZ,泰康国证公共卫生与医疗健康ETF,泰康基金管理有限公司,招商银行股份有限公司,股票型,20211206,,20211220,20211108,,3.3236,国证公共卫生与医疗健康指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159761.SZ,国泰中证新材料主题ETF,国泰基金管理有限公司,杭州银行股份有限公司,股票型,20211124,,20211213,20211115,,4.3473,中证新材料主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159763.SZ,建信中证新材料主题ETF,建信基金管理有限责任公司,中信建投证券股份有限公司,股票型,20210819,,20210913,20210802,,4.0871,中证新材料主题指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159766.SZ,富国中证旅游主题ETF,富国基金管理有限公司,中国银行股份有限公司,股票型,20210715,,20210723,20210701,,2.9164,中证旅游主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159767.SZ,兴银国证新能源车电池ETF,兴银基金管理有限责任公司,上海浦东发展银行股份有限公司,股票型,20210806,,20210823,20210726,,3.5287,国证新能源车电池指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159768.SZ,银华中证内地地产主题ETF,银华基金管理股份有限公司,中国建设银行股份有限公司,股票型,20220127,,20220216,20211116,,2.5995,中证内地地产主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159769.SZ,银华中证消费电子主题ETF,银华基金管理股份有限公司,招商银行股份有限公司,股票型,20220218,20240709,20220303,20211116,20240710,2.7445,中证消费电子主题指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
159770.SZ,天弘中证机器人ETF,天弘基金管理有限公司,国泰海通证券股份有限公司,股票型,20211026,,20211108,20211011,,3.2009,中证机器人指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159773.SZ,华泰柏瑞创业板科技ETF,华泰柏瑞基金管理有限公司,招商银行股份有限公司,股票型,20210923,,20211008,20210906,,2.923,创业板科技指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159775.SZ,建信国证新能源车电池ETF,建信基金管理有限责任公司,中信证券股份有限公司,股票型,20220107,,20220124,20211201,,2.1265,国证新能源车电池指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159777.SZ,国联安创业板科技ETF,国联安基金管理有限公司,中国银河证券股份有限公司,股票型,20210927,,20211018,20210913,,2.4928,创业板科技指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159778.SZ,鹏华中证工业互联网主题ETF,鹏华基金管理有限公司,中信证券股份有限公司,股票型,20220125,,20220217,20211201,,2.9151,中证工业互联网主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159779.SZ,招商中证消费电子主题ETF,招商基金管理有限公司,中信建投证券股份有限公司,股票型,20211118,,20211126,20211011,,3.5487,中证消费电子主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159780.SZ,南方中证科创创业50ETF,南方基金管理股份有限公司,招商银行股份有限公司,股票型,20210624,,20210705,20210621,,30.0005,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159781.SZ,易方达中证科创创业50ETF,易方达基金管理有限公司,中国工商银行股份有限公司,股票型,20210628,,20210705,20210621,,30.0486,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159782.SZ,银华中证科创创业50ETF,银华基金管理股份有限公司,招商银行股份有限公司,股票型,20210629,,20210707,20210621,,12.3619,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159783.SZ,华夏中证科创创业50ETF,华夏基金管理有限公司,中国银行股份有限公司,股票型,20210624,,20210705,20210621,,30.0006,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159786.SZ,银华中证虚拟现实主题ETF,银华基金管理股份有限公司,招商银行股份有限公司,股票型,20210729,,20210806,20210719,,6.417,中证虚拟现实主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159787.SZ,易方达中证全指建筑材料ETF,易方达基金管理有限公司,中国建设银行股份有限公司,股票型,20220304,,20220315,20211202,,2.4052,中证全指建筑材料指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159789.SZ,建信中证饮料主题ETF,建信基金管理有限责任公司,中国国际金融股份有限公司,股票型,20211125,20231017,20211220,20211108,20231025,2.5888,中证饮料主题指数×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
159790.SZ,华夏中证内地低碳经济主题ETF,华夏基金管理有限公司,中国建设银行股份有限公司,股票型,20210730,,20210806,20210727,,29.1353,中证内地低碳经济主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159791.SZ,华夏沪深300ESG基准ETF,华夏基金管理有限公司,中国建设银行股份有限公司,股票型,20220224,,20220308,20220119,,2.9108,沪深300ESG基准指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159793.SZ,平安中证沪港深线上消费主题ETF,平安基金管理有限公司,中国农业银行股份有限公司,股票型,20211109,,20211124,20211011,,2.5976,中证沪港深线上消费主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159795.SZ,汇添富中证智能汽车主题ETF,汇添富基金管理股份有限公司,平安银行股份有限公司,股票型,20220127,,20220214,20211227,,3.2617,中证智能汽车主题指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159796.SZ,汇添富中证电池主题ETF,汇添富基金管理股份有限公司,中国银行股份有限公司,股票型,20220303,,20220314,20220118,,3.7947,中证电池主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159797.SZ,汇添富中证全指医疗器械ETF,汇添富基金管理股份有限公司,中国农业银行股份有限公司,股票型,20220428,,20220516,20220128,,2.8499,中证全指医疗器械指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159798.SZ,易方达中证消费50ETF,易方达基金管理有限公司,中国建设银行股份有限公司,股票型,20220428,,20220511,20220329,,3.2725,中证消费50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159800.SZ,鹏华中证800ETF,鹏华基金管理有限公司,华泰证券股份有限公司,股票型,20240627,,20240712,20240611,,5.9074,中证800指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159801.SZ,广发国证半导体芯片ETF,广发基金管理有限公司,中国工商银行股份有限公司,股票型,20200120,,20200218,20200106,,25.2406,国证半导体芯片指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159802.SZ,广发中证800ETF,广发基金管理有限公司,中国工商银行股份有限公司,股票型,20200413,20200915,20200515,20200323,20200923,2.2252,中证800指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
159804.SZ,国寿安保国证创业板中盘精选88ETF,国寿安保基金管理有限公司,中信证券股份有限公司,股票型,20200304,,20200331,20200219,,3.499,国证创业板中盘精选88指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159805.SZ,鹏华中证传媒ETF,鹏华基金管理有限公司,中国建设银行股份有限公司,股票型,20200306,,20200417,20200217,,24.6245,中证传媒指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159806.SZ,国泰中证新能源汽车ETF,国泰基金管理有限公司,上海浦东发展银行股份有限公司,股票型,20200310,,20200320,20200302,,23.607,中证新能源汽车指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159807.SZ,易方达中证科技50ETF,易方达基金管理有限公司,中国银行股份有限公司,股票型,20200316,,20200330,20200309,,15.0003,中证科技50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159808.SZ,融通创业板ETF,融通基金管理有限公司,中国建设银行股份有限公司,股票型,20200805,,20200904,20200430,,6.7348,创业板指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159810.SZ,浦银创业板ETF,浦银基金管理有限公司,中国工商银行股份有限公司,股票型,20200612,,20200710,20200319,,2.6648,创业板指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159811.SZ,博时中证5G产业50ETF,博时基金管理有限公司,中信建投证券股份有限公司,股票型,20200327,,20200422,20200316,,13.4434,中证5G产业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159813.SZ,鹏华国证半导体芯片ETF,鹏华基金管理有限公司,申万宏源证券有限公司,股票型,20200417,,20200525,20200325,,5.5974,国证半导体芯片指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159814.SZ,西部利得创业板大盘ETF,西部利得基金管理有限公司,中国农业银行股份有限公司,股票型,20200619,,20200717,20200525,,4.084,创业板大盘指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159815.SZ,招商中证浙江100ETF,招商基金管理有限公司,浙商银行股份有限公司,股票型,20200803,20230423,20200818,20200428,20230428,2.4604,中证浙江100指数收益率×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
159819.SZ,易方达中证人工智能主题ETF,易方达基金管理有限公司,中国工商银行股份有限公司,股票型,20200727,,20200923,20200720,,61.5523,中证人工智能主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159820.SZ,天弘中证500ETF,天弘基金管理有限公司,国泰海通证券股份有限公司,股票型,20200807,,20200824,20200720,,3.3391,中证500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159821.SZ,中银证券创业板ETF,中银国际证券股份有限公司,中国工商银行股份有限公司,股票型,20200929,,20201029,20200914,,2.1792,创业板指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159824.SZ,博时中证新能源汽车ETF,博时基金管理有限公司,华泰证券股份有限公司,股票型,20201210,,20210111,20201123,,6.2514,中证新能源汽车指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159825.SZ,富国中证农业主题ETF,富国基金管理有限公司,中国农业银行股份有限公司,股票型,20201210,,20201229,20201123,,15.1108,中证农业主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159827.SZ,银华中证农业主题ETF,银华基金管理股份有限公司,中国建设银行股份有限公司,股票型,20201210,,20201218,20201123,,6.7872,中证农业主题指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159828.SZ,国泰中证医疗ETF,国泰基金管理有限公司,华夏银行股份有限公司,股票型,20201224,,20210112,20201207,,4.2144,中证医疗指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159835.SZ,建信中证创新药产业ETF,建信基金管理有限责任公司,中信证券股份有限公司,股票型,20210311,,20210329,20210222,,3.045,中证创新药产业指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159836.SZ,天弘创业板300ETF,天弘基金管理有限公司,国泰海通证券股份有限公司,股票型,20210511,,20210525,20210408,,3.2175,创业板300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159837.SZ,易方达中证生物科技主题ETF,易方达基金管理有限公司,中国建设银行股份有限公司,股票型,20210114,,20210127,20201228,,28.1415,中证生物科技主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159838.SZ,博时中证医药50ETF,博时基金管理有限公司,国泰海通证券股份有限公司,股票型,20210722,,20210730,20210526,,2.4076,中证医药50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159839.SZ,汇添富国证生物医药ETF,汇添富基金管理股份有限公司,招商银行股份有限公司,股票型,20210201,,20210222,20210118,,4.7274,国证生物医药指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159840.SZ,工银瑞信国证新能源车电池ETF,工银瑞信基金管理有限公司,中信建投证券股份有限公司,股票型,20210805,,20210820,20210719,,3.8457,国证新能源车电池指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159841.SZ,天弘中证全指证券公司ETF,天弘基金管理有限公司,国泰海通证券股份有限公司,股票型,20210128,,20210209,20210118,,3.7184,中证全指证券公司指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159842.SZ,银华中证全指证券公司ETF,银华基金管理股份有限公司,招商银行股份有限公司,股票型,20210303,,20210319,20210222,,4.9225,中证全指证券公司指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159843.SZ,招商国证食品饮料行业ETF,招商基金管理有限公司,申万宏源证券有限公司,股票型,20210125,,20210205,20210106,,7.0196,国证食品饮料行业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159845.SZ,华夏中证1000ETF,华夏基金管理有限公司,招商银行股份有限公司,股票型,20210318,,20210331,20210304,,2.2887,中证1000指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159846.SZ,建信中证1000ETF,建信基金管理有限责任公司,中国国际金融股份有限公司,股票型,20210729,20211227,20210816,20210615,20220105,2.3079,中证1000指数×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
159847.SZ,易方达中证医疗ETF,易方达基金管理有限公司,招商银行股份有限公司,股票型,20210708,,20210719,20210621,,2.1883,中证医疗指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159848.SZ,国联安中证全指证券公司ETF,国联安基金管理有限公司,国泰海通证券股份有限公司,股票型,20210209,,20210312,20210128,,2.5318,中证全指证券公司指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159849.SZ,招商中证生物科技主题ETF,招商基金管理有限公司,中国银河证券股份有限公司,股票型,20210208,,20210302,20210120,,2.2737,中证生物科技主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159851.SZ,华宝中证金融科技主题ETF,华宝基金管理有限公司,中国建设银行股份有限公司,股票型,20210304,,20210319,20210222,,2.5445,中证金融科技主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159852.SZ,嘉实中证软件服务ETF,嘉实基金管理有限公司,中国银行股份有限公司,股票型,20210129,,20210209,20210125,,5.6862,中证软件服务指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
159853.SZ,南方中证科技100ETF,南方基金管理股份有限公司,中国农业银行股份有限公司,股票型,20210929,20231124,20211015,20210628,20231127,3.0225,中证科技100指数×100%,D,被动指数型,股票型,E,[],2026-09-04 10:05:42
159855.SZ,银华中证影视主题ETF,银华基金管理股份有限公司,招商银行股份有限公司,股票型,20210209,,20210226,20210201,,3.2993,中证影视主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
