etf_code,etf_name,exchange,list_date,delist_date,found_date,fund_manager,status,index_code,index_name,index_publisher,publisher_confidence,index_category,asset_class,domestic_a_share_flag,passive_index_flag,cross_mixed_flag,is_csi_publisher,eligible,exclusion_reason,match_level,bench_idx_name,benchmark,data_source,retrieval_date,has_daily,history_start,history_end,n_days,close,daily_amount,adv20,adv60,fund_share,fund_size,premium_max,zero_amt_days,adj_factor_last,last_amount,fund_share_first_date,fund_share_last_date
159212.SZ,南方深证100ETF,SZ,20250409,,20250327,南方基金管理股份有限公司,L,399330.SZ,深证100,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,规模指数,EQUITY,True,True,False,False,True,,L1_EX_EXACT,深证100,深证100指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250409,20260903,344,1.422,7423324.899999999,15459880.105,18852366.096666664,7520.4367,106940609.874,,0,1.0,7423.3249,20250408,20260903
588720.SH,中银上证科创板50成份ETF,SH,20250415,,20250327,中银基金管理有限公司,L,,上证科创板50成份,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板50成份,上证科创板50成份指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250415,20260903,340,1.649,12495845.0,10000456.899999999,13182181.35,10974.18,180964228.2,,0,1.0,12495.845,20250414,20260903
159215.SZ,平安中证A500ETF,SZ,20250407,,20250326,平安基金管理有限公司,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250407,20260903,346,1.29,11149344.0,15677008.524999997,21257953.220000006,96158.2803,1240441815.8700001,,0,1.0,11149.344,20250406,20260903
589010.SH,华夏上证科创板人工智能ETF,SH,20250409,,20250326,华夏基金管理有限公司,L,931071.CSI,上证科创板人工智能,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,上证科创板人工智能,上证科创板人工智能指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250409,20260903,344,1.382,54429199.0,76406200.55000001,129823218.86666667,93279.3,1289119926.0,,0,1.0,54429.199,20250408,20260903
589100.SH,国泰上证科创板芯片ETF,SH,20250407,,20250326,国泰基金管理有限公司,L,,上证科创板芯片,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板芯片,上证科创板芯片指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250407,20260903,346,0.879,39663242.0,50302390.6,75008181.39999999,92344.25,811705957.5,,0,2.5005,39663.242,20250406,20260903
159388.SZ,国泰创业板人工智能ETF,SZ,20250407,,20250326,国泰基金管理有限公司,L,970070.SZ,创业板人工智能,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,主题指数,EQUITY,True,True,False,False,True,,L1_EX_EXACT,创业板人工智能,创业板人工智能指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250407,20260903,346,0.982,85223658.1,142152136.32000002,173669763.58499998,86873.6984,853099718.2879999,,0,2.5011,85223.6581,20250406,20260903
159390.SZ,国联中证A50ETF,SZ,20250409,,20250326,国联基金管理有限公司,L,930050.CSI,中证A50,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A50,中证A50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250409,20260903,344,1.232,4847971.0,7292424.595,11041736.88,10926.8771,134619125.872,,0,1.0502,4847.971,20250331,20260903
512240.SH,鹏华中证A50ETF,SH,20250407,,20250326,鹏华基金管理有限公司,L,930050.CSI,中证A50,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A50,中证A50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250407,20260903,346,1.143,4595716.0,3152312.6,2763108.95,2168.6,24787098.0,,0,1.0,4595.716,20250406,20260903
563650.SH,兴业中证A500ETF,SH,20250403,,20250325,兴业基金管理有限公司,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250403,20260903,347,1.27,5052150.0,10137149.849999998,10242384.566666668,14090.9,178954430.0,,0,1.0,5052.15,20250402,20260903
588170.SH,华夏上证科创板半导体材料设备主题ETF,SH,20250408,,20250324,华夏基金管理有限公司,L,931743.CSI,上证科创板半导体材料设备主题,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,上证科创板半导体材料设备主题,上证科创板半导体材料设备主题指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250408,20260903,345,0.935,3914331561.0,6280621382.200001,6635932349.65,4485944.7,41943582945.0,,0,3.0,3914331.561,20250407,20260903
563660.SH,银河中证A500ETF,SH,20250402,,20250320,银河基金管理有限公司,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250402,20260903,348,1.238,1704195.0,1809992.3999999997,3828451.4,6308.52,78099477.60000001,,0,1.0221,1704.195,20250320,20260903
588910.SH,建信上证智选科创板创新价值ETF,SH,20250407,,20250320,建信基金管理有限责任公司,L,,上证智选科创板创新价值,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证智选科创板创新价值,上证智选科创板创新价值指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250407,20260903,346,1.46,9295563.0,12718054.499999996,14027630.766666668,10004.91,146071686.0,,0,1.0,9295.563,20250320,20260903
560630.SH,万家中证机器人ETF,SH,20250401,,20250319,万家基金管理有限公司,L,,中证机器人,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证机器人,中证机器人指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250401,20260903,349,1.083,4411253.0,9086824.05,13293049.583333334,15239.4,165042702.0,,0,1.0,4411.253,20250331,20260903
589060.SH,东财上证科创板综合价格ETF,SH,20250327,,20250319,东财基金管理有限公司,L,,上证科创板综合价格,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合价格,上证科创板综合价格指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250327,20260903,352,1.611,2435302.0,6398037.1,9084950.683333334,8213.79,132324156.90000002,,0,1.0,2435.302,20250326,20260903
588770.SH,摩根上证科创板新一代信息技术ETF,SH,20250324,,20250314,摩根基金管理(中国)有限公司,L,,上证科创板新一代信息技术,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板新一代信息技术,上证科创板新一代信息技术指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250324,20260903,355,1.79,6421087.0,12979628.35,24205344.45,31159.71,557758809.0,,0,1.0,6421.087,20250323,20260903
159368.SZ,华夏创业板新能源ETF,SZ,20250324,,20250314,华夏基金管理有限公司,L,,创业板新能源,深圳证券信息有限公司,RULE_BASED,,EQUITY,True,True,False,False,True,,L5_RULE,创业板新能源,创业板新能源指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250324,20260903,355,0.637,158321804.20000002,169494862.53500003,203352010.70166662,94457.9682,601697257.434,,0,2.0,158321.8042,20250323,20260903
159381.SZ,华夏创业板人工智能ETF,SZ,20250324,,20250314,华夏基金管理有限公司,L,970070.SZ,创业板人工智能,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,主题指数,EQUITY,True,True,False,False,True,,L1_EX_EXACT,创业板人工智能,创业板人工智能指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250324,20260903,355,1.137,301954644.2,475004970.13499993,585934812.3,177115.3206,2013801195.2220001,,0,1.9993,301954.6442,20250323,20260903
159209.SZ,招商中证全指红利质量ETF,SZ,20250325,,20250312,招商基金管理有限公司,L,,中证全指红利质量,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证全指红利质量,中证全指红利质量指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250325,20260903,354,1.156,89195843.5,92955085.835,108914412.31333332,221163.5053,2556650121.2679996,,0,1.0371,89195.8435,20250324,20260903
588250.SH,鹏华上证科创板生物医药ETF,SH,20250321,,20250312,鹏华基金管理有限公司,L,399441.SZ,上证科创板生物医药,深圳证券信息有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,False,True,,L2B_EX_REVSUB,上证科创板生物医药,上证科创板生物医药指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250321,20260903,356,1.027,5383709.0,12385569.400000002,15273251.100000003,26967.5,276956225.0,,0,1.0,5383.709,20250320,20260903
159206.SZ,永赢国证商用卫星通信产业ETF,SZ,20250314,,20250306,永赢基金管理有限公司,L,980018.SZ,国证商用卫星通信产业,深圳证券信息有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,False,True,,L2B_EX_REVSUB,国证商用卫星通信产业,国证商用卫星通信产业指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250314,20260903,361,1.36,344756747.6,634224142.845,1078932392.5583332,948595.3365,12900896576.400002,,0,1.0,344756.7476,20250313,20260903
562810.SH,嘉实上证综合增强策略ETF,SH,20250313,,20250305,嘉实基金管理有限公司,L,,上证综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,False,False,True,False,NOT_PASSIVE,L5_RULE,上证综合,上证综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250313,20260903,362,1.167,3808056.0,5894414.5,8515442.533333333,5045.1,58876317.0,,0,1.0122,3808.056,20250312,20260903
589520.SH,华宝上证科创板人工智能ETF,SH,20250313,,20250305,华宝基金管理有限公司,L,931071.CSI,上证科创板人工智能,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,上证科创板人工智能,上证科创板人工智能指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250313,20260903,362,0.588,17413440.0,29727300.7,45474709.73333333,84310.46,495745504.8000001,,0,2.0,17413.44,20250312,20260903
589630.SH,国泰上证科创板综合ETF,SH,20250312,,20250304,国泰基金管理有限公司,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250312,20260903,363,0.762,23055420.0,27340766.3,29472998.316666666,34325.8,261562596.0,,0,2.0,23055.42,20250311,20260903
588660.SH,兴银中证科创创业50ETF,SH,20250317,,20250228,兴银基金管理有限责任公司,L,931643.CSI,中证科创创业50,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,中证科创创业50,中证科创创业50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250317,20260903,360,1.74,4929654.0,4741092.25,9073435.049999999,3934.4,68458560.0,,0,1.0,4929.654,20250316,20260903
589600.SH,富国上证科创板综合价格ETF,SH,20250307,,20250228,富国基金管理有限公司,L,,上证科创板综合价格,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合价格,上证科创板综合价格指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250307,20260903,366,1.538,18659069.0,17192340.1,17200424.183333334,22153.5,340720830.0,,0,1.0,18659.069,20250306,20260903
588840.SH,万家上证科创板50成份ETF,SH,20250310,,20250226,万家基金管理有限公司,L,,上证科创板50成份,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板50成份,上证科创板50成份指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250310,20260903,365,1.495,7547633.0,8156416.650000001,12576555.533333331,6123.6,91547820.0,,0,1.0,7547.633,20250309,20260903
589000.SH,华夏上证科创板综合ETF,SH,20250305,,20250226,华夏基金管理有限公司,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250305,20260903,368,1.534,89408324.0,89946786.55000001,126238531.33333331,106750.78,1637556965.2,,0,1.0,89408.324,20250304,20260903
589080.SH,汇添富上证科创板综合ETF,SH,20250305,,20250226,汇添富基金管理股份有限公司,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250305,20260903,368,1.528,34820035.0,44593908.85,40779912.95,14806.1,226237208.0,,0,1.0,34820.035,20250304,20260903
589660.SH,南方上证科创板综合ETF,SH,20250305,,20250226,南方基金管理股份有限公司,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250305,20260903,368,1.545,73686134.0,71637744.60000001,58078880.05,26553.0,410243850.0,,0,1.0,73686.134,20250304,20260903
589680.SH,鹏华上证科创板综合ETF,SH,20250305,,20250226,鹏华基金管理有限公司,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250305,20260903,368,1.491,138065088.0,170005976.29999998,166509229.31666666,140494.37,2094771056.7,,0,1.0,138065.088,20250304,20260903
589770.SH,招商上证科创板综合ETF,SH,20250305,,20250226,招商基金管理有限公司,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250305,20260903,368,1.557,10819626.0,20427177.799999997,22356711.233333334,15356.92,239107244.39999998,,0,1.0,10819.626,20250304,20260903
589860.SH,天弘上证科创板综合ETF,SH,20250305,,20250226,天弘基金管理有限公司,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250305,20260903,368,1.536,24272143.0,32440705.800000004,32257929.3,16222.4,249176064.0,,0,1.0,24272.143,20250304,20260903
589890.SH,景顺长城上证科创板综合价格ETF,SH,20250305,,20250226,景顺长城基金管理有限公司,L,,上证科创板综合价格,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合价格,上证科创板综合价格指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250305,20260903,368,1.534,3798047.0,5796438.0,8891591.483333334,8498.7,130370058.0,,0,1.0,3798.047,20250304,20260903
589900.SH,博时上证科创板综合ETF,SH,20250305,,20250226,博时基金管理有限公司,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250305,20260903,368,1.536,28206419.0,23202175.25,27960764.016666666,17390.82,267122995.20000002,,0,1.0,28206.419,20250304,20260903
589990.SH,华泰柏瑞上证科创板综合ETF,SH,20250305,,20250226,华泰柏瑞基金管理有限公司,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250305,20260903,368,1.603,5021409.0,8027400.299999999,10778691.833333334,11009.0,176474270.0,,0,1.0,5021.409,20250304,20260903
159393.SZ,万家沪深300ETF,SZ,20250310,,20250225,万家基金管理有限公司,L,000300.SH,沪深300,中证指数有限公司、上海证券交易所,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,沪深300,沪深300指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250310,20260903,365,4.906,19781081.099999998,24115731.055000003,32265406.081666667,8884.6342,435880153.852,,0,0.2553,19781.0811,20250309,20260903
589800.SH,易方达上证科创板综合ETF,SH,20250304,,20250225,易方达基金管理有限公司,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250304,20260903,369,1.546,76262212.0,89147896.25,125033708.36666667,111998.82,1731501757.2,,0,1.0,76262.212,20250303,20260903
589500.SH,工银瑞信上证科创板综合价格ETF,SH,20250303,,20250224,工银瑞信基金管理有限公司,L,,上证科创板综合价格,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合价格,上证科创板综合价格指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250303,20260903,370,1.557,6422840.0,7617789.0,11419142.183333335,8006.4,124659648.0,,0,1.0,6422.84,20250302,20260903
589880.SH,建信上证科创板综合ETF,SH,20250228,,20250220,建信基金管理有限责任公司,L,,上证科创板综合,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板综合,上证科创板综合指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250228,20260903,371,1.514,17910323.0,33255759.249999996,44590263.983333334,44999.6,681293944.0,,0,1.0,17910.323,20250220,20260903
159201.SZ,华夏国证自由现金流ETF,SZ,20250227,,20250219,华夏基金管理有限公司,L,980092.SZ,国证自由现金流,深圳证券信息有限公司,INDEX_BASIC,策略指数,EQUITY,True,True,False,False,True,,L2B_EX_REVSUB,国证自由现金流,国证自由现金流指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250227,20260903,372,1.177,554538579.6,300864361.435,410596887.14666665,1384427.5939,16294712780.203001,,0,1.0,554538.5796,20250226,20260903
159399.SZ,国泰富时中国A股自由现金流聚焦ETF,SZ,20250227,,20250219,国泰基金管理有限公司,L,980092.SZ,富时中国A股自由现金流聚焦,深圳证券信息有限公司,INDEX_BASIC,策略指数,EQUITY,True,True,False,False,True,,L2B_EX_REVSUB,富时中国A股自由现金流聚焦,富时中国A股自由现金流聚焦指数(FTSEChinaAFreeCashFlowFocusIndex)收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250227,20260903,372,1.006,146984576.0,166018810.02499998,176590077.0233333,436719.4835,4393398004.01,,0,1.047,146984.576,20250226,20260903
588240.SH,鹏华上证科创板200ETF,SH,20250225,,20250213,鹏华基金管理有限公司,L,,上证科创板200,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板200,上证科创板200指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250225,20260903,374,1.626,70241317.0,62396711.5,51353520.61666666,11963.3,194523258.0,,0,1.0,70241.317,20250224,20260903
588960.SH,富国上证科创板新能源ETF,SH,20250219,,20250206,富国基金管理有限公司,L,,上证科创板新能源,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板新能源,上证科创板新能源指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250219,20260903,378,1.078,7760163.0,7843026.7,15511491.716666665,14357.98,154779024.4,,0,1.0,7760.163,20250218,20260903
159383.SZ,华泰柏瑞创业板50ETF,SZ,20250214,,20250205,华泰柏瑞基金管理有限公司,L,399673.SZ,创业板50,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,规模指数,EQUITY,True,True,False,False,True,,L1_EX_EXACT,创业板50,创业板50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250214,20260903,381,1.627,8437015.9,9632414.385,11295460.256666668,5109.2486,83127474.722,,0,1.0,8437.0159,20250213,20260903
159367.SZ,华夏创业板50ETF,SZ,20250214,,20250124,华夏基金管理有限公司,L,399673.SZ,创业板50,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,规模指数,EQUITY,True,True,False,False,True,,L1_EX_EXACT,创业板50,创业板50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250214,20260903,380,1.639,14991508.9,19267972.310000002,24441301.81333334,18007.9029,295149528.531,,0,1.0,14991.5089,20250213,20260903
159371.SZ,富国创业板50ETF,SZ,20250212,,20250124,富国基金管理有限公司,L,399673.SZ,创业板50,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,规模指数,EQUITY,True,True,False,False,True,,L1_EX_EXACT,创业板50,创业板50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250212,20260903,383,1.631,9354310.4,9075151.245,11214517.966666665,18622.1172,303726731.532,,0,1.0,9354.3104,20250211,20260903
159386.SZ,永赢中证A500ETF,SZ,20250211,,20250124,永赢基金管理有限公司,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250211,20260903,384,1.266,10418225.8,12388036.2,20762660.939999994,5786.9559,73262861.694,,0,1.0,10418.2258,20250210,20260903
159373.SZ,嘉实创业板50ETF,SZ,20250210,,20250123,嘉实基金管理有限公司,L,399673.SZ,创业板50,深圳证券信息有限公司、深圳证券交易所,INDEX_BASIC,规模指数,EQUITY,True,True,False,False,True,,L1_EX_EXACT,创业板50,创业板50指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250210,20260903,385,1.664,14795576.7,34625739.74499999,48071373.986666664,14255.7494,237215670.016,,0,1.0,14795.5767,20250209,20260903
563860.SH,海富通中证A500ETF,SH,20250212,,20250122,海富通基金管理有限公司,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250212,20260903,383,1.29,19801019.0,25387420.049999997,29852926.300000004,18284.43,235869147.0,,0,1.0,19801.019,20250211,20260903
560750.SH,申万菱信中证A500ETF,SH,20250207,,20250122,申万菱信基金管理有限公司,L,000510.SH,中证A500,中证指数有限公司,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,中证A500,中证A500指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250207,20260903,386,1.318,3208037.0,5667651.05,8580060.2,7855.48,103535226.4,,0,1.0,3208.037,20250206,20260903
159336.SZ,融通中证诚通央企红利ETF,SZ,20250212,,20250122,融通基金管理有限公司,L,,中证诚通央企红利,中证指数有限公司,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,中证诚通央企红利,中证诚通央企红利指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250212,20260903,383,1.231,3138248.0,4975127.78,9660643.080000002,30490.509,375338165.79,,0,1.0271,3138.248,20250211,20260903
588870.SH,汇添富上证科创板50成份ETF,SH,20250127,,20250120,汇添富基金管理股份有限公司,L,,上证科创板50成份,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板50成份,上证科创板50成份指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250127,20260903,389,1.639,155094566.0,122486027.44999997,144177022.83333334,85755.2,1405527728.0,,0,1.0,155094.566,20250126,20260903
530800.SH,银华上证180ETF,SH,20250127,,20250117,银华基金管理股份有限公司,L,000010.SH,上证180,中证指数有限公司、上海证券交易所,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,上证180,上证180指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250127,20260903,389,1.204,1253154.0,1439534.7,2076552.6666666665,1820.18,21914967.2,,0,1.0,1253.154,20250126,20260903
588730.SH,易方达上证科创板人工智能ETF,SH,20250124,,20250116,易方达基金管理有限公司,L,931071.CSI,上证科创板人工智能,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,上证科创板人工智能,上证科创板人工智能指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250124,20260903,390,1.463,46418724.0,87039761.30000001,148775064.16666663,72439.63,1059791786.9000001,,0,1.0,46418.724,20250123,20260903
530280.SH,平安上证180ETF,SH,20250124,,20250115,平安基金管理有限公司,L,000010.SH,上证180,中证指数有限公司、上海证券交易所,INDEX_BASIC,规模指数,EQUITY,True,True,False,True,True,,L1_EX_EXACT,上证180,上证180指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250124,20260903,390,1.203,3855.0,229363.59999999998,328899.7833333333,2993.4,36010602.0,,0,1.0,3.855,20250123,20260903
588760.SH,广发上证科创板人工智能ETF,SH,20250123,,20250115,广发基金管理有限公司,L,931071.CSI,上证科创板人工智能,中证指数有限公司,INDEX_BASIC,主题指数,EQUITY,True,True,False,True,True,,L2B_EX_REVSUB,上证科创板人工智能,上证科创板人工智能指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250123,20260903,391,0.74,108624862.0,160666754.05,265173488.01666668,243753.2,1803773680.0,,0,2.0,108624.862,20250122,20260903
588950.SH,景顺长城上证科创板50成份ETF,SH,20250124,,20250115,景顺长城基金管理有限公司,L,,上证科创板50成份,中证指数有限公司/上海证券交易所,RULE_BASED,,EQUITY,True,True,False,True,True,,L5_RULE,上证科创板50成份,上证科创板50成份指数收益率×100%,Tushare fund_basic.benchmark + index_basic,2026-09-04 10:05:42,True,20250124,20260903,390,1.688,84889547.0,76631637.10000001,90053750.30000001,71372.97,1204775733.6,,0,1.0,84889.547,20250123,20260903
